date,mean autumn epilimnion 0-5 m oxygen concentration
1987,7.77
1988,8.37
1989,7.49
1990,6.42
1991,6.71
1992,7.01
1993,7.61
1994,9.67
1995,10.5
1996,8.23
1997,8.04
1998,7.72
1999,8.05
2000,8.75
2001,9.01
2002,8.75
2003,8.29
2004,8.52
2005,7.22
2006,8.36
2007,9.17
2008,8.54
2009,8.6
2010,9.22
2011,10.11
2012,8.15
2013,8.16
2014,9.64
2015,8.46
2016,7.55
2017,9.51
2018,9.48
2019,8.63
2020,9.16
2021,8.92
2022,7.72
2023,8.79
