date,mean summer bottom oxygen concentration
1987,1.82
1988,0.66
1989,0.48
1990,0.19
1991,0.69
1992,0.35
1993,0.28
1994,0.31
1995,0.92
1996,0.67
1997,0.23
1998,0.31
1999,2.22
2000,1.14
2001,0.2
2002,0.51
2003,0.25
2004,2.0
2005,1.63
2006,4.01
2007,0.0
2008,0.01
2009,0.69
2010,2.94
2011,1.25
2012,1.02
2013,1.98
2014,0.3
2015,0.63
2016,0.1
2017,0.73
2018,0.75
2019,2.06
2020,0.02
2021,0.17
