date,mean winter Schmidt stability
1987,-0.06
1988,159.14
1989,-12.77
1990,12.0
1991,8.86
1993,40.79
1994,-6.97
1995,-9.73
1996,56.51
1997,67.88
1998,108.71
1999,7.59
2000,0.68
2001,102.44
2002,3.22
2003,174.36
2004,-4.27
2005,2.95
2006,-6.35
2007,447.89
2008,53.15
2009,-20.45
2010,-39.57
2011,-27.97
2012,49.45
2013,87.3
2014,221.19
2015,189.2
2016,178.96
2017,-3.2
2018,-5.52
2019,-7.24
2020,371.69
2021,-11.08
2022,13.57
2023,239.68
