date,mean spring epilimnion 5-10 m oxygen concentration
1987,10.24
1988,11.06
1989,10.26
1990,11.08
1991,11.66
1992,10.64
1993,9.79
1994,10.58
1995,10.81
1996,11.33
1997,9.37
1998,10.8
1999,12.04
2000,11.57
2001,12.18
2002,11.05
2003,10.58
2004,12.72
2005,11.07
2006,13.42
2007,11.77
2008,11.91
2009,11.96
2010,12.65
2011,14.3
2012,9.52
2013,10.49
2014,11.19
2015,13.32
2016,12.25
2017,11.34
2018,12.46
2019,10.75
2020,11.57
2021,9.67
2022,10.23
2023,10.34
