date,mean winter bottom temperature
1987,4.83
1988,5.43
1989,5.57
1990,5.68
1991,5.63
1993,5.79
1994,5.81
1995,5.75
1996,6.17
1997,6.13
1998,6.57
1999,6.23
2000,5.43
2001,5.63
2002,5.56
2003,5.95
2004,6.0
2005,5.58
2006,5.1
2007,5.07
2008,5.64
2009,6.05
2010,5.95
2011,5.74
2012,5.71
2013,5.64
2014,5.6
2015,6.12
2016,6.25
2017,6.26
2018,6.27
2019,6.06
2020,6.24
2021,6.66
2022,6.74
2023,6.69
