date_start,date_end,alk,As,Ba,Br,Cd,Ca,Cl,Cr,Cu,doc,drp,ec25_sensor,ec20_lab,F,Fe,Pb,Mg,q_mean_sensor,Hg,Ni,NO3_N,O2C_sensor,O2S_sensor,pH_lab,pH_sensor,K,H4SiO4,Na,Sr,SO4,tfp,th,tn,toc,tp,tss,temp_sensor,Zn
2008-12-22 12:00:00,2009-01-06 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.393,
2009-01-06 09:10:00,2009-01-19 10:10:00,4.978,,,,,89.3984,12.578,,,3.5445,0.0043,,471.5,,,,9.4817,0.044,,,2.074,,,8.095,,3.385,6.815,11.83,,14.3005,,2.6205,2.0865,4.7635,0.0198,14.5,0.3273,
2009-01-19 10:00:00,2009-02-03 09:00:00,3.7839,,,,,72.9959,24.5991,,,3.7552,0.1166,,415.9179,,,,5.5836,0.2592,,,2.1106,,,7.753,,3.6288,6.4782,14.4836,,8.1851,,2.0509,2.4959,7.2221,0.2146,38.1102,2.5503,
2009-02-03 08:30:00,2009-02-17 08:30:00,4.8325,,,,,93.0658,16.1672,,,3.8942,0.0293,,461.5,,,,6.6858,0.1404,,,2.3215,,,8.02,,3.225,7.76,11.7525,,10.1475,,2.597,2.4478,4.6448,0.0718,17.375,2.2379,
2009-02-17 08:50:00,2009-03-02 09:50:00,4.9995,,,,,96.4347,16.1041,,,3.235,0.018,,481.4728,,,,7.0881,0.2202,,,2.4265,,,8.13,,3.2692,6.7978,10.5542,,10.484,,2.6976,2.4265,4.3275,0.0456,6.8452,2.9633,
2009-03-02 09:40:00,2009-03-17 08:40:00,4.6029,,,,,89.6088,9.3122,,,4.1207,0.0405,,430.0732,,,,6.078,0.3681,,,2.6577,,,8.0418,,3.4062,6.3357,6.5733,,8.9797,,2.4857,2.7746,5.5474,0.0896,14.3986,4.3519,
2009-03-17 08:20:00,2009-03-31 08:20:00,4.454,,,,,86.594,9.0922,,,5.2094,0.0652,,417.3588,,,,5.9358,0.2579,,,2.4779,,,8.0506,,2.9825,5.5957,5.756,,8.8812,,2.4047,2.7395,7.4132,0.1645,28.5581,5.021,
2009-03-31 07:50:00,2009-04-14 10:50:00,4.5521,,,,,85.4515,8.9879,,,3.2369,0.0062,,428.1348,,,,8.0913,0.0739,,,1.891,,,8.0327,,3.0896,,6.846,,12.7574,,2.4648,1.9042,3.9523,0.0215,6.8258,9.646,
2009-04-14 10:50:00,2009-04-27 10:50:00,4.3903,,,,,79.8966,10.3337,,,3.591,<0.003,,402.2857,,,,8.3703,0.0355,,,1.4046,,,8.0486,,3.6386,3.9586,8.0814,,12.1061,,2.3377,1.5294,3.6366,0.015,4.3571,11.6187,
2009-04-27 10:25:00,2009-05-11 08:25:00,4.2084,,,,,74.0305,10.0298,,,3.8304,<0.003,,395.2414,,,,8.9284,0.029,,,1.1384,,,8.14,,3.831,6.3172,8.1293,,10.9845,,2.2143,1.4,4.3777,0.0184,5.2759,12.1786,
2009-05-11 08:25:00,2009-05-26 08:25:00,4.6057,,,,,79.6676,10.8594,,,4.308,0.0309,,422.2857,,,,9.308,0.0218,,,1.0899,,,8.17,,5.3529,12.2314,9.5614,,12.39,,2.3706,1.3946,4.798,0.0647,7.7857,15.6612,
2009-05-26 08:00:00,2009-06-08 08:00:00,4.129,,,,,79.4386,9.0764,,,7.8423,0.1268,,397.5837,,,,5.9745,0.1896,,,3.3192,,,8.0875,,4.5409,9.8394,6.0759,,9.3494,,2.2277,3.934,10.4382,0.2806,68.1029,14.0671,
2009-06-08 07:55:00,2009-06-22 08:55:00,3.9162,,,,,73.8931,7.613,,,8.3719,0.0865,,375.9485,,,,5.489,0.1672,,,3.1689,,,8.0829,,4.8464,9.8284,5.9907,,8.2159,,2.0694,4.4647,11.6351,0.2714,51.5284,15.5718,
2009-06-22 09:10:00,2009-07-06 10:10:00,4.5297,,,,,82.6679,7.423,,,7.0246,0.0666,,418.0,,,,5.9738,0.2521,,,1.4671,,,8.1957,,5.1014,10.13,5.95,,9.2156,,2.3083,2.0287,9.4746,0.1849,49.3214,15.8191,
2009-07-06 10:35:00,2009-07-20 08:35:00,4.55,,,,,82.9071,6.0883,,,6.5992,0.1357,,403.0999,,,,5.9476,0.5778,,,1.558,,,7.8995,,4.2357,10.1271,5.2317,,8.5324,,2.3132,2.0227,7.7211,0.183,12.1937,15.9036,
2009-07-20 08:05:00,2009-08-04 10:05:00,4.6889,,,,,87.1204,7.6471,,,4.7608,0.093,,413.9718,,,,6.6807,0.166,,,0.8846,,,8.1466,,4.3358,10.5739,6.0251,,9.8169,,2.4485,1.3921,5.3532,0.1101,3.6866,16.5498,
2009-08-04 10:15:00,2009-08-18 07:15:00,5.535,,,,,102.7551,8.4736,,,3.4355,0.0628,,491.6,,,,7.7798,0.1691,,,1.1294,,,8.4258,,3.787,11.6343,6.9478,,10.7452,,2.8838,1.488,5.087,0.1132,9.0625,17.3534,
2009-08-18 07:05:00,2009-08-31 08:05:00,4.8842,,,,,88.2737,9.1487,,,4.1436,0.0367,,443.8125,,,,8.1217,0.0334,,,0.4592,,,8.3819,,4.0912,10.6469,7.7422,,12.9748,,2.5365,0.8476,4.8769,0.0896,11.3109,17.6684,
2009-08-31 08:05:00,2009-09-14 08:05:00,4.581,,,,,83.0558,9.513,,,3.8002,0.0282,,419.75,,,,7.5367,0.0286,,,0.5242,,,8.3275,,4.4025,9.08,7.865,,13.1075,,2.3822,0.8428,4.0152,0.0584,2.7475,14.8737,
2009-09-14 07:40:00,2009-09-28 08:40:00,4.6788,,,,,81.8702,11.0713,,,3.1259,0.0183,,426.9126,,,,8.7523,0.0122,,,0.5128,,,8.4625,,3.6376,6.3742,9.1372,,15.1196,,2.4027,0.7898,3.7996,0.0434,8.2718,14.7076,
2009-09-28 08:10:00,2009-10-12 10:10:00,4.1777,,,,,74.2661,10.2516,,,4.4349,0.015,,397.9474,,,,7.4088,0.0151,,,0.4136,,,8.2653,,4.7168,5.0121,8.0363,,13.0426,,2.1577,0.9298,5.6515,0.0641,10.9905,13.0319,
2009-10-12 10:20:00,2009-10-26 08:20:00,4.6158,,,,,82.9997,9.5533,,,3.76,0.0157,,424.2222,,,,7.7618,0.0279,,,0.764,,,8.2748,,4.5063,7.867,7.8059,,12.9373,,2.3901,0.9394,4.1345,0.0323,2.8333,7.9407,
2009-10-26 07:55:00,2009-11-09 12:55:00,4.5095,,,,,81.178,9.056,,,4.5064,0.0147,,416.1333,,,,7.6502,0.04,,,0.6202,,,8.2653,,5.0211,7.7118,7.6391,,11.9804,,2.3401,0.989,5.3787,0.0428,5.4278,7.9477,
