date_start,date_end,alk,As,Ba,Br,Cd,Ca,Cl,Cr,Cu,doc,drp,ec25_sensor,ec20_lab,F,Fe,Pb,Mg,q_mean_sensor,Hg,Ni,NO3_N,O2C_sensor,O2S_sensor,pH_lab,pH_sensor,K,H4SiO4,Na,Sr,SO4,tfp,th,tn,toc,tp,tss,temp_sensor,Zn
1980-12-29 08:05:00,1981-01-12 08:05:00,4.48,,,,0.19,83.6,50.0,,5.3,3.6,0.74,593.0689,580.0,,0.19,3.6,15.309,10.3563,,,5.0,10.9692,87.5071,8.2,,4.1,8.5,30.0,,26.0,,2.72,,5.3,0.85,23,4.1148,18.6
1981-01-12 08:15:00,1981-01-26 08:15:00,4.32,,,,0.29,78.0,60.0,,7.1,4.1,0.55,610.5392,600.0,,0.28,4.6,15.066,13.0623,,,4.8,11.0447,87.6544,8.2,,4.1,9.0,48.0,,27.0,,2.57,6.053,6.0,0.8,33,3.9176,23.7
1981-01-26 08:05:00,1981-02-09 08:05:00,4.5,,,,0.33,77.6,44.0,,4.2,3.3,0.72,585.8226,590.0,,0.22,2.5,15.795,9.6292,,,4.5,11.1244,88.7845,8.5,7.9897,4.2,9.0,28.0,,27.0,,2.59,6.555,5.4,1.0,46,4.1319,51.7
1981-02-09 08:15:00,1981-02-22 07:15:00,4.6,,,,0.13,80.8,34.0,,3.0,4.7,0.7,561.0745,570.0,,0.21,2.1,16.524,9.4064,,,4.6,11.1436,88.7535,8.6,7.9096,4.0,8.5,20.0,,31.0,,2.7,,4.8,0.88,17,4.0525,17.2
1981-02-22 07:04:00,1981-03-09 08:04:00,4.14,,,,0.3,79.2,36.0,,6.7,4.0,0.67,564.8869,530.0,,0.28,9.7,14.337,9.5238,,,4.6,10.9465,89.7882,8.5,8.008,4.0,7.5,22.0,,27.0,,2.57,6.26,6.2,0.96,51,5.1846,33.9
1981-03-09 08:15:00,1981-03-23 08:15:00,4.28,,,,0.15,76.4,31.0,,8.7,3.4,0.48,531.4664,510.0,,0.3,7.2,14.823,15.5353,,,4.1,10.7842,91.6059,8.6,8.0561,3.4,7.5,17.0,,25.0,,2.52,5.07,4.8,0.65,62,6.5541,24.5
1981-03-23 07:55:00,1981-04-06 07:55:00,4.34,,,,0.3,78.8,32.0,,5.0,2.9,0.77,575.264,530.0,,0.26,5.2,15.552,10.4282,,,4.4,10.5125,95.786,8.5,7.9939,4.0,7.0,19.0,,28.0,,2.61,5.127,5.1,0.86,49,9.3935,29.4
1981-04-06 08:10:00,1981-04-20 07:10:00,4.44,,,,0.16,82.0,35.0,,3.7,3.7,0.89,607.8219,540.0,,0.15,2.6,16.038,6.1893,,,5.2,9.9837,97.9169,8.5,8.0168,4.7,6.0,25.0,,31.0,,2.71,5.862,5.6,1.3,26,12.5333,29.6
1981-04-20 07:05:00,1981-05-04 08:05:00,4.3,,,,0.43,82.8,31.0,,3.6,4.0,1.4,588.6018,540.0,,0.22,2.1,15.309,5.061,,,5.5,10.1617,96.5566,8.3,7.9927,5.1,5.5,25.0,,31.0,,2.7,6.314,6.0,1.5,42,11.1605,23.2
1981-05-04 08:15:00,1981-05-18 08:15:00,4.22,,,,0.17,77.2,34.0,,4.4,3.7,1.0,572.6654,520.0,,0.24,2.9,15.552,5.5849,,,5.7,9.206,92.2288,8.6,7.9189,4.7,8.0,23.0,,26.0,,2.57,6.625,4.6,1.5,27,13.475,34.7
1981-05-18 08:00:00,1981-06-01 08:00:00,3.98,,,,0.33,72.0,33.0,,6.6,3.8,1.0,580.7981,480.0,,0.28,10.5,14.337,7.8701,,,5.2,9.2954,97.4038,8.1,7.9298,4.2,8.0,20.0,,22.0,,2.39,5.979,4.4,1.2,70,15.5265,25.2
1981-06-01 08:15:00,1981-06-15 08:15:00,3.94,,,,0.2,73.6,35.0,,7.3,4.6,1.0,562.2271,500.0,,0.21,5,14.58,6.2714,,,5.0,8.9208,99.8257,8.2,7.9646,4.3,7.0,27.0,,30.0,,2.44,5.982,8.0,1.2,33,18.6886,18.3
1981-06-15 08:00:00,1981-06-29 08:00:00,3.86,,,,0.18,70.8,39.0,,6.1,3.7,1.4,580.4212,530.0,,0.12,3.6,15.309,4.8144,,,5.9,9.1477,98.5913,8.3,7.8894,5.0,8.0,28.0,,30.0,,2.4,6.75,5.2,1.6,23,16.8555,16.8
1981-06-29 07:40:00,1981-07-13 07:40:00,3.4,,,,0.14,59.2,37.0,,7.0,3.0,1.4,530.1678,460.0,,0.26,3.8,14.58,5.162,,,4.9,8.8338,99.6114,8.2,7.9064,4.7,7.5,27.0,,26.0,,2.08,5.6,6.1,1.6,29,19.0708,24.4
1981-07-13 08:00:00,1981-07-27 08:00:00,3.0,,,,0.57,52.0,27.0,,11.2,3.3,0.48,424.4684,400.0,,0.44,8.3,13.365,11.9547,,,3.5,8.8313,96.9559,8.2,7.7042,4.3,5.5,19.0,,22.0,,1.85,4.375,6.4,0.69,57,17.7488,58.3
1981-07-27 08:10:00,1981-08-10 08:10:00,3.14,,,,0.35,53.6,27.0,,7.0,3.6,0.5,450.2832,410.0,,0.22,4.7,14.094,10.4464,,,3.5,8.7259,100.3558,8.2,7.8985,4.1,6.0,18.0,,23.0,,1.92,4.269,7.5,0.75,57,20.0699,39.1
1981-08-10 08:32:00,1981-08-24 07:32:00,3.8,,,,0.92,64.8,35.0,,16.0,4.6,0.74,562.2833,490.0,,0.11,1.53,17.496,5.8068,,,4.7,8.6127,96.0648,8.3,7.9859,5.1,8.0,23.0,,30.0,,2.34,5.68,5.2,0.89,14,18.527,23.6
1981-08-24 07:10:00,1981-09-07 08:10:00,3.52,,,,0.14,59.6,33.0,,4.3,3.2,0.69,526.9985,470.0,,0.08,3.1,16.767,6.9303,,,4.6,8.7976,96.1721,8.3,8.0025,5.1,6.5,22.0,,27.0,,2.18,5.63,5.9,0.83,9.5,17.5394,13.7
1981-09-07 08:00:00,1981-09-21 08:00:00,3.28,,,,0.24,55.6,28.0,,,3.4,0.58,497.8766,460.0,,0.16,7.9,15.552,8.8272,,,4.5,8.8365,96.0248,8.6,7.8892,4.5,7.0,18.1,,26.0,,2.03,5.445,5.8,0.74,41,17.2517,25.0
1981-09-21 08:00:00,1981-10-05 08:00:00,3.64,,,,0.19,61.6,25.0,,,4.8,0.38,512.279,450.0,,0.11,3.4,15.795,13.6478,,,4.5,9.0303,94.0453,8.3,7.8859,4.0,7.5,14.0,,24.0,,2.19,5.274,9.2,0.55,53,15.2401,21.7
1981-10-05 08:00:00,1981-10-19 08:00:00,3.8,,,,0.18,66.0,20.0,,18.0,4.9,,508.2665,460.0,,0.17,6.1,15.552,16.6582,,,4.3,9.4451,95.1488,8.4,7.9895,3.9,8.0,14.6,,22.0,,2.29,4.823,6.7,0.44,30,13.723,18.0
1981-10-19 08:15:00,1981-11-02 08:15:00,4.08,,,,0.08,71.2,20.0,,18.0,4.0,0.29,513.7236,480.0,,0.23,3.3,15.309,20.3448,,,4.3,10.0669,95.971,8.6,7.9533,3.5,7.5,13.2,,24.0,,2.41,4.823,6.0,0.4,34,11.3014,16.0
1981-11-02 08:02:00,1981-11-16 08:02:00,4.34,,,,2.9,76.8,26.0,,3.6,4.4,0.49,558.5761,530.0,,0.07,0.45,16.038,12.7238,,,4.4,10.6623,97.004,8.6,8.0279,4.1,7.5,18.0,,25.0,,2.58,5.051,5.3,0.57,8,9.3307,39.0
1981-11-16 07:45:00,1981-11-30 07:45:00,4.52,,,,6,83.2,33.0,,5.5,3.3,0.81,612.6079,580.0,,0.11,2.9,15.552,6.9465,,,5.1,10.7274,95.5082,8.3,8.0004,4.9,9.0,21.0,,28.0,,2.72,6.097,5.2,1.1,8.4,8.442,26.0
1981-11-30 07:30:00,1981-12-14 07:30:00,4.14,,,,0.35,73.6,31.0,,8.4,3.3,0.39,532.912,500.0,,0.09,0.72,14.094,19.8083,,,4.9,11.3077,96.0412,8.4,7.9534,3.6,8.0,18.0,,22.0,,2.42,5.696,7.7,0.63,42,6.5493,28.0
1981-12-14 07:20:00,1981-12-28 08:20:00,4.16,,,,0.3,74.0,33.0,,8.7,3.8,0.29,522.8611,500.0,,0.29,1.2,13.851,26.4324,,,4.4,11.5683,95.2519,8.4,7.9711,3.5,7.2,18.0,,22.0,,2.42,5.098,7.7,0.6,,5.3328,25.0
1981-12-28 08:00:00,1982-01-11 08:00:00,4.2,,,,0.09,76.152,33.0,,23.0,3.3,0.4,552.0226,513.0,,0.13,4,14.823,19.2166,,,4.25,11.8201,97.5363,8.13,7.9891,3.11,7.5,18.5,,23.6,,2.51,4.911,5.2,0.625,34.5,5.4169,21.0
1982-01-11 08:10:00,1982-01-26 08:10:00,4.4,,,,0.11,79.7592,37.5,,11.3,2.6,0.48,556.8587,545.0,,0.07,1.6,15.795,17.5506,,,4.0,12.0606,96.6755,8.0,7.9979,3.6,6.3,20.8,,23.2,,2.64,4.7999,5.2,0.825,8.9,4.298,14.0
1982-01-26 08:00:00,1982-02-08 08:00:00,4.16,,,,0.17,75.7512,30.5,,6.1,2.4,0.455,489.3427,492.0,,0.15,3.5,14.337,20.0541,,,4.48,11.8475,96.4438,8.51,7.9558,2.93,7.1,18.0,,24.0,,2.48,5.9158,4.9,0.68,40.5,4.8908,22.0
1982-02-08 08:10:00,1982-02-22 08:10:00,4.67,,,,0.36,85.3704,28.5,,5.1,3.1,0.63,559.4741,530.0,,0.08,1,16.038,11.6776,,,4.87,11.7601,97.2021,8.34,8.025,2.97,8.0,18.2,,24.0,,2.79,5.4955,3.9,0.91,11,5.4813,12.0
1982-02-22 08:05:00,1982-03-08 08:05:00,4.63,,,,0.32,83.7672,38.0,,7.2,4.4,0.76,627.0641,560.0,,0.03,1.2,15.795,9.2794,,,4.68,11.738,96.6259,8.22,8.0399,4.21,7.0,26.0,,25.5,,2.74,6.1529,6.7,1.055,22,5.3233,27.0
1982-03-08 08:15:00,1982-03-22 08:15:00,4.54,,,,0.28,82.164,33.0,,6.5,3.6,0.65,581.3114,531.0,,0.09,1.2,15.066,9.9919,,,4.38,11.5385,97.4204,8.35,7.9616,4.03,6.1,20.3,,23.6,,2.67,5.6494,5.2,0.845,22.5,6.3146,21.0
1982-03-22 08:00:00,1982-04-05 08:00:00,4.69,,,,,86.9736,34.0,,,2.3,0.7,617.248,556.0,,,,15.066,8.5479,,,4.89,11.0967,97.7493,8.27,7.9443,4.22,5.1,21.6,,27.3,,2.79,5.3671,2.6,0.805,6,8.0088,
1982-04-05 08:20:00,1982-04-19 08:20:00,,,,,0.11,,,,4.5,,,,,,,1.4,,6.0805,,,,10.5462,96.5483,,7.9754,,,,,,,,,,,,9.5896,5.9
