date_start,date_end,alk,As,Ba,Br,Cd,Ca,Cl,Cr,Cu,doc,drp,ec25_sensor,ec20_lab,F,Fe,Pb,Mg,q_mean_sensor,Hg,Ni,NO3_N,O2C_sensor,O2S_sensor,pH_lab,pH_sensor,K,H4SiO4,Na,Sr,SO4,tfp,th,tn,toc,tp,tss,temp_sensor,Zn
1980-12-29 11:00:00,1981-01-12 11:00:00,2.7,,,,,53.6,14.5,,,1.3,0.16,313.7552,320.0,,,,6.318,69.3719,,,1.45,9.7452,78.117,8.1,7.7393,1.6,4.5,10.0,,17.0,,1.6,,2.8,0.205,3.4,4.3177,
1981-01-12 11:05:00,1981-01-26 10:05:00,2.68,,,,,51.2,18.0,,,1.8,0.155,325.1489,330.0,,,,6.804,77.0028,,,1.45,9.5115,75.7615,8.2,7.6984,1.6,5.0,12.0,,18.0,,1.56,1.812,2.1,0.195,3.8,4.0752,
1981-01-26 10:00:00,1981-02-09 10:00:00,2.7,,,,,50.8,12.0,,,1.4,0.21,313.6229,320.0,,,,7.047,62.0991,,,1.55,9.2612,73.2068,8.3,7.6237,1.6,4.5,8.4,,17.0,,1.56,1.925,2.1,0.265,2.5,3.7843,
1981-02-09 09:30:00,1981-02-23 09:30:00,2.7,,,,,51.2,10.0,,,,0.155,308.8432,320.0,,,,6.804,65.4809,,,1.6,9.4794,74.6858,8.4,7.6584,1.5,4.5,7.1,,21.0,,1.56,2.155,,0.19,1.8,3.6596,
1981-02-23 09:40:00,1981-03-09 10:40:00,2.62,,,,,54.4,11.0,,,2.2,0.155,308.171,310.0,,,,6.804,67.2395,,,1.5,9.5205,75.9844,8.4,7.6598,1.6,3.5,7.7,,22.0,,1.64,2.12,2.3,0.235,5.9,4.1513,
1981-03-09 11:00:00,1981-03-23 10:00:00,2.64,,,,,48.4,7.0,,,1.9,0.115,279.2841,280.0,,,,6.075,159.7586,,,1.15,10.4124,84.718,8.4,7.7952,1.3,4.5,5.1,,16.0,,1.46,1.685,2.1,0.17,22,4.8904,
1981-03-23 09:45:00,1981-04-06 09:45:00,2.48,,,,,47.6,6.0,,,1.5,0.075,270.7937,270.0,,,,5.832,168.9355,,,0.75,10.4986,88.2513,8.2,7.9495,1.1,4.0,4.6,,16.0,,1.43,1.167,1.9,0.115,11,6.1612,
1981-04-06 10:00:00,1981-04-20 11:00:00,2.68,,,,,48.4,5.6,,,1.4,0.06,272.4841,270.0,,,,5.589,164.9343,,,0.65,10.7613,94.3208,8.0,8.2105,1.1,3.0,4.6,,16.0,,1.44,0.985,2.1,0.105,5.3,7.8265,
1981-04-20 11:15:00,1981-05-04 09:15:00,2.74,,,,,48.0,6.0,,,1.9,0.065,278.6639,260.0,,,,5.832,120.4967,,,0.7,10.6619,93.7046,8.3,8.0877,1.2,2.5,4.9,,17.0,,1.44,1.15,2.7,0.11,6,7.9365,
1981-05-04 09:15:00,1981-05-18 10:15:00,2.56,,,,,49.6,6.8,,,1.7,0.095,291.4244,270.0,,,,5.832,84.5735,,,0.75,9.364,89.1503,8.5,8.0443,1.2,2.0,5.6,,16.0,,1.48,1.3,1.9,0.16,3.9,11.2654,
1981-05-18 10:00:00,1981-06-01 10:00:00,2.54,,,,,46.8,6.2,,,1.7,0.07,279.2904,250.0,,,,5.832,119.0296,,,0.75,8.6545,88.1221,8.2,7.9548,1.2,2.5,4.8,,16.0,,1.41,0.985,2.8,0.135,6.5,14.2291,
1981-06-01 10:00:00,1981-06-15 10:00:00,2.48,,,,,49.6,6.4,,,2.0,0.065,277.9176,260.0,,,,5.103,117.5986,,,0.7,8.2716,89.1725,8.0,7.9172,1.2,2.0,5.2,,12.0,,1.45,1.286,3.4,0.12,4.8,16.8926,
