date_start,date_end,alk,As,Ba,Br,Cd,Ca,Cl,Cr,Cu,doc,drp,ec25_sensor,ec20_lab,F,Fe,Pb,Mg,q_mean_sensor,Hg,Ni,NO3_N,O2C_sensor,O2S_sensor,pH_lab,pH_sensor,K,H4SiO4,Na,Sr,SO4,tfp,th,tn,toc,tp,tss,temp_sensor,Zn
1980-12-29 17:10:00,1981-01-12 07:10:00,1.26,,,,,54.4,2.0,,,1.2,0.02,307.9642,310.0,,,,7.047,23.7874,,,0.5,11.5545,88.2589,7.9,7.7331,2.0,9.0,2.8,,92.0,,1.65,0.626,2.1,0.045,3.1,3.1134,
1981-01-12 07:10:00,1981-01-26 16:10:00,1.16,,,,,45.2,2.0,,,0.9,0.015,278.6367,290.0,,,,6.804,24.1787,,,0.49,11.3731,86.7036,8.0,7.6904,1.9,8.5,2.2,,84.0,,1.41,0.603,1.3,0.035,1.9,3.0397,
1981-01-26 16:10:00,1981-02-09 13:10:00,1.08,,,,,47.6,1.4,,,0.4,0.02,291.8112,310.0,,,,7.776,26.0046,,,0.5,11.6414,90.1927,7.9,7.7861,1.7,7.5,2.0,,95.0,,1.51,0.757,1.7,0.055,7.8,3.6494,
1981-02-09 12:50:00,1981-02-23 14:50:00,1.12,,,,,47.2,1.8,,,,0.015,285.4417,310.0,,,,7.533,27.7538,,,0.4,11.4805,90.0822,8.0,7.8905,1.5,6.5,1.8,,85.0,,1.49,0.588,0.9,0.035,3,4.1326,
1981-02-23 15:00:00,1981-03-09 17:00:00,1.14,,,,,52.4,1.8,,,0.8,0.02,291.8399,310.0,,,,7.533,19.2672,,,0.45,11.1141,90.4878,7.9,7.8708,1.9,7.5,2.3,,94.0,,1.62,0.698,1.6,0.055,7.4,5.5572,
1981-03-09 17:15:00,1981-03-23 16:15:00,1.1,,,,,47.6,2.2,,,1.3,0.01,289.5896,300.0,,,,7.29,27.1382,,,0.35,10.9366,91.4241,8.1,7.994,1.7,7.0,2.0,,91.0,,1.49,0.827,1.5,0.05,13,6.5938,
1981-03-23 16:30:00,1981-04-06 15:30:00,0.8,,,,,33.2,1.6,,,1,0.015,201.6755,210.0,,,,4.86,103.6605,,,0.75,11.3668,97.0691,7.5,7.6843,1.5,7.5,1.6,,58.0,,1.03,1.177,2.9,0.05,30,7.4441,
1981-04-06 15:25:00,1981-04-20 14:25:00,0.84,,,,,32.8,1.4,,,0.6,0.005,204.0319,210.0,,,,4.131,67.8397,,,0.6,11.3571,99.7578,7.7,7.7744,1.4,8.0,1.6,,56.0,,0.99,0.892,1.0,0.04,2.9,8.5853,
1981-04-20 14:10:00,1981-05-04 16:10:00,0.9,,,,,35.6,1.6,,,1,0.015,221.7902,210.0,,,,4.86,52.4398,,,0.5,11.4001,99.8207,7.7,7.9627,1.6,7.5,1.8,,60.0,,1.09,0.693,1.3,0.04,5.5,8.4566,
1981-05-04 15:50:00,1981-05-18 15:50:00,0.86,,,,,33.6,1.0,,,0.5,0.01,211.1972,200.0,,,,4.374,55.9731,,,0.45,10.8889,97.8812,7.8,8.0379,1.3,7.0,1.6,,51.0,,1.02,0.622,1.1,0.03,3,9.5379,
1981-05-18 15:45:00,1981-06-01 17:45:00,0.56,,,,,18.4,1.0,,,1.5,0.01,152.8609,120.0,,,,2.187,167.315,,,0.5,10.9263,98.9857,7.5,7.7862,1.0,6.5,1.2,,28.0,,0.55,0.792,1.7,0.075,61,9.8628,
1981-06-01 17:15:00,1981-06-16 13:15:00,,,,,,,,,,,,148.6502,,,,,,123.1722,,,,10.5783,101.2503,,7.7363,,,,,,,,,,,,12.2109,
