date_start,date_end,alk,As,Ba,Br,Cd,Ca,Cl,Cr,Cu,doc,drp,ec25_sensor,ec20_lab,F,Fe,Pb,Mg,q_mean_sensor,Hg,Ni,NO3_N,O2C_sensor,O2S_sensor,pH_lab,pH_sensor,K,H4SiO4,Na,Sr,SO4,tfp,th,tn,toc,tp,tss,temp_sensor,Zn
1983-12-27 09:50:00,1984-01-09 09:50:00,2.32,,,,,56.112,3.1,,,1,0.028,347.5005,330.0,,,,10.692,110.1867,,,0.76,11.4009,91.5036,8.18,8.0858,1,8.2,3.3,,83.0,,1.84,0.887,1.7,0.046,13.8,3.7518,
1984-01-09 09:35:00,1984-01-23 09:35:00,2.09,,,,,50.1,3.5,,,0.6,0.016,327.8763,304.0,,,,9.72,111.3446,,,0.89,11.6515,91.6817,8.17,8.0412,1,5.9,3.7,,64.0,,1.65,,1.6,0.039,12.5,3.2419,
1984-01-23 09:45:00,1984-02-06 09:45:00,1.97,,,,,53.3064,3.5,,,0.6,0.022,322.7439,348.0,,,,9.234,104.0945,,,0.71,11.8195,94.2693,8.11,8.0539,0.95,5.1,3.8,,58.0,,1.71,,1.6,0.042,10.3,3.7536,
1984-02-06 10:00:00,1984-02-20 10:00:00,1.94,,,,,46.4928,3.7,,,0.7,0.024,302.6696,294.0,,,,8.748,124.298,,,0.91,12.8749,99.6357,8.12,8.031,0.98,5.1,3.4,,55.0,,1.52,1.3745,1.8,0.053,16.8,2.6161,
1984-02-20 09:40:00,1984-03-05 09:40:00,,,,,,41.6832,1.9,,,0.7,0.028,280.3207,246.0,,,,7.776,119.9727,,,0.68,12.3954,98.6365,8.37,8.0594,0.95,5.2,3.0,,51.0,,1.36,1.0175,1.5,0.032,8.8,3.6666,
1984-03-05 09:55:00,1984-03-19 09:55:00,1.78,,,,,41.6832,3.1,,,1.9,0.021,285.811,274.0,,,,9.234,119.0454,,,0.7,12.2657,98.7842,8.01,8.172,0.89,4.9,3.4,,52.0,,1.42,0.887,2.7,0.033,7.3,4.124,
1984-03-19 10:05:00,1984-04-02 10:05:00,2.16,,,,,53.3064,3.6,,,1.1,0.013,323.8029,305.0,,,,9.234,119.0692,,,0.82,11.6715,98.3388,8.07,8.2165,1.05,5.5,3.7,,58.0,,1.71,1.1715,2.4,0.036,25.5,5.8692,
1984-04-02 10:35:00,1984-04-16 09:35:00,2.3,,,,,52.104,3.8,,,1.1,0.009,332.4536,310.0,,,,9.234,124.1272,,,1.03,11.6158,99.1524,8.16,8.1872,1.01,4.6,3.5,,60.0,,1.68,1.3585,2.8,0.047,22.5,6.3809,
1984-04-16 09:30:00,1984-04-30 09:30:00,2.26,,,,,51.3024,2.5,,,1.2,0.006,307.4124,268.0,,,,8.505,214.5604,,,0.76,11.2571,98.9978,8.18,8.2603,0.68,5.4,2.4,,47.0,,1.63,1.0994,4.5,0.098,63,7.5681,
1984-04-30 09:45:00,1984-05-14 09:45:00,1.96,,,,,40.8816,1.9,,,1.1,0.006,273.7055,250.0,,,,8.991,295.6278,,,0.59,11.2184,98.5334,8.25,8.2525,0.99,5.5,2.1,,39.0,,1.39,0.908,3.3,0.074,12.2,7.5175,
1984-05-14 10:15:00,1984-05-28 09:15:00,2.05,,,,,42.8856,0.94,,,1,0.006,267.5757,247.0,,,,8.019,290.9381,,,0.53,10.8966,97.4186,8.13,8.2055,0.69,5.3,1.7,,40.0,,1.4,0.8285,2.6,0.037,61,8.234,
1984-05-28 08:45:00,1984-06-12 08:45:00,1.81,,,,,40.08,1.3,,,0.8,0.003,260.9825,240.0,,,,6.561,328.7309,,,0.49,10.8053,98.4083,8.23,8.1404,0.5,5.3,1.6,,36.0,,1.27,1.0024,2.8,0.07,13.7,8.9919,
1984-06-12 08:50:00,1984-06-25 08:50:00,1.59,,,,,33.2664,1.2,,,1.9,0.002,196.2853,188.0,,,,4.86,542.8313,,,0.35,10.7406,99.1971,8.28,8.1209,0.48,4.6,1.1,,23.0,,1.03,1.474,5.7,0.136,30.7,9.5707,
1984-06-25 08:40:00,1984-07-09 08:40:00,1.59,,,,,32.8656,2.0,,,1,0.004,215.693,200.0,,,,5.346,465.2134,,,0.37,10.7567,99.9139,8.36,8.0536,0.47,4.7,1.2,,28.0,,1.04,0.6511,2.9,0.04,82.5,9.8082,
1984-07-09 08:15:00,1984-07-23 09:15:00,1.51,,,,,32.4648,0.67,,,0.8,0.005,198.7921,204.0,,,,5.589,378.0766,,,0.33,10.2415,99.053,8.54,8.0365,0.51,4.5,1.3,,28.0,,1.04,0.5979,2.6,0.045,74,11.523,
1984-07-23 09:30:00,1984-08-06 09:30:00,1.55,,,,,35.6712,0.6,,,0.9,0.007,217.3528,206.0,,,,5.832,287.1902,,,0.44,10.2549,100.5315,8.09,7.9877,0.55,4.6,1.5,,37.0,,1.13,0.7955,2.9,0.036,18.8,12.1083,
1984-08-06 09:10:00,1984-08-20 09:10:00,1.74,,,,,40.8816,1.33,,,1.1,0.009,246.4791,225.0,,,,6.561,270.312,,,0.45,10.2156,98.9586,8.24,8.0096,,5.8,,,41.0,,1.29,1.099,5.6,0.125,292.3,11.591,
1984-08-20 09:35:00,1984-09-03 09:35:00,1.76,,,,,39.2784,0.81,,,1.1,0.01,256.8505,241.0,,,,8.019,189.2062,,,0.46,9.665,95.7156,8.21,8.1099,0.8,5.3,2.0,,44.0,,1.31,0.7574,2.1,0.041,28.8,12.5528,
1984-09-03 09:20:00,1984-09-17 09:20:00,1.91,,,,,43.6872,0.79,,,1.4,0.014,273.1579,248.0,,,,6.075,339.4722,,,0.33,10.1969,95.5421,8.38,8.0949,0.91,5.4,1.8,,32.0,,1.34,0.9944,8.2,0.296,46.7,10.1729,
1984-09-17 08:50:00,1984-10-01 08:50:00,1.91,,,,,44.8896,0.6,,,2.8,0.001,279.8308,237.0,,,,6.561,416.6094,,,0.44,10.5829,96.4424,8.2,8.0979,1.87,5.7,2.4,,32.0,,1.39,0.9442,5.2,0.084,178,9.0172,
1984-10-01 09:10:00,1984-10-15 09:10:00,1.99,,,,,44.088,1.3,,,0.8,0.001,277.1575,225.0,,,,7.776,323.38,,,0.45,10.8348,97.2653,8.2,8.1068,0.73,6.0,1.8,,40.0,,1.42,0.663,3.1,0.046,88,8.4014,
1984-10-15 09:30:00,1984-10-29 09:30:00,1.91,,,,,44.8896,1.3,,,1,0.009,289.8005,250.0,,,,8.262,209.4028,,,0.68,10.9674,97.9315,8.08,8.0578,0.82,6.1,2.2,,38.0,,1.46,0.8645,1.7,0.02,17.8,8.1842,
1984-10-29 09:55:00,1984-11-12 09:55:00,2.05,,,,,47.2944,2.2,,,0.7,0.012,320.1867,281.0,,,,10.935,141.3522,,,0.56,11.3026,97.7662,8.16,8.0482,,5.8,,,55.0,,1.63,0.75,1.2,0.012,12,6.9062,
1984-11-12 09:30:00,1984-11-26 09:30:00,1.94,,,,,44.088,1.5,,,0.4,0.013,304.9964,266.0,,,,10.206,142.3958,,,0.56,11.1805,94.9428,8.26,8.0046,0.87,5.0,2.7,,53.0,,1.52,0.7545,1.7,0.026,19,6.1766,
1984-11-26 09:20:00,1984-12-10 09:20:00,2.07,,,,,47.2944,2.6,,,0.9,0.025,312.5607,276.0,,,,10.206,126.1421,,,0.6,12.0015,98.6541,8.07,7.9979,0.95,5.5,2.9,,57.0,,1.6,0.8705,2.0,0.157,4.5,4.9095,
1984-12-10 09:00:00,1984-12-24 09:00:00,1.92,,,,,45.6912,1.31,,,1.6,0.01,303.9638,275.0,,,,9.477,129.0016,,,0.72,12.0694,98.2098,8.04,7.9896,0.88,5.5,2.8,,57.0,,1.52,,2.8,0.034,14.3,4.5186,
1984-12-24 09:00:00,1985-01-07 10:00:00,2.03,,,,,51.3024,2.5,,,0.7,0.005,326.8339,298.0,,,,10.692,105.7766,,,0.78,12.6309,96.7184,8.09,7.9359,0.93,7.5,2.8,,61.0,,1.72,1.0876,1.7,0.036,8.3,2.2209,
1985-01-07 09:45:00,1985-01-21 09:45:00,1.52,,,,,35.6712,2.9,,,0.4,0.013,242.8939,230.0,,,,7.533,151.9774,,,0.49,12.8553,96.3959,8.03,7.793,0.79,5.2,2.4,,45.0,,1.2,0.891,1.5,0.03,25,1.444,
1985-01-21 09:50:00,1985-02-04 08:50:00,2.34,,,,,53.7072,5.5,,,1.3,0.025,343.8227,310.0,,,,10.206,105.5156,,,0.79,11.8624,95.2023,8.21,7.8402,0.98,6.1,4.3,,60.0,,1.76,1.295,2.7,0.072,51,3.9904,
1985-02-04 08:45:00,1985-02-18 09:45:00,2.08,,,,,52.9056,2.7,,,1.1,0.018,324.5756,295.0,,,,9.477,135.0789,,,0.67,11.8947,94.2738,8.12,7.9073,0.99,7.7,3.4,,58.0,,1.71,1.258,1.6,0.053,16,3.5147,
1985-02-18 09:55:00,1985-03-04 08:55:00,1.93,,,,,45.2904,2.8,,,1.1,0.019,307.3464,276.0,,,,9.234,120.1777,,,0.66,12.4013,98.7292,8.05,7.8975,0.83,5.1,3.3,,58.0,,1.51,1.207,1.6,0.038,11.5,3.6844,
1985-03-04 09:20:00,1985-03-18 09:20:00,1.98,,,,,45.2904,3.8,,,0.8,0.018,331.2575,292.0,,,,9.963,113.1722,,,0.69,12.1472,99.9491,8.13,7.9835,0.92,6.0,3.4,,60.0,,1.54,1.135,1.6,0.044,18.3,4.9473,
1985-03-18 09:45:00,1985-04-01 08:45:00,2.2,,,,,50.9016,3.1,,,1.3,0.018,358.9651,321.0,,,,10.692,95.0755,,,0.74,11.8555,99.5553,8.16,8.1079,1.08,7.3,3.8,,66.0,,1.71,1.232,1.9,0.037,16.3,5.7383,
1985-04-01 08:45:00,1985-04-15 08:45:00,2.22,,,,,51.3024,2.9,,,1,0.01,338.0717,300.0,,,,9.234,142.1958,,,0.64,10.9914,95.8646,8.17,8.123,0.98,6.5,3.0,,58.0,,1.66,1.574,6.9,0.145,270,7.2362,
1985-04-15 08:30:00,1985-04-29 09:30:00,2.12,,,,,49.2984,2.0,,,1.2,0.011,330.4624,290.0,,,,8.991,155.3581,,,1.36,11.1084,97.7889,8.08,8.1821,0.94,5.1,3.1,,53.0,,1.6,1.9,2.8,0.062,90.3,7.6089,
1985-04-29 09:45:00,1985-05-13 08:45:00,2.17,,,,,49.6992,2.6,,,1.2,0.01,319.8832,279.0,,,,8.505,207.3072,,,0.64,11.0503,97.731,8.24,8.1491,1.2,5.6,2.4,,47.0,,1.59,1.233,5.2,0.062,103.6,7.7962,
1985-05-13 08:25:00,1985-05-28 08:25:00,1.77,,,,,36.4728,1.4,,,0.9,0.006,237.1063,220.0,,,,6.561,342.1628,,,0.61,10.9274,100.3256,8.18,8.1576,0.67,5.3,1.5,,33.0,,1.18,1.276,3.9,0.12,256.4,9.3247,
1985-05-28 08:20:00,1985-06-10 09:20:00,1.51,,,,,34.068,0.88,,,0.7,0.004,191.1303,171.0,,,,4.86,508.0066,,,0.52,10.8793,100.6964,8.0,8.2184,0.5,5.0,1.2,,23.0,,1.05,1.144,4.1,0.098,246,9.6608,
1985-06-10 09:25:00,1985-06-24 09:25:00,1.73,,,,,34.4688,1.7,,,1.3,0.007,232.1452,207.0,,,,6.318,393.3299,,,0.52,10.7639,98.2191,8.08,8.1139,0.54,5.6,1.5,,32.0,,1.12,0.896,3.0,0.037,70.5,9.0707,
1985-06-24 09:25:00,1985-07-08 09:25:00,1.59,,,,,35.2704,1.5,,,0.7,0.009,215.0418,197.0,,,,5.589,430.9808,,,0.36,10.5321,99.9387,8.12,8.1472,0.6,4.3,1.2,,30.0,,1.06,0.651,4.4,0.053,40.3,10.7072,
1985-07-08 09:20:00,1985-07-22 09:20:00,1.44,,,,,32.064,2.6,,,0.6,0.015,199.3636,186.0,,,,5.103,399.258,,,0.38,10.1898,100.1853,8.19,8.1283,0.44,5.1,1.3,,28.0,,1.01,0.728,2.1,0.032,52.3,12.2356,
1985-07-22 09:50:00,1985-08-05 08:50:00,1.54,,,,,34.8696,1.2,,,0.6,0.008,217.2831,184.0,,,,5.832,327.6442,,,0.38,10.0014,99.4029,8.13,8.1335,0.58,4.7,1.4,,35.0,,1.11,0.64,3.6,0.104,208,12.7103,
1985-08-05 09:15:00,1985-08-19 09:15:00,1.73,,,,,41.6832,0.6,,,0.9,0.009,238.5306,212.0,,,,5.832,478.1184,,,0.42,10.5502,102.0292,8.26,8.1617,0.66,6.0,1.3,,32.0,,1.28,0.58,7.4,0.222,301.5,11.5189,
1985-08-19 09:30:00,1985-09-02 09:30:00,1.89,,,,,42.4848,1.6,,,1.3,0.011,260.9473,229.0,,,,6.318,402.787,,,0.51,10.4788,101.4017,8.19,8.0977,0.8,5.8,1.6,,29.0,,1.32,0.62,10.2,0.222,682,11.5458,
1985-09-02 09:30:00,1985-09-16 09:30:00,1.85,,,,,41.6832,2.0,,,1.5,0.008,280.7689,226.0,,,,7.776,272.978,,,0.5,10.516,100.419,8.17,8.1004,0.73,6.8,2.8,,42.0,,1.36,0.58,2.2,0.036,52.5,10.9764,
1985-09-16 09:10:00,1985-09-30 09:10:00,2.14,,,,,43.6872,2.2,,,1.5,0.01,308.1973,277.0,,,,10.206,169.5563,,,0.51,10.3265,100.3233,8.39,8.139,1.63,6.2,2.7,,50.0,,1.51,0.64,2.6,0.024,26.5,11.7162,
1985-09-30 09:30:00,1985-10-14 09:30:00,2.1,,,,,46.8936,1.8,,,0.8,0.009,322.7724,289.0,,,,10.692,129.9603,,,0.46,10.8661,103.5537,8.23,8.2414,0.96,5.4,2.7,,55.0,,1.61,0.62,1.5,0.021,17.8,10.8906,
1985-10-14 09:35:00,1985-10-28 09:35:00,1.97,,,,,46.092,2.4,,,0.7,0.009,320.806,291.0,,,,10.692,122.9559,,,0.52,11.4772,102.5466,8.02,8.1918,0.85,5.0,2.9,,58.0,,1.59,0.8,3.8,0.031,25,8.2092,
1985-10-28 09:30:00,1985-11-11 09:30:00,2.0,,,,,52.104,2.8,,,0.9,0.007,342.8672,316.0,,,,12.15,102.3455,,,0.49,11.2797,97.7188,8.18,8.1239,0.9,4.9,3.3,,68.0,,1.8,0.617,2.2,0.025,20.7,6.9677,
1985-11-11 09:40:00,1985-11-25 09:40:00,1.81,,,,,49.2984,1.9,,,0.7,0.009,304.9834,279.0,,,,8.748,121.4187,,,0.48,11.9332,96.3244,8.06,8.0556,0.83,4.9,2.8,,56.0,,1.59,0.645,1.9,0.034,22.4,4.2108,
