date_start,date_end,alk,As,Ba,Br,Cd,Ca,Cl,Cr,Cu,doc,drp,ec25_sensor,ec20_lab,F,Fe,Pb,Mg,q_mean_sensor,Hg,Ni,NO3_N,O2C_sensor,O2S_sensor,pH_lab,pH_sensor,K,H4SiO4,Na,Sr,SO4,tfp,th,tn,toc,tp,tss,temp_sensor,Zn
1980-12-29 08:45:00,1981-01-12 09:45:00,3.04,,,,,64.0,8.2,,,2.2,,337.414,350.0,,,,7.29,804.771,,,1.69,11.3454,89.731,8.2,7.8317,1.9,5.5,8.1,,26,,1.9,2.029,2.6,,10.0,3.9624,
1981-01-12 09:40:00,1981-01-26 10:40:00,3.02,,,,,60.0,17.0,,,2.1,0.1,351.3217,370.0,,,,7.776,771.0069,,,1.66,11.2759,88.377,8.4,7.8405,1.8,6.0,9.4,,25,,1.82,1.959,2.7,0.14,7.3,3.6181,
1981-01-26 10:30:00,1981-02-09 08:30:00,2.98,,,,,59.2,14.0,,,1.9,0.115,346.0199,360.0,,,,8.019,654.1848,,,1.7,11.1089,86.6614,,7.8497,1.7,5.0,7.6,,24,,1.81,2.035,2.6,0.155,4.8,3.4406,
1981-02-09 08:30:00,1981-02-23 08:30:00,3.04,,,,,64.0,13.0,,,,0.115,346.037,370.0,,,,8.019,737.9851,,,1.9,11.0052,86.2858,8.4,7.8756,1.7,5.5,7.1,,28,,1.93,,,0.145,3.4,3.6315,
1981-02-23 08:40:00,1981-03-09 09:40:00,3.2,,,,,68.4,14.0,,,3.1,0.11,355.3846,380.0,,,,7.776,658.9586,,,1.95,10.9599,87.7408,8.3,7.8677,2.1,5.0,7.9,,33,,2.03,2.415,3.5,0.185,8.3,4.4264,
1981-03-09 10:00:00,1981-03-23 09:00:00,2.74,,,,,54.8,9.2,,,2.0,0.05,318.2406,320.0,,,,6.561,1598.5537,,,1.6,12.0173,98.9982,8.4,7.8969,1.5,5.5,5.0,,23,,1.64,2.44,4.4,0.17,83.0,5.5323,
1981-03-23 09:00:00,1981-04-06 10:00:00,2.68,,,,,56.4,8.0,,,1.5,0.035,314.3602,300.0,,,,6.318,1598.0532,,,1.05,11.7942,102.1778,8.2,7.942,1.3,4.0,4.6,,24,,1.67,1.505,3.2,0.09,15.0,7.5241,
1981-04-06 09:30:00,1981-04-21 10:30:00,2.62,,,,,54.8,8.2,,,2.1,0.03,309.6634,310.0,,,,6.318,1513.3344,,,0.85,11.5098,104.2227,8.2,8.0512,1.3,2.5,4.9,,25,,1.63,1.395,2.5,,14.0,9.3277,
1981-04-21 10:30:00,1981-05-04 10:30:00,2.66,,,,,55.6,9.6,,,2.0,0.035,324.3982,300.0,,,,6.804,1072.6159,,,0.9,10.7751,97.8696,8.2,8.0641,1.5,2.0,5.4,,28,,1.67,1.362,2.9,0.075,9.0,9.4547,
1981-05-04 10:15:00,1981-05-18 09:15:00,2.66,,,,,55.2,9.6,,,1.5,0.045,323.8437,300.0,,,,6.804,1014.8508,,,0.9,10.2325,96.7468,8.4,8.0165,1.3,2.0,5.5,,23,,1.66,1.335,2.2,0.085,4.6,11.1457,
1981-05-18 09:15:00,1981-06-01 08:15:00,2.22,,,,,50.0,6.0,,,1.9,0.035,321.5158,270.0,,,,5.346,1240.7719,,,0.6,9.8835,99.0521,8.1,7.9342,1.2,3.0,3.9,,32,,1.47,0.919,3.2,0.1,21.0,13.6988,
