date_start,date_end,alk,As,Ba,Br,Cd,Ca,Cl,Cr,Cu,doc,drp,ec25_sensor,ec20_lab,F,Fe,Pb,Mg,q_mean_sensor,Hg,Ni,NO3_N,O2C_sensor,O2S_sensor,pH_lab,pH_sensor,K,H4SiO4,Na,Sr,SO4,tfp,th,tn,toc,tp,tss,temp_sensor,Zn
1980-12-29 04:30:00,1981-01-12 16:30:00,2.34,,,,,58.8,6.8,,,1.0,0.06,320.3335,320.0,,,,5.589,241.1327,,,0.6,10.2404,82.0611,8.2,7.8,1.6,4.0,4.9,,49.0,,1.7,0.888,2.8,0.11,21,4.2867,
1981-01-12 16:30:00,1981-01-26 16:30:00,2.18,,,,,53.6,9.0,,,1.6,0.06,315.9917,310.0,,,,6.075,294.6476,,,0.55,10.0803,80.5465,8.1,7.75,1.6,4.0,5.1,,45.0,,1.59,0.926,2.5,0.105,14,4.1768,
1981-01-26 16:50:00,1981-02-09 11:50:00,2.14,,,,,53.6,6.6,,,0.9,0.08,311.1044,320.0,,,,6.561,239.3307,,,0.6,10.006,79.5728,8.2,7.71,1.4,4.0,4.7,,51.0,,1.61,1.039,1.8,0.13,14,3.9949,
1981-02-09 11:30:00,1981-02-23 16:30:00,2.16,,,,,56.0,5.6,,,,0.1,309.7657,330.0,,,,6.075,266.8524,,,0.7,10.0342,79.6874,8.4,7.76,1.6,4.0,4.5,,50.0,,1.65,1.085,1.6,0.14,3.8,3.9427,
1981-02-23 16:55:00,1981-03-09 11:55:00,2.2,,,,,56.4,6.6,,,1.4,0.085,312.0459,320.0,,,,6.075,278.3851,,,0.6,10.0269,81.5586,8.3,7.77,1.5,4.0,4.8,,50.0,,1.66,1.035,2.2,0.15,16,4.8601,
1981-03-09 11:30:00,1981-03-23 16:30:00,2.16,,,,,54.0,5.0,,,1.2,0.045,294.4743,300.0,,,,5.346,546.402,,,0.45,10.4407,86.4705,8.4,7.82,1.3,4.5,3.7,,43.0,,1.57,0.793,2.5,0.12,62,5.5597,
1981-03-23 17:00:00,1981-04-06 13:00:00,2.14,,,,,52.8,4.6,,,1.1,0.04,281.056,290.0,,,,5.103,570.0711,,,0.4,10.8441,94.0703,8.2,7.97,1.2,4.0,3.3,,42.0,,1.53,0.975,2.6,0.105,50,7.3909,
1981-04-06 13:15:00,1981-04-20 09:15:00,1.8,,,,,48.4,4.4,,,1.0,0.03,263.3819,250.0,,,,5.103,546.4695,,,0.25,13.3753,128.4634,8.0,8.41,1.2,3.5,3.4,,41.0,,1.42,0.847,2.5,0.1,19,11.6216,
1981-04-20 09:30:00,1981-05-04 16:30:00,1.98,,,,,49.6,4.4,,,1.5,0.025,283.8068,270.0,,,,5.832,352.5421,,,0.15,10.8645,99.5381,8.1,8.1,1.3,3.0,3.6,,46.0,,1.48,0.612,3.3,0.09,9.8,9.6214,
1981-05-04 16:30:00,1981-05-18 16:30:00,2.08,,,,,52.0,4.4,,,1.0,0.025,292.9503,270.0,,,,5.346,254.5365,,,0.2,9.9017,90.7346,8.4,7.96,1.0,3.5,3.6,,43.0,,1.52,0.63,2.7,0.095,7.5,9.6297,
