date_start,date_end,alk,As,Ba,Br,Cd,Ca,Cl,Cr,Cu,doc,drp,ec25_sensor,ec20_lab,F,Fe,Pb,Mg,q_mean_sensor,Hg,Ni,NO3_N,O2C_sensor,O2S_sensor,pH_lab,pH_sensor,K,H4SiO4,Na,Sr,SO4,tfp,th,tn,toc,tp,tss,temp_sensor,Zn
1980-12-29 10:10:00,1981-01-12 10:10:00,3.32,,,,,70.8,11.5,,,2.4,0.05,367.3003,370.0,,,,6.318,312.1404,,,1.52,10.1445,80.515,8.1,8.0135,1.9,6.0,6.8,,27.0,,2.03,1.978,3.2,0.105,10,3.9389,
1981-01-12 10:30:00,1981-01-26 11:30:00,3.24,,,,,66.4,14.5,,,3.2,0.09,374.972,380.0,,,,6.804,321.2299,,,1.86,10.3906,81.3788,8.1,7.8728,2.0,6.5,8.1,,26.0,,1.94,2.303,5.7,0.14,6.6,3.434,
1981-01-26 11:30:00,1981-02-09 13:30:00,3.44,,,,,72.0,13.5,,,3.0,0.09,386.3653,390.0,,,,7.29,240.6801,,,2.0,10.239,79.5403,8.5,7.8287,2.0,6.5,7.5,,27.0,,2.1,2.46,4.1,0.15,5.3,3.1261,
1981-02-09 13:50:00,1981-02-23 14:50:00,3.56,,,,,73.6,12.0,,,,0.075,392.8185,400.0,,,,7.29,243.2763,,,2.0,10.0713,78.6523,8.6,7.836,1.9,6.5,6.7,,29.0,,2.14,2.335,,0.115,3.3,3.3256,
1981-02-23 15:10:00,1981-03-09 15:10:00,3.22,,,,,69.2,13.5,,,3.3,0.115,392.6268,390.0,,,,7.533,247.2299,,,2.2,10.1792,81.28,8.4,7.8089,2.0,5.0,7.5,,28.0,,2.04,2.57,4.1,0.185,13,4.1695,
1981-03-09 14:50:00,1981-03-25 13:50:00,,,,,,,,,,,,,,,,,,641.428,,,,,,,,,,,,,,,,,,,5.59,
1981-03-25 14:10:00,1981-04-06 15:10:00,3.08,,,,,64.0,7.8,,,3.4,,347.4458,340.0,,,,6.075,650.2256,,,1.4,11.5979,101.4024,8.4,7.9964,1.5,4.5,4.5,,25.0,,1.85,2.056,4.3,0.085,24,7.7268,
1981-04-06 15:15:00,1981-04-21 10:15:00,3.06,,,,,63.6,7.8,,,2.4,0.025,341.3796,320.0,,,,6.075,536.6034,,,1.15,11.7419,105.427,8.3,8.0069,1.5,4.0,4.5,,26.0,,1.84,1.575,4.0,,12,8.808,
1981-04-21 10:40:00,1981-05-04 13:40:00,3.14,,,,,64.4,8.2,,,3.0,0.03,358.1413,330.0,,,,6.561,316.9217,,,1.2,10.802,98.4444,8.4,7.9381,1.7,3.0,4.9,,27.0,,1.88,1.56,4.5,0.08,5.3,9.423,
1981-05-04 13:30:00,1981-05-18 19:30:00,3.06,,,,,64.0,7.8,,,2.8,0.045,358.4891,320.0,,,,6.075,283.413,,,1.1,10.0755,96.3587,8.6,7.8912,1.3,3.0,4.9,,27.0,,1.85,1.365,3.2,0.09,3,11.4595,
1981-05-18 19:30:00,1981-06-01 13:30:00,2.88,,,,,61.2,6.6,,,2.4,0.025,339.5535,300.0,,,,5.589,463.0975,,,1.0,9.9754,100.6988,8.2,7.906,1.4,3.5,3.9,,20.0,,1.76,1.653,5.4,0.11,21,13.8387,
1981-06-01 13:30:00,1981-06-16 07:30:00,2.8,,,,,60.8,6.2,,,2.8,0.03,327.1636,300.0,,,,5.103,504.3489,,,0.75,9.5013,100.3923,8.1,7.9267,1.3,3.5,3.8,,18.0,,1.73,1.295,3.9,0.07,6.6,15.9387,
1981-06-16 07:40:00,1981-06-29 13:40:00,2.74,,,,,57.6,6.8,,,2.2,0.03,335.4074,300.0,,,,5.832,321.3811,,,0.75,9.1337,96.2932,8.4,7.8712,1.2,2.5,4.7,,26.0,,1.68,1.155,3.9,0.065,3.5,15.834,
1981-06-29 13:15:00,1981-07-13 15:15:00,2.78,,,,,58.0,6.6,,,1.9,0.03,327.9827,310.0,,,,4.86,307.1605,,,0.7,8.2759,90.799,8.2,7.8002,1.2,2.5,4.4,,22.0,,1.65,1.12,3.2,0.07,5,17.7411,
1981-07-13 15:30:00,1981-07-27 14:30:00,2.56,,,,,55.6,4.8,,,2.5,0.01,302.5509,270.0,,,,5.103,494.729,,,0.65,9.2457,100.0555,8.2,7.8537,1.5,3.0,3.3,,24.0,,1.6,1.097,3.7,0.075,28,17.076,
