date_start,date_end,alk,As,Ba,Br,Cd,Ca,Cl,Cr,Cu,doc,drp,ec25_sensor,ec20_lab,F,Fe,Pb,Mg,q_mean_sensor,Hg,Ni,NO3_N,O2C_sensor,O2S_sensor,pH_lab,pH_sensor,K,H4SiO4,Na,Sr,SO4,tfp,th,tn,toc,tp,tss,temp_sensor,Zn
1980-12-29 05:50:00,1981-01-12 05:50:00,1.64,,,,0.07,60.4,7.8,,2.1,0.9,0.05,340.0215,330.0,,0.35,0.7,7.047,79.9062,,,0.76,11.06,86.1332,8.0,7.8805,1.6,6.5,6.0,,77.0,,1.8,1.17,1.0,0.095,14.0,3.0082,7.9
1981-01-12 05:30:00,1981-01-26 05:30:00,1.36,,,,0.05,43.6,7.4,,2.0,0.8,0.025,282.3673,280.0,,0.33,0.5,5.589,109.4175,,,0.6,11.0069,86.7055,8.2,7.866,1.2,5.5,5.2,,63.0,,1.32,0.799,1.4,0.065,10.0,3.4397,6.0
1981-01-26 05:40:00,1981-02-09 05:40:00,1.28,,,,0.03,42.0,7.2,,2.2,0.9,0.015,273.1662,270.0,,0.22,1.2,5.832,113.1919,,,0.5,10.8171,85.8153,7.8,7.8403,1.2,5.0,5.3,,59.0,,1.29,0.788,1.3,0.05,7.0,3.708,8.1
1981-02-09 05:35:00,1981-02-23 05:35:00,1.28,,,,0.03,43.6,6.4,,1.2,1.2,0.015,270.0864,270.0,,0.17,0.5,5.103,118.8553,,,0.8,10.4267,82.7077,8.0,7.7982,1.1,5.0,4.8,,60.0,,1.3,0.92,1.2,0.04,5.1,3.7028,4.4
1981-02-23 05:14:00,1981-03-09 06:14:00,1.28,,,,0.1,44.0,7.0,,2.0,1,0.015,271.9204,270.0,,0.34,1.7,5.346,115.3603,,,0.55,10.2538,83.1053,7.9,7.7679,1.1,4.5,5.2,,62.0,,1.32,0.738,1.3,0.055,9.3,4.5246,11.5
1981-03-09 05:50:00,1981-03-23 04:50:00,1.84,,,,0.07,55.6,6.8,,4.0,1.6,0.02,328.259,320.0,,0.68,3.5,6.561,152.2075,,,0.75,10.184,84.7403,8.3,7.9486,1.4,6.5,4.4,,67.0,,1.66,1.239,3.1,0.1,93.0,5.5425,10.7
1981-03-23 04:50:00,1981-04-06 04:50:00,1.9,,,,0.08,53.2,5.0,,7.6,1.5,0.01,299.988,300.0,,1.08,7.6,5.589,240.7237,,,0.6,10.2984,88.5524,8.1,8.0867,1.3,6.5,3.6,,57.0,,1.56,1.358,5.8,0.16,190.0,6.8342,12.9
1981-04-06 05:20:00,1981-04-20 05:20:00,2.16,,,,0.03,57.6,4.4,,1.7,0.9,0.015,290.2238,310.0,,0.45,1.5,5.832,237.6408,,,0.6,10.4008,91.5534,8.0,8.0748,1.2,6.5,3.4,,56.0,,1.68,0.819,1.4,0.03,22.0,7.7725,16.4
1981-04-20 05:20:00,1981-05-04 05:20:00,1.98,,,,0.05,58.4,6.0,,2.1,1.3,0.015,321.7195,320.0,,0.33,1.4,6.804,156.0181,,,0.65,10.5962,91.6445,8.1,8.1053,1.3,6.0,4.6,,66.0,,1.74,0.967,1.7,0.04,21.0,7.0657,18.6
1981-05-04 05:20:00,1981-05-18 05:20:00,1.84,,,,0.04,55.2,5.2,,2.2,0.8,0.015,308.8829,300.0,,0.29,1.3,6.318,153.8545,,,0.65,10.435,93.3318,8.1,8.076,1.1,6.5,4.1,,62.0,,1.64,0.848,1.8,0.05,34.0,8.4197,19.8
