Site,Date,Secchi depth [m]
Gandria,31.05.2022,8.2
Gandria,21.06.2022,7.4
Gandria,06.07.2022,6.4
Gandria,19.07.2022,8.6
Gandria,03.08.2022,7
Gandria,23.08.2022,6.1
Gandria,06.09.2022,8.1
Gandria,20.09.2022,6.7
Gandria,04.10.2022,6.1
Gandria,18.10.2022,6.4
Gandria,08.11.2022,6.5
Gandria,22.11.2022,8.2
Gandria,05.12.2022,7.5
Gandria,20.12.2022,9.2
Gandria,11.01.2023,11.2
Gandria,24.01.2023,10.2
Gandria,07.02.2023,11.9
Gandria,21.02.2023,7
Gandria,07.03.2023,9.1
Gandria,21.03.2023,7
Gandria,04.04.2023,7.4
Gandria,18.04.2023,7.2
Gandria,03.05.2023,12.2
Gandria,15.05.2023,6
Gandria,31.05.2023,4.4
Gandria,20.06.2023,4.4
Gandria,04.07.2023,4.6
Gandria,18.07.2023,7.4
Gandria,02.08.2023,4.95
Gandria,22.08.2023,6.6
Gandria,05.09.2023,6.2
Gandria,19.09.2023,4.6
Gandria,03.10.2023,5.2
Gandria,24.10.2023,4.8
Gandria,07.11.2023,5.6
Gandria,21.11.2023,7.4
Gandria,05.12.2023,11
Gandria,19.12.2023,10.8
