date,mean winter surface temperature
1988,6.61
1989,4.66
1990,4.7
1991,5.01
1992,3.85
1993,5.51
1994,5.99
1995,4.94
1996,6.39
1999,3.89
2000,4.09
2001,5.37
2002,2.86
2003,4.51
2004,4.79
2005,4.76
2006,3.23
2007,5.87
2008,4.51
2009,2.87
2010,3.74
2011,4.12
2012,4.48
2013,4.88
2014,5.29
2015,5.45
2016,5.95
2017,3.44
2018,5.56
2019,5.28
2020,6.48
2021,5.15
2022,5.57
2023,6.18
