date,mean summer Secchi depth
1999,2.98
2000,2.36
2001,2.17
2002,1.67
2003,2.56
2004,2.79
2005,2.47
2006,1.63
2007,1.57
2008,2.47
2009,2.13
2010,3.41
2011,2.49
2012,2.33
2013,2.51
2014,1.97
2015,2.83
2016,2.19
2017,3.41
2018,2.33
2019,3.88
2020,3.37
2021,2.36
2022,2.02
2023,2.11
