date,mean summer epilimnion 0-5 m oxygen concentration
1986,9.46
1987,9.23
1988,10.59
1989,8.91
1990,9.59
1991,10.8
1992,10.77
1993,9.6
1994,9.99
1995,9.67
1996,9.37
1997,9.09
1999,10.86
2000,10.83
2001,10.46
2002,9.73
2003,9.52
2004,9.98
2005,9.18
2006,11.32
2007,9.07
2008,9.25
2009,9.88
2010,10.67
2011,10.99
2012,9.9
2013,10.16
2014,10.29
2015,10.13
2016,11.62
2017,9.71
2018,10.04
2019,10.14
2020,9.68
2021,10.68
2022,9.25
2023,10.01
