date,mean annual bottom temperature
1999,5.02
2000,5.73
2001,6.68
2002,6.14
2003,5.37
2004,5.94
2005,5.25
2006,4.75
2007,6.32
2008,5.71
2009,4.6
2010,5.27
2011,4.72
2012,5.49
2013,5.16
2014,6.03
2015,5.92
2016,6.1
2017,5.12
2018,5.08
2019,7.22
2020,6.74
2021,6.55
2022,6.3
2023,6.73
