date,mean autumn bottom temperature
1999,5.51
2000,6.16
2001,7.17
2002,6.62
2003,5.76
2004,6.49
2005,5.73
2006,5.26
2007,6.6
2008,6.11
2009,4.99
2010,5.97
2011,4.88
2012,6.4
2013,5.47
2014,6.52
2015,6.4
2016,6.4
2017,5.58
2018,5.38
2019,8.08
2020,7.03
2021,7.55
2022,6.7
2023,7.3
