date,mean winter epilimnion 0-5 m oxygen concentration
1988,10.39
1989,9.51
1990,9.5
1991,11.3
1992,10.75
1993,10.34
1994,11.0
1995,12.82
1996,9.59
1999,12.64
2000,11.85
2001,9.42
2002,11.91
2003,11.0
2004,10.27
2005,10.65
2006,12.06
2007,9.99
2008,11.62
2009,11.19
2010,10.17
2011,10.47
2012,10.27
2013,9.9
2014,9.89
2015,9.89
2016,9.23
2017,11.5
2018,11.13
2019,10.8
2020,10.29
2021,10.38
2022,11.87
2023,10.09
