date,mean late autumn Schmidt stability
1999,323.83
2000,310.6
2001,229.37
2002,260.06
2003,169.02
2004,341.84
2005,526.31
2006,483.66
2007,149.8
2008,303.59
2009,411.39
2010,293.75
2011,527.72
2012,321.72
2013,282.79
2014,561.35
2015,453.23
2016,260.58
2017,401.58
2018,376.25
2019,321.92
2020,367.29
2021,277.95
2022,632.8
2023,337.52
