date,mean late summer Secchi depth
1999,2.51
2000,2.58
2001,1.41
2002,2.55
2003,2.32
2004,2.31
2005,2.06
2006,1.1
2007,1.07
2008,1.53
2009,2.35
2010,3.07
2011,3.1
2012,2.41
2013,3.74
2014,2.62
2015,2.03
2016,2.24
2017,2.85
2018,2.94
2019,5.07
2020,3.14
2021,1.79
2022,2.81
2023,2.15
