date,mean autumn epilimnion 0-10 m oxygen concentration
1986,8.41
1987,8.67
1988,10.27
1989,8.7
1990,8.47
1991,8.33
1992,8.63
1993,9.69
1994,9.09
1995,9.4
1996,9.52
1999,8.35
2000,8.82
2001,9.53
2002,8.81
2003,8.28
2004,8.34
2005,9.58
2006,7.77
2007,8.72
2008,9.71
2009,8.54
2010,9.09
2011,8.38
2012,8.3
2013,8.32
2014,8.09
2015,8.4
2016,8.58
2017,8.95
2018,8.56
2019,8.66
2020,8.5
2021,8.67
2022,9.06
2023,8.9
