date,mean winter bottom temperature
1999,4.08
2000,4.04
2001,5.32
2002,3.37
2003,4.5
2004,4.79
2005,4.69
2006,3.54
2007,5.82
2008,4.35
2009,3.27
2010,3.8
2011,4.04
2012,4.45
2013,4.81
2014,5.23
2015,5.47
2016,5.94
2017,3.66
2018,5.12
2019,5.15
2020,6.2
2021,5.05
2022,5.48
2023,6.17
