date,mean annual heat content
1999,843882764.12
2000,906443962.12
2001,946108646.77
2002,903551494.02
2003,866151825.41
2004,923929482.03
2005,853574038.45
2006,814553077.95
2007,947182566.03
2008,891017815.77
2009,855822870.15
2010,840099261.83
2011,876663376.7
2012,898552650.93
2013,842203654.48
2014,987093650.06
2015,942922788.18
2016,932460798.41
2017,911191381.21
2018,919293094.94
2019,1002868013.98
2020,1032734519.24
2021,970697246.98
2022,985152157.82
2023,1043785045.78
