date,minimum Secchi depth
1999,1.3
2000,1.9
2001,1.2
2002,1.6
2003,1.4
2004,2.2
2005,1.9
2006,0.8
2007,0.8
2009,0.7
2010,2.6
2011,2.0
2013,1.8
2015,1.5
2016,1.4
2017,2.3
2018,0.4
2019,3.0
2020,2.7
2021,1.5
2022,1.7
2023,2.0
