date,mean early autumn thermocline depth
1999,11.52
2000,9.07
2001,11.79
2002,11.27
2003,10.78
2004,12.05
2005,11.19
2006,11.22
2007,13.27
2008,10.62
2009,12.24
2010,12.11
2011,10.82
2012,11.87
2013,12.26
2014,12.4
2015,12.41
2016,11.15
2017,12.09
2018,10.84
2019,11.16
2020,11.86
2021,11.62
2022,11.02
2023,11.32
