date,mean spring surface oxygen concentration
1987,11.39
1988,13.41
1989,13.24
1990,11.21
1991,12.62
1992,11.15
1993,12.12
1994,11.25
1995,10.74
1996,12.43
1999,13.52
2000,12.24
2001,12.41
2002,14.25
2003,15.8
2004,12.65
2005,12.77
2006,13.07
2007,13.65
2008,12.99
2009,13.64
2010,12.54
2011,13.29
2012,12.89
2013,15.87
2014,11.35
2015,12.45
2016,12.24
2017,12.75
2018,12.7
2019,12.13
2020,11.71
2021,12.12
2022,12.04
2023,11.61
