date,mean autumn surface oxygen concentration
1986,8.43
1987,8.73
1988,11.81
1989,8.73
1990,8.54
1991,8.39
1992,8.66
1993,9.91
1994,9.74
1995,9.43
1996,9.54
1999,8.5
2000,9.04
2001,11.44
2002,8.85
2003,8.47
2004,8.4
2005,10.14
2006,9.18
2007,9.2
2008,11.72
2009,8.55
2010,9.15
2011,8.86
2012,8.54
2013,8.4
2014,8.24
2015,8.41
2016,8.68
2017,8.99
2018,8.65
2019,8.67
2020,8.55
2021,8.75
2022,9.2
2023,8.98
