date,mean spring Schmidt stability
1999,92.29
2000,163.56
2001,48.81
2002,131.95
2003,179.09
2004,85.38
2005,94.14
2006,83.76
2007,290.04
2008,119.23
2009,222.14
2010,92.21
2011,461.61
2012,163.54
2013,159.33
2014,274.4
2015,182.27
2016,243.29
2017,464.93
2018,198.18
2019,106.08
2020,276.38
2021,96.32
2022,207.51
2023,241.06
