date,mean summer bottom temperature
1999,5.3
2000,6.04
2001,6.95
2002,6.47
2003,5.59
2004,6.32
2005,5.57
2006,5.14
2007,6.46
2008,5.95
2009,4.87
2010,5.83
2011,4.77
2012,6.08
2013,5.27
2014,6.38
2015,6.26
2016,6.22
2017,5.45
2018,5.17
2019,8.0
2020,6.84
2021,7.24
2022,6.61
2023,6.97
