date,mean winter hypolimnetic density
1999,1000.2848
2000,1000.2792
2001,1000.2623
2002,1000.2756
2003,1000.2671
2004,1000.2548
2005,1000.2604
2006,1000.266
2007,1000.2384
2008,1000.2666
2009,1000.2739
2010,1000.2706
2011,1000.2696
2012,1000.2503
2013,1000.2727
2014,1000.2789
2015,1000.2611
2016,1000.242
2017,1000.2823
2018,1000.2536
2019,1000.2536
2020,1000.2337
2021,1000.2646
2022,1000.2662
2023,1000.2365
