date,mean spring epilimnion 0-5 m oxygen concentration
1987,11.5
1988,12.79
1989,13.31
1990,11.13
1991,12.57
1992,11.15
1993,11.55
1994,11.2
1995,10.77
1996,12.9
1999,13.51
2000,12.31
2001,12.37
2002,13.65
2003,15.63
2004,12.62
2005,12.75
2006,13.02
2007,13.65
2008,13.01
2009,13.57
2010,12.57
2011,13.84
2012,12.95
2013,15.43
2014,11.38
2015,12.5
2016,12.37
2017,12.93
2018,12.76
2019,12.16
2020,12.05
2021,12.17
2022,12.31
2023,11.75
