date,mean autumn hypolimnetic density
1999,1000.2426
2000,1000.2308
2001,1000.1733
2002,1000.1979
2003,1000.2359
2004,1000.1959
2005,1000.231
2006,1000.2445
2007,1000.177
2008,1000.2217
2009,1000.2657
2010,1000.2262
2011,1000.2597
2012,1000.1882
2013,1000.2501
2014,1000.2128
2015,1000.2253
2016,1000.2131
2017,1000.2444
2018,1000.2408
2019,1000.1072
2020,1000.1816
2021,1000.1432
2022,1000.2114
2023,1000.1506
