date,mean annual hypolimnetic density
1999,1000.2547
2000,1000.2408
2001,1000.1968
2002,1000.2126
2003,1000.2459
2004,1000.2155
2005,1000.2401
2006,1000.2494
2007,1000.2057
2008,1000.2314
2009,1000.2727
2010,1000.2404
2011,1000.2611
2012,1000.2141
2013,1000.2616
2014,1000.2354
2015,1000.2437
2016,1000.2288
2017,1000.2547
2018,1000.2451
2019,1000.1513
2020,1000.1994
2021,1000.1966
2022,1000.2291
2023,1000.1895
