date,mean early autumn hypolimnetic oxygen content
1999,914.28
2000,890.0
2001,184.13
2002,685.28
2003,876.51
2004,970.97
2005,812.63
2006,1136.3
2007,408.12
2008,1028.28
2009,1155.62
2010,996.41
2011,198.63
2012,540.4
2013,969.17
2014,395.9
2015,1075.22
2016,785.74
2017,813.43
2018,1363.41
2019,878.44
2020,581.92
2021,1419.09
2022,1538.44
2023,1346.32
