date,mean summer epilimnion 0-10 m oxygen concentration
1986,9.46
1987,9.23
1988,10.59
1989,8.91
1990,9.59
1991,10.8
1992,10.77
1993,9.6
1994,9.99
1995,9.67
1996,9.37
1997,9.09
1999,9.7
2000,9.77
2001,8.27
2002,7.6
2003,7.23
2004,9.16
2005,8.63
2006,7.68
2007,8.57
2008,7.69
2009,8.91
2010,10.82
2011,9.55
2012,8.48
2013,9.24
2014,9.29
2015,8.94
2016,9.2
2017,8.82
2018,8.82
2019,10.07
2020,9.13
2021,9.53
2022,9.03
2023,9.62
