date,mean summer surface temperature
1986,20.64
1987,21.57
1988,22.83
1989,23.02
1990,18.78
1991,22.23
1992,21.34
1993,21.21
1994,23.77
1995,22.4
1996,22.73
1997,22.26
1999,23.25
2000,20.89
2001,22.08
2002,22.09
2003,25.97
2004,21.96
2005,20.63
2006,24.86
2007,18.08
2008,22.45
2009,21.91
2010,24.92
2011,23.53
2012,22.5
2013,23.09
2014,21.87
2015,24.96
2016,23.78
2017,22.81
2018,22.7
2019,23.7
2020,22.63
2021,21.3
2022,22.91
2023,25.42
