date,mean winter epilimnion 0-10 m oxygen concentration
1988,10.39
1989,9.51
1990,9.5
1991,11.3
1992,10.75
1993,10.34
1994,11.0
1995,12.82
1996,9.59
1999,12.63
2000,11.83
2001,9.42
2002,11.88
2003,10.98
2004,10.24
2005,10.64
2006,12.06
2007,9.97
2008,11.61
2009,11.12
2010,10.17
2011,10.43
2012,10.27
2013,9.89
2014,9.83
2015,9.89
2016,9.24
2017,11.47
2018,11.14
2019,10.78
2020,10.29
2021,10.38
2022,11.83
2023,10.08
