date (yyyy-mm-dd HH:MM:SS),hypolimnetic oxygen content [t]
28.04.1964 12:00,784.5
28.04.1965 12:00,765.1
28.09.1965 12:00,591.2
26.04.1966 12:00,765.1
27.09.1966 12:00,591.7
25.04.1967 12:00,778.0
26.09.1967 12:00,543.1
30.04.1968 12:00,765.1
01.10.1968 12:00,539.9
29.04.1969 12:00,768.4
30.09.1969 12:00,584.9
28.04.1970 12:00,794.2
06.10.1970 12:00,581.7
27.04.1971 12:00,768.3
28.09.1971 12:00,585.2
02.05.1972 12:00,736.1
26.09.1972 12:00,587.9
01.05.1973 12:00,781.2
02.10.1973 12:00,662.1
07.05.1974 12:00,790.8
30.09.1975 12:00,559.2
27.09.1976 12:00,585.0
02.05.1977 12:00,745.7
04.10.1977 12:00,629.5
24.04.1978 12:00,703.6
09.10.1978 12:00,594.1
24.09.1979 12:00,600.8
28.04.1980 12:00,745.7
01.01.1982 12:00,697.4
03.02.1982 12:00,723.2
05.03.1982 12:00,787.5
20.04.1982 12:00,765.1
25.05.1982 12:00,749.0
30.06.1982 12:00,694.2
26.07.1982 12:00,665.4
18.08.1982 12:00,633.0
27.09.1982 12:00,527.1
25.10.1982 12:00,591.1
02.12.1982 12:00,648.6
20.01.1983 12:00,713.5
04.02.1983 12:00,729.7
21.03.1983 12:00,752.2
25.04.1983 12:00,713.4
30.05.1983 12:00,706.8
22.06.1983 12:00,665.1
18.07.1983 12:00,626.7
09.08.1983 12:00,562.4
08.09.1983 12:00,555.8
07.11.1983 12:00,538.9
05.12.1983 12:00,665.0
15.02.1984 12:00,784.8
19.03.1984 12:00,784.5
24.04.1984 12:00,797.3
22.05.1984 12:00,790.9
12.06.1984 12:00,758.8
04.07.1984 12:00,723.2
06.08.1984 12:00,649.5
03.09.1984 12:00,646.1
01.10.1984 12:00,610.7
02.11.1984 12:00,632.7
10.12.1984 12:00,664.8
18.03.1985 12:00,761.9
01.04.1985 12:00,781.3
06.05.1985 12:00,781.2
29.05.1985 12:00,739.4
08.07.1985 12:00,681.4
12.08.1985 12:00,665.1
02.09.1985 12:00,623.6
24.09.1985 12:00,607.6
09.12.1985 12:00,668.1
03.03.1986 12:00,755.5
01.04.1986 12:00,774.9
05.05.1986 12:00,781.2
02.06.1986 12:00,752.3
09.07.1986 12:00,710.5
04.08.1986 12:00,681.4
01.09.1986 12:00,665.2
29.09.1986 12:00,620.3
04.11.1986 12:00,587.7
01.12.1986 12:00,668.1
09.03.1987 12:00,758.7
01.04.1987 12:00,768.4
06.05.1987 12:00,771.6
01.06.1987 12:00,742.6
30.06.1987 12:00,716.9
10.08.1987 12:00,649.3
31.08.1987 12:00,646.1
05.10.1987 12:00,597.9
02.11.1987 12:00,594.5
07.12.1987 12:00,664.7
29.03.1988 12:00,755.5
25.04.1988 12:00,784.3
24.05.1988 12:00,732.9
20.06.1988 12:00,703.9
18.07.1988 12:00,665.4
15.08.1988 12:00,639.7
12.09.1988 12:00,575.7
17.10.1988 12:00,578.3
14.11.1988 12:00,606.9
06.03.1989 12:00,736.1
03.04.1989 12:00,732.8
08.05.1989 12:00,735.9
12.06.1989 12:00,675.0
05.07.1989 12:00,626.7
07.08.1989 12:00,607.4
07.09.1989 12:00,546.4
09.10.1989 12:00,539.7
06.11.1989 12:00,536.5
11.12.1989 12:00,648.7
05.03.1990 12:00,723.2
02.04.1990 12:00,739.2
07.05.1990 12:00,729.6
05.06.1990 12:00,690.9
25.06.1990 12:00,652.3
06.08.1990 12:00,597.8
03.09.1990 12:00,565.6
23.10.1990 12:00,517.5
04.12.1990 12:00,664.8
04.03.1991 12:00,771.6
02.04.1991 12:00,800.7
06.05.1991 12:00,749.0
05.06.1991 12:00,723.2
01.07.1991 12:00,668.5
05.08.1991 12:00,633.3
