date (yyyy-mm-dd HH:MM:SS),surface oxygen concentration [mg/L]
17.01.1961 12:00,11.3
14.02.1961 12:00,11.6
14.03.1961 12:00,13.4
18.04.1961 12:00,14.4
08.05.1961 12:00,11.8
20.06.1961 12:00,11.0
18.07.1961 12:00,9.0
16.08.1961 12:00,10.0
12.09.1961 12:00,9.9
17.10.1961 12:00,9.0
14.11.1961 12:00,9.5
12.12.1961 12:00,10.2
12.02.1963 12:00,12.3
19.03.1963 12:00,12.5
17.04.1963 12:00,13.5
21.05.1963 12:00,13.1
18.06.1963 12:00,11.0
18.07.1963 12:00,11.0
13.08.1963 12:00,8.8
15.10.1963 12:00,10.1
12.11.1963 12:00,10.1
17.12.1963 12:00,10.6
28.04.1964 12:00,13.0
28.04.1965 12:00,12.1
28.09.1965 12:00,9.6
26.04.1966 12:00,12.4
27.09.1966 12:00,11.1
25.04.1967 12:00,12.0
26.09.1967 12:00,10.4
30.04.1968 12:00,13.8
01.10.1968 12:00,7.9
29.04.1969 12:00,12.5
30.09.1969 12:00,10.3
28.04.1970 12:00,12.4
06.10.1970 12:00,9.4
27.04.1971 12:00,13.0
28.09.1971 12:00,10.4
02.05.1972 12:00,11.9
26.09.1972 12:00,9.7
01.05.1973 12:00,13.9
02.10.1973 12:00,9.1
07.05.1974 12:00,13.8
30.09.1975 12:00,10.0
27.09.1976 12:00,11.3
02.05.1977 12:00,12.5
04.10.1977 12:00,11.5
24.04.1978 12:00,12.7
09.10.1978 12:00,10.8
24.09.1979 12:00,8.9
28.04.1980 12:00,13.5
01.01.1982 12:00,13.4
03.02.1982 12:00,11.2
05.03.1982 12:00,11.8
20.04.1982 12:00,11.9
25.05.1982 12:00,12.2
30.06.1982 12:00,10.5
26.07.1982 12:00,8.9
18.08.1982 12:00,9.8
27.09.1982 12:00,9.9
25.10.1982 12:00,10.9
02.12.1982 12:00,10.3
20.01.1983 12:00,10.9
04.02.1983 12:00,11.4
21.03.1983 12:00,12.2
25.04.1983 12:00,13.8
30.05.1983 12:00,12.2
22.06.1983 12:00,11.0
18.07.1983 12:00,11.5
09.08.1983 12:00,9.8
08.09.1983 12:00,9.2
07.11.1983 12:00,9.5
05.12.1983 12:00,10.2
15.02.1984 12:00,12.1
19.03.1984 12:00,12.3
24.04.1984 12:00,13.0
22.05.1984 12:00,12.7
12.06.1984 12:00,14.2
04.07.1984 12:00,10.2
06.08.1984 12:00,9.8
03.09.1984 12:00,9.8
01.10.1984 12:00,10.5
02.11.1984 12:00,10.7
10.12.1984 12:00,10.5
18.03.1985 12:00,11.8
01.04.1985 12:00,12.1
06.05.1985 12:00,13.0
29.05.1985 12:00,14.7
08.07.1985 12:00,11.0
12.08.1985 12:00,9.8
02.09.1985 12:00,9.5
24.09.1985 12:00,11.8
09.12.1985 12:00,10.4
03.03.1986 12:00,11.8
01.04.1986 12:00,12.0
05.05.1986 12:00,13.8
02.06.1986 12:00,11.5
09.07.1986 12:00,9.6
04.08.1986 12:00,9.9
01.09.1986 12:00,9.9
29.09.1986 12:00,9.4
04.11.1986 12:00,9.8
01.12.1986 12:00,10.4
09.03.1987 12:00,11.8
01.04.1987 12:00,11.9
06.05.1987 12:00,12.8
01.06.1987 12:00,13.3
30.06.1987 12:00,10.0
10.08.1987 12:00,9.7
31.08.1987 12:00,9.9
05.10.1987 12:00,9.4
02.11.1987 12:00,10.2
07.12.1987 12:00,10.6
29.03.1988 12:00,11.9
25.04.1988 12:00,13.0
24.05.1988 12:00,10.9
20.06.1988 12:00,11.2
18.07.1988 12:00,9.4
15.08.1988 12:00,9.9
12.09.1988 12:00,9.6
17.10.1988 12:00,10.2
14.11.1988 12:00,10.0
06.03.1989 12:00,11.5
03.04.1989 12:00,12.0
08.05.1989 12:00,12.2
12.06.1989 12:00,11.0
05.07.1989 12:00,10.0
07.08.1989 12:00,10.3
07.09.1989 12:00,8.5
09.10.1989 12:00,9.3
06.11.1989 12:00,9.4
11.12.1989 12:00,10.1
05.03.1990 12:00,11.3
02.04.1990 12:00,12.6
07.05.1990 12:00,13.3
05.06.1990 12:00,10.5
25.06.1990 12:00,11.3
06.08.1990 12:00,11.2
03.09.1990 12:00,9.1
23.10.1990 12:00,9.5
04.12.1990 12:00,10.2
04.03.1991 12:00,12.1
02.04.1991 12:00,12.6
06.05.1991 12:00,12.3
05.06.1991 12:00,11.7
01.07.1991 12:00,10.6
05.08.1991 12:00,10.1
02.09.1991 12:00,9.5
30.09.1991 12:00,9.0
06.11.1991 12:00,10.0
02.12.1991 12:00,10.3
02.03.1992 12:00,12.2
07.04.1992 12:00,11.9
05.05.1992 12:00,12.7
01.06.1992 12:00,10.5
29.06.1992 12:00,11.1
27.07.1992 12:00,10.1
25.08.1992 12:00,9.6
08.12.1992 12:00,10.7
09.03.1993 12:00,11.9
20.04.1993 12:00,13.5
01.06.1993 12:00,10.3
05.07.1993 12:00,9.9
02.08.1993 12:00,9.1
13.09.1993 12:00,9.1
27.10.1993 12:00,9.6
06.12.1993 12:00,10.6
07.03.1994 12:00,11.6
25.04.1994 12:00,12.3
30.05.1994 12:00,10.9
04.07.1994 12:00,13.2
02.08.1994 12:00,9.4
12.09.1994 12:00,9.2
24.10.1994 12:00,9.5
07.12.1994 12:00,10.4
