date (yyyy-mm-dd HH:MM:SS),Schmidt stability [J/m2]
25.06.1957 12:00,423.31521019805405
27.08.1957 12:00,1195.6797093344453
29.10.1957 12:00,144.24126262323216
26.12.1957 12:00,2.6557245291769505e-10
27.02.1958 12:00,6.056223886024782
29.04.1958 12:00,19.469179503193573
24.06.1958 12:00,1068.9820697086438
26.08.1958 12:00,1302.793326857388
30.09.1958 12:00,1136.0770048789122
28.10.1958 12:00,259.851298976826
28.04.1959 12:00,67.36650651601622
25.08.1959 12:00,1485.0486760711292
29.09.1959 12:00,1180.6382589137252
27.10.1959 12:00,590.1927842835621
26.04.1960 12:00,76.45795264200115
30.08.1960 12:00,1395.4088667646784
27.09.1960 12:00,744.5395133140746
25.10.1960 12:00,241.68077054278183
25.04.1962 12:00,88.42331611151076
25.09.1962 12:00,612.3488340140607
28.04.1964 12:00,100.45898076696676
29.09.1964 12:00,913.9558467997531
28.04.1965 12:00,0.002725036070387432
26.04.1966 12:00,90.36217753316942
27.09.1966 12:00,827.0043947662034
25.04.1967 12:00,1.287209234715192
26.09.1967 12:00,831.5697087826493
30.04.1968 12:00,119.84866805371166
01.10.1968 12:00,619.2462243439127
29.04.1969 12:00,60.98454135675138
30.09.1969 12:00,1123.9241526312994
28.04.1970 12:00,6.790025265450367
06.10.1970 12:00,649.5434763159869
27.04.1971 12:00,105.0855824562259
28.09.1971 12:00,773.9498763892284
02.05.1972 12:00,61.24643539951694
26.09.1972 12:00,536.9800624346585
01.05.1973 12:00,76.6704317593958
02.10.1973 12:00,656.8378583782132
07.05.1974 12:00,141.97360884224827
30.09.1975 12:00,904.4017144548893
27.09.1976 12:00,864.9373663448728
02.05.1977 12:00,41.75105233525801
04.10.1977 12:00,547.5475781439804
24.04.1978 12:00,41.160277083066376
09.10.1978 12:00,475.31939525320786
07.05.1979 12:00,31.021851651426005
24.09.1979 12:00,966.313859519088
28.04.1980 12:00,38.69238273248675
30.09.1980 12:00,1116.6552934561332
01.01.1982 12:00,6.107256922405213e-10
03.02.1982 12:00,4.82032191939652e-10
05.03.1982 12:00,1.8223984966757598
20.04.1982 12:00,6.107256922405213e-10
25.05.1982 12:00,644.5220242130358
30.06.1982 12:00,1003.6832590933964
26.07.1982 12:00,1708.4145873384618
18.08.1982 12:00,1774.9320110746298
27.09.1982 12:00,1064.4718370856713
25.10.1982 12:00,326.80942203154336
02.12.1982 12:00,0.32222955688666843
20.01.1983 12:00,1.6505747868827711
04.02.1983 12:00,7.92624632595107e-10
21.03.1983 12:00,14.748207805374477
25.04.1983 12:00,86.47050426100577
30.05.1983 12:00,214.81582008995474
22.06.1983 12:00,550.7871590874015
18.07.1983 12:00,2130.6336829640404
09.08.1983 12:00,1950.15857183045
08.09.1983 12:00,1798.238106677387
07.11.1983 12:00,110.1019739231665
05.12.1983 12:00,0.9488213496479148
15.02.1984 12:00,-0.2866712873801589
19.03.1984 12:00,1.0035039668669015
24.04.1984 12:00,42.22357571442399
22.05.1984 12:00,46.24362374436123
12.06.1984 12:00,564.559877878065
04.07.1984 12:00,1148.1398287317497
06.08.1984 12:00,1804.916315900457
03.09.1984 12:00,1802.3399862391989
01.10.1984 12:00,647.8645352106983
02.11.1984 12:00,132.0139318349784
10.12.1984 12:00,4.067283118838532
18.03.1985 12:00,-0.09521963542556477
01.04.1985 12:00,0.0005014121957174211
06.05.1985 12:00,62.04851855844345
29.05.1985 12:00,532.5983182436316
08.07.1985 12:00,1354.1121423979403
12.08.1985 12:00,1577.2456423944063
02.09.1985 12:00,1233.6803998648534
24.09.1985 12:00,1392.6987462335742
09.12.1985 12:00,0.11757060606532832
03.03.1986 12:00,0.00045274267131389934
01.04.1986 12:00,0.2095320716034621
05.05.1986 12:00,61.339060758620235
02.06.1986 12:00,541.9221242034114
09.07.1986 12:00,1495.864362429049
04.08.1986 12:00,2080.7897195458863
01.09.1986 12:00,1393.2613981549466
29.09.1986 12:00,855.4964207222183
04.11.1986 12:00,236.13464165032656
01.12.1986 12:00,9.380304226327553
09.03.1987 12:00,7.216840458568186e-10
01.04.1987 12:00,2.3374013835564256e-10
06.05.1987 12:00,79.97417280284344
01.06.1987 12:00,323.41541368049457
30.06.1987 12:00,998.8740465455758
10.08.1987 12:00,1020.8145585708048
31.08.1987 12:00,1625.9095617898051
05.10.1987 12:00,817.2369124527636
02.11.1987 12:00,267.5182191225085
07.12.1987 12:00,11.356502674231251
29.03.1988 12:00,6.500554349457161
25.04.1988 12:00,53.42553650397531
24.05.1988 12:00,484.223508187064
20.06.1988 12:00,1172.9004144709588
18.07.1988 12:00,1551.6612834103353
15.08.1988 12:00,2148.020784539616
12.09.1988 12:00,1115.9881563036274
17.10.1988 12:00,492.94873868010427
14.11.1988 12:00,80.53416916043852
06.03.1989 12:00,9.149528937035484
03.04.1989 12:00,15.461033486511496
08.05.1989 12:00,77.75679929877242
12.06.1989 12:00,808.9246575493648
05.07.1989 12:00,1248.1971729553456
07.08.1989 12:00,1791.5381122136614
07.09.1989 12:00,1228.4115315177437
09.10.1989 12:00,429.51686441777474
06.11.1989 12:00,40.312665773133176
11.12.1989 12:00,3.319514889781658
05.03.1990 12:00,2.006383483010268
02.04.1990 12:00,64.24657303454842
07.05.1990 12:00,290.4358797501577
05.06.1990 12:00,767.8639529887487
25.06.1990 12:00,1109.8761078113703
06.08.1990 12:00,1932.1018212928952
03.09.1990 12:00,1639.687767396617
23.10.1990 12:00,354.00004849601464
04.12.1990 12:00,2.535372917177938
02.03.1992 12:00,4.630416997273187
07.04.1992 12:00,0.7433493117350736
05.05.1992 12:00,102.88996486835822
01.06.1992 12:00,936.2762329214906
29.06.1992 12:00,1180.943149364919
27.07.1992 12:00,2006.9246079724858
25.08.1992 12:00,2003.1257717454446
08.12.1992 12:00,3.867645589948097
09.03.1993 12:00,-0.7637117311051043
20.04.1993 12:00,106.36455296809027
