date (yyyy-mm-dd HH:MM:SS),thermocline depth [m]
25.06.1957 12:00,23.6
27.08.1957 12:00,17.6
29.10.1957 12:00,34.1
27.02.1958 12:00,3.1
29.04.1958 12:00,27.3
24.06.1958 12:00,13.1
26.08.1958 12:00,17.0
30.09.1958 12:00,17.8
28.10.1958 12:00,27.7
28.04.1959 12:00,23.0
25.08.1959 12:00,13.9
29.09.1959 12:00,18.3
27.10.1959 12:00,22.5
26.04.1960 12:00,0.0
30.08.1960 12:00,17.9
27.09.1960 12:00,21.8
25.10.1960 12:00,27.8
25.04.1962 12:00,2.5
25.09.1962 12:00,26.9
28.04.1964 12:00,6.0
29.09.1964 12:00,23.6
26.04.1966 12:00,22.1
27.09.1966 12:00,23.7
25.04.1967 12:00,69.0
26.09.1967 12:00,24.2
30.04.1968 12:00,8.5
01.10.1968 12:00,24.2
29.04.1969 12:00,8.0
30.09.1969 12:00,15.1
06.10.1970 12:00,24.2
27.04.1971 12:00,6.0
28.09.1971 12:00,24.0
02.05.1972 12:00,6.0
26.09.1972 12:00,23.8
01.05.1973 12:00,6.0
02.10.1973 12:00,24.7
07.05.1974 12:00,14.2
30.09.1975 12:00,24.3
27.09.1976 12:00,23.6
02.05.1977 12:00,23.3
04.10.1977 12:00,23.7
24.04.1978 12:00,6.0
09.10.1978 12:00,24.1
07.05.1979 12:00,7.3
24.09.1979 12:00,23.8
28.04.1980 12:00,10.9
30.09.1980 12:00,16.7
25.05.1982 12:00,11.0
30.06.1982 12:00,17.5
26.07.1982 12:00,13.8
18.08.1982 12:00,16.0
27.09.1982 12:00,21.2
25.10.1982 12:00,29.0
02.12.1982 12:00,68.0
25.04.1983 12:00,3.5
30.05.1983 12:00,8.5
22.06.1983 12:00,8.2
18.07.1983 12:00,7.8
09.08.1983 12:00,12.1
08.09.1983 12:00,12.4
07.11.1983 12:00,31.8
05.12.1983 12:00,57.7
24.04.1984 12:00,4.0
22.05.1984 12:00,27.0
12.06.1984 12:00,5.3
04.07.1984 12:00,13.6
06.08.1984 12:00,12.8
03.09.1984 12:00,14.1
01.10.1984 12:00,23.4
02.11.1984 12:00,33.9
10.12.1984 12:00,63.0
06.05.1985 12:00,7.3
29.05.1985 12:00,5.3
08.07.1985 12:00,11.7
12.08.1985 12:00,12.5
02.09.1985 12:00,18.1
24.09.1985 12:00,17.5
