date,depth,density [kg m-3]
18.01.1999 12:00,0,1000.146
18.01.1999 12:00,5,1000.15
18.01.1999 12:00,10,1000.15
18.01.1999 12:00,15,1000.15
18.01.1999 12:00,20,1000.15
18.01.1999 12:00,25,1000.15
18.01.1999 12:00,30,1000.15
18.01.1999 12:00,40,1000.153
18.01.1999 12:00,100,1000.153
18.01.1999 12:00,140,1000.156
18.01.1999 12:00,152,1000.156
26.02.1999 12:00,0,1000.158
26.02.1999 12:00,5,1000.157
26.02.1999 12:00,10,1000.158
26.02.1999 12:00,15,1000.159
26.02.1999 12:00,20,1000.159
26.02.1999 12:00,25,1000.16
26.02.1999 12:00,30,1000.158
26.02.1999 12:00,40,1000.16
26.02.1999 12:00,100,1000.16
26.02.1999 12:00,140,1000.159
26.02.1999 12:00,152,1000.16
29.03.1999 12:00,0,1000.158
29.03.1999 12:00,5,1000.166
29.03.1999 12:00,10,1000.167
29.03.1999 12:00,15,1000.17
29.03.1999 12:00,20,1000.166
29.03.1999 12:00,25,1000.166
29.03.1999 12:00,30,1000.17
29.03.1999 12:00,40,1000.175
29.03.1999 12:00,100,1000.177
29.03.1999 12:00,140,1000.182
29.03.1999 12:00,152,1000.183
20.04.1999 12:00,0,1000.112
20.04.1999 12:00,5,1000.139
20.04.1999 12:00,10,1000.149
20.04.1999 12:00,15,1000.149
20.04.1999 12:00,20,1000.153
20.04.1999 12:00,25,1000.153
20.04.1999 12:00,30,1000.161
20.04.1999 12:00,40,1000.166
20.04.1999 12:00,100,1000.175
20.04.1999 12:00,140,1000.173
20.04.1999 12:00,152,1000.173
19.05.1999 12:00,5,999.49
19.05.1999 12:00,10,999.77
19.05.1999 12:00,15,999.977
19.05.1999 12:00,20,1000.094
19.05.1999 12:00,25,1000.127
19.05.1999 12:00,30,1000.147
19.05.1999 12:00,40,1000.164
19.05.1999 12:00,100,1000.182
19.05.1999 12:00,140,1000.184
19.05.1999 12:00,152,1000.184
14.06.1999 12:00,0,998.85
14.06.1999 12:00,5,998.997
14.06.1999 12:00,10,999.64
14.06.1999 12:00,15,999.869
14.06.1999 12:00,20,1000.063
14.06.1999 12:00,25,1000.133
14.06.1999 12:00,30,1000.151
14.06.1999 12:00,40,1000.16
14.06.1999 12:00,100,1000.177
14.06.1999 12:00,152,1000.179
19.07.1999 12:00,0,997.907
19.07.1999 12:00,5,998.467
19.07.1999 12:00,10,998.841
19.07.1999 12:00,15,999.411
19.07.1999 12:00,20,999.874
19.07.1999 12:00,25,999.98
19.07.1999 12:00,30,1000.1
19.07.1999 12:00,40,1000.159
19.07.1999 12:00,100,1000.176
19.07.1999 12:00,140,1000.178
19.07.1999 12:00,152,1000.001
16.08.1999 12:00,0,998.209
16.08.1999 12:00,5,998.209
16.08.1999 12:00,10,998.319
16.08.1999 12:00,15,998.82
16.08.1999 12:00,20,999.601
16.08.1999 12:00,25,1000.063
16.08.1999 12:00,30,1000.102
16.08.1999 12:00,40,1000.151
16.08.1999 12:00,100,1000.175
16.08.1999 12:00,140,1000.178
16.08.1999 12:00,152,1000.179
11.10.1999 12:00,0,999.203
11.10.1999 12:00,5,999.238
11.10.1999 12:00,10,999.254
11.10.1999 12:00,15,999.27
11.10.1999 12:00,20,999.307
11.10.1999 12:00,25,999.677
11.10.1999 12:00,30,1000.046
11.10.1999 12:00,40,1000.149
11.10.1999 12:00,100,1000.175
11.10.1999 12:00,140,1000.184
11.10.1999 12:00,152,1000.184
09.11.1999 12:00,0,999.684
09.11.1999 12:00,5,999.685
09.11.1999 12:00,10,999.685
09.11.1999 12:00,15,999.696
09.11.1999 12:00,20,999.707
09.11.1999 12:00,25,999.731
09.11.1999 12:00,30,999.94
09.11.1999 12:00,40,1000.136
09.11.1999 12:00,100,1000.169
09.11.1999 12:00,140,1000.175
09.11.1999 12:00,152,1000.175
15.12.1999 12:00,0,1000.11
15.12.1999 12:00,5,1000.111
15.12.1999 12:00,10,1000.111
15.12.1999 12:00,15,1000.111
15.12.1999 12:00,20,1000.111
15.12.1999 12:00,25,1000.11
15.12.1999 12:00,30,1000.111
15.12.1999 12:00,40,1000.111
15.12.1999 12:00,100,1000.153
15.12.1999 12:00,140,1000.17
15.12.1999 12:00,152,1000.171
17.01.2000 12:00,0,1000.162
17.01.2000 12:00,5,1000.163
17.01.2000 12:00,10,1000.161
17.01.2000 12:00,15,1000.161
17.01.2000 12:00,20,1000.161
17.01.2000 12:00,25,1000.162
17.01.2000 12:00,30,1000.161
