date (yyyy-mm-dd HH:MM:SS),heat content [J/m2]
14.10.1942 12:00,839677184.0
09.09.1947 12:00,947566811.0
24.06.1948 12:00,889033580.0
17.03.1949 12:00,262564377.0
30.03.1949 12:00,361169220.0
20.04.1949 12:00,528587266.0
31.05.1949 12:00,674311092.0
08.07.1949 12:00,933412712.0
20.07.1949 12:00,910464769.0
26.08.1949 12:00,939030898.0
22.09.1949 12:00,913115766.0
04.11.1949 12:00,677528069.0
08.12.1949 12:00,478411196.0
10.01.1950 12:00,335265224.0
16.02.1950 12:00,264000658.0
16.03.1950 12:00,311018438.0
14.04.1950 12:00,496775971.0
10.05.1950 12:00,683287329.0
12.06.1950 12:00,959540958.0
12.07.1950 12:00,1020920456.0
09.08.1950 12:00,999987058.0
06.09.1950 12:00,960725738.0
05.10.1950 12:00,845679312.0
06.11.1950 12:00,649913308.0
04.12.1950 12:00,483285946.0
08.02.1951 12:00,214038855.0
08.03.1951 12:00,232669910.0
03.04.1951 12:00,369904485.0
07.05.1951 12:00,673534591.0
07.06.1951 12:00,856051136.0
03.07.1951 12:00,920104325.0
04.09.1951 12:00,866542038.0
02.10.1951 12:00,874289003.0
11.09.1952 12:00,824833527.0
27.01.1953 12:00,193893989.0
03.03.1953 12:00,216792351.0
27.03.1953 12:00,351499462.0
17.04.1953 12:00,489377692.0
26.05.1953 12:00,831650919.0
23.06.1953 12:00,837057801.0
27.07.1953 12:00,899970580.0
25.08.1953 12:00,886442203.0
21.09.1953 12:00,867366105.0
20.10.1953 12:00,766330173.0
18.11.1953 12:00,585202826.0
14.12.1953 12:00,451019640.0
08.02.1954 12:00,122607638.0
10.03.1954 12:00,219981810.0
21.04.1954 12:00,425015370.0
18.05.1954 12:00,649631014.0
15.06.1954 12:00,732920255.0
20.07.1954 12:00,838931326.0
26.08.1954 12:00,877381907.0
14.09.1954 12:00,883183469.0
20.10.1954 12:00,758841223.0
23.11.1954 12:00,576740832.0
21.12.1954 12:00,458484338.0
26.01.1955 12:00,276043730.0
18.07.1955 12:00,946271905.0
19.09.1955 12:00,847511727.0
17.02.1956 12:00,187114691.0
26.03.1956 12:00,295376711.0
24.04.1956 12:00,499055675.0
16.05.1956 12:00,597015580.0
12.06.1956 12:00,757150134.0
03.07.1956 12:00,789263039.0
06.08.1956 12:00,916236367.0
11.09.1956 12:00,868483758.0
11.10.1956 12:00,760839559.0
07.11.1956 12:00,604716997.0
05.12.1956 12:00,413592712.0
15.01.1957 12:00,240973857.0
19.02.1957 12:00,227186600.0
18.03.1957 12:00,399550460.0
10.04.1957 12:00,495742958.0
06.05.1957 12:00,525808086.0
04.06.1957 12:00,708084236.0
02.07.1957 12:00,902908292.0
15.08.1957 12:00,865513356.0
20.09.1957 12:00,874661321.0
30.10.1957 12:00,708645830.0
21.11.1957 12:00,575809423.0
17.12.1957 12:00,406762146.0
22.01.1958 12:00,248016267.0
19.02.1958 12:00,254421447.0
18.03.1958 12:00,231907590.0
17.04.1958 12:00,353103071.0
20.05.1958 12:00,672582082.0
17.06.1958 12:00,865916009.0
16.07.1958 12:00,992291950.0
15.08.1958 12:00,952429372.0
23.09.1958 12:00,924987814.0
28.10.1958 12:00,677643915.0
15.12.1958 12:00,389874587.0
13.01.1959 12:00,250552531.0
24.03.1959 12:00,443124833.0
28.04.1959 12:00,600302424.0
21.05.1959 12:00,746487723.0
16.06.1959 12:00,824483706.0
14.07.1959 12:00,937625348.0
12.08.1959 12:00,931865387.0
10.09.1959 12:00,883054594.0
20.10.1959 12:00,737370505.0
18.11.1959 12:00,528211823.0
15.12.1959 12:00,402946163.0
19.01.1960 12:00,228276841.0
10.02.1960 12:00,212757534.0
08.03.1960 12:00,273426993.0
07.04.1960 12:00,455870508.0
05.05.1960 12:00,585878835.0
01.06.1960 12:00,744516457.0
04.07.1960 12:00,834829397.0
03.08.1960 12:00,899274816.0
14.09.1960 12:00,874252503.0
18.10.1960 12:00,669493306.0
22.11.1960 12:00,532608803.0
20.12.1960 12:00,388358261.0
24.01.1961 12:00,228006629.0
24.02.1961 12:00,282456553.0
24.03.1961 12:00,432975713.0
26.04.1961 12:00,636043803.0
14.06.1961 12:00,871362108.0
11.07.1961 12:00,911494062.0
15.08.1961 12:00,975265764.0
21.09.1961 12:00,983189461.0
24.10.1961 12:00,802321614.0
29.11.1961 12:00,592168334.0
27.12.1961 12:00,383124894.0
17.01.1962 12:00,286823336.0
16.02.1962 12:00,214583669.0
07.03.1962 12:00,190915526.0
17.04.1962 12:00,413389904.0
24.05.1962 12:00,657915388.0
20.06.1962 12:00,855537787.0
25.07.1962 12:00,893889736.0
29.08.1962 12:00,942882184.0
25.09.1962 12:00,845402825.0
24.10.1962 12:00,714770656.0
26.11.1962 12:00,472567455.0
14.12.1962 12:00,330422483.0
23.01.1963 12:00,166758477.0
12.02.1963 12:00,158707711.0
09.04.1963 12:00,292978784.0
07.05.1963 12:00,534525848.0
11.06.1963 12:00,762543226.0
05.07.1963 12:00,854624809.0
07.08.1963 12:00,903607433.0
03.09.1963 12:00,829644517.0
16.10.1963 12:00,725103567.0
14.11.1963 12:00,625430786.0
05.12.1963 12:00,508844991.0
15.01.1964 12:00,215087779.0
07.02.1964 12:00,189800322.0
25.03.1964 12:00,287946279.0
24.04.1964 12:00,534735087.0
21.05.1964 12:00,720148778.0
19.06.1964 12:00,817244830.0
16.07.1964 12:00,921159768.0
27.08.1964 12:00,906099918.0
16.09.1964 12:00,880127412.0
28.10.1964 12:00,642338625.0
24.11.1964 12:00,555799037.0
28.12.1964 12:00,314297052.0
20.01.1965 12:00,228761997.0
17.02.1965 12:00,187708610.0
25.03.1965 12:00,269750963.0
22.04.1965 12:00,435806770.0
21.05.1965 12:00,646601992.0
30.06.1965 12:00,922390687.0
29.07.1965 12:00,908067403.0
30.08.1965 12:00,933988616.0
23.09.1965 12:00,890501714.0
15.10.1965 12:00,813220421.0
30.11.1965 12:00,470777048.0
22.12.1965 12:00,386782943.0
15.02.1966 12:00,281946946.0
23.03.1966 12:00,365609076.0
13.04.1966 12:00,493190656.0
11.05.1966 12:00,665581097.0
30.06.1966 12:00,879439416.0
27.07.1966 12:00,920039141.0
29.08.1966 12:00,897231356.0
21.09.1966 12:00,877595390.0
12.10.1966 12:00,902831943.0
08.11.1966 12:00,638973128.0
07.12.1966 12:00,420156645.0
26.01.1967 12:00,240260448.0
28.02.1967 12:00,290883152.0
21.03.1967 12:00,366072815.0
11.04.1967 12:00,499812193.0
12.05.1967 12:00,711964032.0
22.06.1967 12:00,899444437.0
25.07.1967 12:00,987825070.0
22.08.1967 12:00,974173910.0
20.09.1967 12:00,853724438.0
25.10.1967 12:00,829025657.0
29.11.1967 12:00,587357805.0
27.12.1967 12:00,343484105.0
30.01.1968 12:00,181756868.0
13.03.1968 12:00,240483219.0
16.04.1968 12:00,495852345.0
14.05.1968 12:00,661753294.0
19.06.1968 12:00,815077540.0
09.07.1968 12:00,944154711.0
13.08.1968 12:00,938438769.0
11.09.1968 12:00,939353213.0
08.10.1968 12:00,790466177.0
06.11.1968 12:00,730643278.0
18.12.1968 12:00,363620291.0
20.01.1969 12:00,226643608.0
28.02.1969 12:00,184857497.0
25.03.1969 12:00,301182974.0
22.04.1969 12:00,457569381.0
27.05.1969 12:00,756597142.0
25.06.1969 12:00,806451834.0
15.07.1969 12:00,900469403.0
19.08.1969 12:00,932417325.0
09.09.1969 12:00,878911189.0
21.10.1969 12:00,781183469.0
17.12.1969 12:00,322831129.0
11.03.1970 12:00,207224226.0
24.04.1970 12:00,447535696.0
21.05.1970 12:00,653939775.0
10.06.1970 12:00,814163092.0
07.07.1970 12:00,941483624.0
05.08.1970 12:00,1030649388.0
09.09.1970 12:00,959980817.0
13.10.1970 12:00,841679322.0
10.11.1970 12:00,660891866.0
29.12.1970 12:00,311625457.0
14.04.1971 12:00,437205477.0
12.05.1971 12:00,674071368.0
09.06.1971 12:00,753994008.0
06.07.1971 12:00,866405089.0
10.08.1971 12:00,921516570.0
15.09.1971 12:00,799529736.0
19.10.1971 12:00,709836295.0
30.11.1971 12:00,429550132.0
29.12.1971 12:00,329166061.0
18.01.1972 12:00,258871208.0
22.02.1972 12:00,255606821.0
16.03.1972 12:00,344381556.0
10.04.1972 12:00,511955288.0
16.05.1972 12:00,646042038.0
13.06.1972 12:00,801577142.0
11.07.1972 12:00,855400486.0
15.08.1972 12:00,995297442.0
26.09.1972 12:00,817147759.0
17.10.1972 12:00,714098431.0
27.11.1972 12:00,527972202.0
20.12.1972 12:00,396617117.0
24.01.1973 12:00,222894305.0
21.03.1973 12:00,251827332.0
24.04.1973 12:00,457302516.0
22.05.1973 12:00,737518578.0
26.06.1973 12:00,797140524.0
24.07.1973 12:00,855668694.0
22.08.1973 12:00,915853834.0
26.09.1973 12:00,812803440.0
23.10.1973 12:00,674656779.0
20.11.1973 12:00,541500185.0
11.12.1973 12:00,356961738.0
09.01.1974 12:00,264643777.0
11.02.1974 12:00,285871773.0
05.03.1974 12:00,278655025.0
02.04.1974 12:00,444409395.0
14.05.1974 12:00,639650818.0
05.06.1974 12:00,752472709.0
09.07.1974 12:00,846210023.0
06.08.1974 12:00,875315661.0
03.09.1974 12:00,888643020.0
08.10.1974 12:00,730198625.0
06.11.1974 12:00,520144099.0
03.12.1974 12:00,455209522.0
14.01.1975 12:00,341303080.0
06.02.1975 12:00,329572299.0
12.03.1975 12:00,364275974.0
08.04.1975 12:00,395770151.0
12.05.1975 12:00,636087303.0
10.06.1975 12:00,729976272.0
02.07.1975 12:00,829446108.0
06.08.1975 12:00,939834515.0
03.09.1975 12:00,926915627.0
20.10.1975 12:00,701091583.0
11.11.1975 12:00,573198941.0
10.12.1975 12:00,447772619.0
05.01.1976 12:00,260579093.0
01.03.1976 12:00,237633078.0
29.03.1976 12:00,331445164.0
26.04.1976 12:00,478872854.0
24.05.1976 12:00,681106157.0
21.06.1976 12:00,828133854.0
13.09.1976 12:00,799207506.0
11.10.1976 12:00,792980379.0
08.11.1976 12:00,626833027.0
06.12.1976 12:00,436692073.0
03.01.1977 12:00,234504938.0
31.01.1977 12:00,197147573.0
28.02.1977 12:00,334470647.0
28.03.1977 12:00,491120393.0
25.04.1977 12:00,516068206.0
23.05.1977 12:00,698190610.0
20.06.1977 12:00,878925350.0
18.07.1977 12:00,946367795.0
15.08.1977 12:00,957317611.0
12.09.1977 12:00,931546121.0
10.10.1977 12:00,788608652.0
07.11.1977 12:00,720909366.0
05.12.1977 12:00,437609852.0
03.01.1978 12:00,340845508.0
30.01.1978 12:00,224497958.0
13.03.1978 12:00,267107425.0
28.03.1978 12:00,309730188.0
10.04.1978 12:00,383075575.0
08.05.1978 12:00,560926801.0
05.06.1978 12:00,778476930.0
03.07.1978 12:00,806800133.0
02.08.1978 12:00,904778775.0
28.08.1978 12:00,857717608.0
25.09.1978 12:00,853738319.0
23.10.1978 12:00,714048652.0
20.11.1978 12:00,578131316.0
18.12.1978 12:00,383965044.0
13.03.1979 12:00,298899773.0
10.04.1979 12:00,427488011.0
07.05.1979 12:00,531047577.0
05.06.1979 12:00,835561243.0
02.07.1979 12:00,856689274.0
30.07.1979 12:00,958277654.0
27.08.1979 12:00,897625905.0
24.09.1979 12:00,854516050.0
22.10.1979 12:00,799609540.0
19.11.1979 12:00,584324226.0
17.12.1979 12:00,459355011.0
04.02.1980 12:00,228869613.0
10.03.1980 12:00,309192168.0
08.04.1980 12:00,404704589.0
05.05.1980 12:00,550948510.0
27.05.1980 12:00,727607895.0
30.06.1980 12:00,794247486.0
28.07.1980 12:00,891250867.0
25.08.1980 12:00,919370487.0
22.09.1980 12:00,934756280.0
20.10.1980 12:00,753688943.0
10.11.1980 12:00,570804122.0
15.12.1980 12:00,320814727.0
12.01.1981 12:00,200822909.0
06.04.1981 12:00,438049114.0
05.05.1981 12:00,535367166.0
02.06.1981 12:00,775111252.0
29.06.1981 12:00,794135963.0
04.08.1981 12:00,886379832.0
21.09.1981 12:00,835076963.0
20.10.1981 12:00,746561727.0
16.11.1981 12:00,541365752.0
14.12.1981 12:00,390633286.0
15.03.1982 12:00,250980016.0
13.04.1982 12:00,437377731.0
07.06.1982 12:00,866070513.0
05.07.1982 12:00,852484492.0
10.08.1982 12:00,925819090.0
30.08.1982 12:00,910558691.0
04.10.1982 12:00,861924851.0
25.10.1982 12:00,759166761.0
22.11.1982 12:00,610324364.0
13.12.1982 12:00,516265653.0
17.01.1983 12:00,360348606.0
18.04.1983 12:00,492281482.0
24.05.1983 12:00,695839102.0
20.06.1983 12:00,823212339.0
11.07.1983 12:00,951586694.0
29.08.1983 12:00,998228070.0
26.09.1983 12:00,910341762.0
24.10.1983 12:00,789776758.0
21.11.1983 12:00,577820727.0
12.12.1983 12:00,408073385.0
10.01.1984 12:00,311396664.0
06.02.1984 12:00,239680959.0
05.03.1984 12:00,205777630.0
02.04.1984 12:00,348718052.0
30.04.1984 12:00,534598874.0
12.06.1984 12:00,768145608.0
02.07.1984 12:00,851703300.0
13.08.1984 12:00,880163901.0
10.09.1984 12:00,798858960.0
01.10.1984 12:00,816837298.0
05.11.1984 12:00,702613019.0
03.12.1984 12:00,557891943.0
11.03.1985 12:00,269269587.0
09.04.1985 12:00,444308934.0
06.05.1985 12:00,568844351.0
03.06.1985 12:00,775980759.0
01.07.1985 12:00,890108723.0
26.08.1985 12:00,993526810.0
23.09.1985 12:00,955502475.0
22.10.1985 12:00,822250629.0
18.11.1985 12:00,574487103.0
09.12.1985 12:00,426788975.0
13.01.1986 12:00,293645807.0
07.04.1986 12:00,327891450.0
05.05.1986 12:00,551117970.0
02.06.1986 12:00,677375542.0
30.06.1986 12:00,831659277.0
28.07.1986 12:00,858818357.0
25.08.1986 12:00,853115641.0
22.09.1986 12:00,801370228.0
20.10.1986 12:00,776271372.0
17.11.1986 12:00,605123031.0
15.12.1986 12:00,465072807.0
09.03.1987 12:00,232363220.0
13.04.1987 12:00,397085477.0
24.04.1987 12:00,496429403.0
04.05.1987 12:00,625590887.0
11.05.1987 12:00,606271069.0
25.05.1987 12:00,650009112.0
09.06.1987 12:00,723041222.0
06.07.1987 12:00,891672855.0
10.08.1987 12:00,857514634.0
07.09.1987 12:00,912307823.0
05.10.1987 12:00,810498244.0
02.11.1987 12:00,734374909.0
07.12.1987 12:00,510388985.0
04.01.1988 12:00,415075102.0
01.02.1988 12:00,348951104.0
29.02.1988 12:00,311625457.0
28.03.1988 12:00,380265153.0
27.04.1988 12:00,585175912.0
09.05.1988 12:00,665078087.0
25.05.1988 12:00,731922523.0
06.06.1988 12:00,766551134.0
20.06.1988 12:00,826269994.0
11.07.1988 12:00,893408943.0
15.08.1988 12:00,941004023.0
12.09.1988 12:00,930694348.0
03.10.1988 12:00,828716711.0
07.11.1988 12:00,655069872.0
05.12.1988 12:00,522065067.0
03.01.1989 12:00,392621296.0
30.01.1989 12:00,344499211.0
27.02.1989 12:00,331951709.0
28.03.1989 12:00,466788336.0
21.04.1989 12:00,576928691.0
22.05.1989 12:00,779965428.0
21.06.1989 12:00,907595321.0
17.07.1989 12:00,950855486.0
14.08.1989 12:00,1011936375.0
12.09.1989 12:00,936946255.0
16.10.1989 12:00,793666791.0
06.11.1989 12:00,740960103.0
04.12.1989 12:00,427856613.0
08.01.1990 12:00,339334661.0
05.02.1990 12:00,261074344.0
05.03.1990 12:00,333238176.0
02.04.1990 12:00,485560606.0
30.04.1990 12:00,590002765.0
25.06.1990 12:00,833967378.0
18.07.1990 12:00,922520282.0
20.08.1990 12:00,973867486.0
18.09.1990 12:00,928862688.0
15.10.1990 12:00,877597590.0
12.11.1990 12:00,664912935.0
10.12.1990 12:00,464593865.0
07.01.1991 12:00,348722322.0
28.01.1991 12:00,272437758.0
04.03.1991 12:00,260951073.0
25.03.1991 12:00,366678706.0
29.04.1991 12:00,554128468.0
27.05.1991 12:00,620892859.0
24.06.1991 12:00,797019783.0
22.07.1991 12:00,894564357.0
19.08.1991 12:00,924729813.0
16.09.1991 12:00,906705502.0
14.10.1991 12:00,747823324.0
11.11.1991 12:00,526302605.0
09.12.1991 12:00,421250848.0
06.01.1992 12:00,287467360.0
24.02.1992 12:00,221380753.0
30.03.1992 12:00,337638266.0
24.04.1992 12:00,535752074.0
15.05.1992 12:00,731688406.0
25.05.1992 12:00,800257731.0
22.06.1992 12:00,877405808.0
20.07.1992 12:00,917345284.0
17.08.1992 12:00,949445053.0
14.09.1992 12:00,884539241.0
12.10.1992 12:00,785213034.0
09.11.1992 12:00,598654105.0
07.12.1992 12:00,490169043.0
01.02.1993 12:00,259687611.0
01.03.1993 12:00,200328255.0
29.03.1993 12:00,295421459.0
28.04.1993 12:00,593448381.0
24.05.1993 12:00,727286932.0
21.06.1993 12:00,844313991.0
19.07.1993 12:00,861064632.0
16.08.1993 12:00,904211877.0
13.09.1993 12:00,835706585.0
04.10.1993 12:00,757909174.0
15.11.1993 12:00,558659096.0
06.12.1993 12:00,377258696.0
03.01.1994 12:00,326693180.0
31.01.1994 12:00,282357105.0
28.02.1994 12:00,259045498.0
28.03.1994 12:00,456016652.0
25.04.1994 12:00,549943097.0
25.05.1994 12:00,751783957.0
20.06.1994 12:00,812808767.0
11.07.1994 12:00,975299623.0
15.08.1994 12:00,1020723837.0
19.09.1994 12:00,879425297.0
10.10.1994 12:00,793804595.0
09.11.1994 12:00,713217112.0
05.12.1994 12:00,615829721.0
06.02.1995 12:00,297517208.0
06.03.1995 12:00,342914976.0
03.04.1995 12:00,413877884.0
02.05.1995 12:00,586621319.0
30.05.1995 12:00,766992553.0
26.06.1995 12:00,824353313.0
26.07.1995 12:00,950925817.0
21.08.1995 12:00,954399227.0
18.09.1995 12:00,855037879.0
16.10.1995 12:00,846790851.0
13.11.1995 12:00,669991279.0
13.12.1995 12:00,460092406.0
10.01.1996 12:00,326643179.0
05.02.1996 12:00,210699567.0
04.03.1996 12:00,206612263.0
01.04.1996 12:00,318890229.0
29.04.1996 12:00,525004502.0
29.05.1996 12:00,671650425.0
24.06.1996 12:00,822464108.0
22.07.1996 12:00,854967389.0
19.08.1996 12:00,913392528.0
23.09.1996 12:00,767655589.0
21.10.1996 12:00,690506038.0
11.11.1996 12:00,628875939.0
09.12.1996 12:00,427896647.0
03.03.1997 12:00,282354537.0
01.04.1997 12:00,449005593.0
28.04.1997 12:00,575392242.0
26.05.1997 12:00,770060783.0
23.06.1997 12:00,883805293.0
14.07.1997 12:00,941387346.0
11.08.1997 12:00,1001789090.0
04.09.1997 12:00,1012726443.0
13.10.1997 12:00,884222095.0
31.10.1997 12:00,686064221.0
08.12.1997 12:00,486748841.0
05.01.1998 12:00,387273818.0
02.02.1998 12:00,262920493.0
02.03.1998 12:00,304244216.0
06.04.1998 12:00,439785423.0
28.04.1998 12:00,538649518.0
25.05.1998 12:00,737695204.0
22.06.1998 12:00,875543193.0
21.07.1998 12:00,949305052.0
18.08.1998 12:00,1003998867.0
14.09.1998 12:00,880640894.0
12.10.1998 12:00,806745352.0
09.11.1998 12:00,653582073.0
07.12.1998 12:00,392686655.0
04.01.1999 12:00,289634834.0
03.02.1999 12:00,235244193.0
01.03.1999 12:00,207979597.0
29.03.1999 12:00,338797279.0
26.04.1999 12:00,539015672.0
25.05.1999 12:00,723153215.0
21.06.1999 12:00,827971210.0
19.07.1999 12:00,879943397.0
16.08.1999 12:00,896638053.0
06.09.1999 12:00,909326312.0
08.11.1999 12:00,671554684.0
06.12.1999 12:00,436241023.0
22.02.2000 12:00,262457649.0
20.03.2000 12:00,377397110.0
06.04.2000 12:00,476173667.0
15.05.2000 12:00,739021650.0
13.06.2000 12:00,843633306.0
10.07.2000 12:00,888650919.0
07.08.2000 12:00,884667831.0
06.09.2000 12:00,914978365.0
06.11.2000 12:00,703217773.0
13.12.2000 12:00,540389542.0
23.01.2001 12:00,346980612.0
19.02.2001 12:00,341569141.0
26.03.2001 12:00,479441881.0
24.04.2001 12:00,544195032.0
30.05.2001 12:00,853245341.0
25.06.2001 12:00,899415545.0
23.07.2001 12:00,933118721.0
27.08.2001 12:00,1019246686.0
24.09.2001 12:00,843294221.0
22.10.2001 12:00,831280361.0
19.11.2001 12:00,615368152.0
17.12.2001 12:00,413210498.0
28.01.2002 12:00,244674179.0
28.02.2002 12:00,319739350.0
25.03.2002 12:00,465901453.0
29.04.2002 12:00,652462069.0
27.05.2002 12:00,775436823.0
25.06.2002 12:00,944036062.0
22.07.2002 12:00,962434740.0
26.08.2002 12:00,984323287.0
23.09.2002 12:00,927016649.0
21.10.2002 12:00,778176713.0
18.11.2002 12:00,653397574.0
16.12.2002 12:00,502965791.0
20.01.2003 12:00,337530272.0
10.03.2003 12:00,292365557.0
14.04.2003 12:00,469045697.0
19.05.2003 12:00,718828337.0
30.06.2003 12:00,962011655.0
11.07.2003 12:00,941401821.0
21.07.2003 12:00,945433176.0
13.08.2003 12:00,1006903425.0
16.09.2003 12:00,887837666.0
20.10.2003 12:00,716679562.0
17.11.2003 12:00,566427680.0
11.12.2003 12:00,468988021.0
26.01.2004 12:00,294731643.0
16.02.2004 12:00,273586971.0
08.03.2004 12:00,268485307.0
14.04.2004 12:00,460751345.0
18.05.2004 12:00,694570388.0
21.06.2004 12:00,800933558.0
19.07.2004 12:00,885308474.0
16.08.2004 12:00,923398686.0
20.09.2004 12:00,884431724.0
18.10.2004 12:00,766597332.0
15.11.2004 12:00,624357194.0
13.12.2004 12:00,463229561.0
31.01.2005 12:00,228366691.0
21.02.2005 12:00,219988332.0
15.03.2005 12:00,238920760.0
19.04.2005 12:00,517541456.0
23.05.2005 12:00,707902408.0
20.06.2005 12:00,836739349.0
18.07.2005 12:00,912425182.0
22.08.2005 12:00,888643593.0
19.09.2005 12:00,845853342.0
17.10.2005 12:00,782951712.0
14.11.2005 12:00,685809124.0
12.12.2005 12:00,417682138.0
27.02.2006 12:00,221748075.0
20.03.2006 12:00,232401080.0
18.04.2006 12:00,471734506.0
15.05.2006 12:00,641994179.0
12.06.2006 12:00,745413502.0
10.07.2006 12:00,927263112.0
14.08.2006 12:00,867850118.0
12.09.2006 12:00,893977819.0
16.10.2006 12:00,842916282.0
06.11.2006 12:00,737531031.0
04.12.2006 12:00,607051061.0
22.01.2007 12:00,443446525.0
12.02.2007 12:00,366451854.0
12.03.2007 12:00,437757180.0
10.04.2007 12:00,550790867.0
14.05.2007 12:00,776873173.0
11.06.2007 12:00,886637334.0
09.07.2007 12:00,910853207.0
06.08.2007 12:00,995582074.0
11.09.2007 12:00,945387991.0
08.10.2007 12:00,894502778.0
05.11.2007 12:00,701227558.0
05.12.2007 12:00,483129329.0
14.01.2008 12:00,292076147.0
11.02.2008 12:00,282866051.0
10.03.2008 12:00,359750907.0
15.04.2008 12:00,507104576.0
13.05.2008 12:00,736213660.0
09.06.2008 12:00,807888045.0
14.07.2008 12:00,917476818.0
11.08.2008 12:00,968890618.0
15.09.2008 12:00,922177352.0
13.10.2008 12:00,807952348.0
10.11.2008 12:00,683772198.0
08.12.2008 12:00,485128494.0
09.02.2009 12:00,206876903.0
02.03.2009 12:00,212676885.0
06.04.2009 12:00,398264826.0
11.05.2009 12:00,643368573.0
15.06.2009 12:00,846923338.0
13.07.2009 12:00,898581846.0
07.09.2009 12:00,975104883.0
19.10.2009 12:00,822926841.0
09.11.2009 12:00,687840833.0
07.12.2009 12:00,540465096.0
11.01.2010 12:00,276894602.0
08.02.2010 12:00,186052205.0
10.03.2010 12:00,205250466.0
12.04.2010 12:00,438092617.0
10.05.2010 12:00,577006560.0
14.06.2010 12:00,787135379.0
12.07.2010 12:00,886410986.0
09.08.2010 12:00,906629389.0
15.09.2010 12:00,907606030.0
18.10.2010 12:00,755290091.0
08.11.2010 12:00,653194625.0
07.12.2010 12:00,475687707.0
10.01.2011 12:00,302128682.0
14.02.2011 12:00,264485135.0
07.03.2011 12:00,286207996.0
05.04.2011 12:00,434000734.0
06.06.2011 12:00,815190862.0
11.07.2011 12:00,955066678.0
15.08.2011 12:00,924637289.0
14.09.2011 12:00,966705504.0
10.10.2011 12:00,866198852.0
07.11.2011 12:00,722323325.0
12.12.2011 12:00,537018744.0
09.01.2012 12:00,386635157.0
05.03.2012 12:00,270067019.0
02.04.2012 12:00,436153188.0
