date,depth,salinity [g kg-1]
05.01.1976 12:00,0.0,0.361
05.01.1976 12:00,1.0,0.366
05.01.1976 12:00,2.5,0.363
05.01.1976 12:00,5.0,0.366
05.01.1976 12:00,10.0,0.366
05.01.1976 12:00,15.0,0.363
05.01.1976 12:00,20.0,0.366
05.01.1976 12:00,25.0,0.366
05.01.1976 12:00,30.0,0.365
01.03.1976 12:00,0.0,0.367
01.03.1976 12:00,1.0,0.367
01.03.1976 12:00,2.5,0.367
01.03.1976 12:00,5.0,0.367
01.03.1976 12:00,10.0,0.368
01.03.1976 12:00,15.0,0.376
01.03.1976 12:00,20.0,0.381
01.03.1976 12:00,25.0,0.383
01.03.1976 12:00,30.0,0.385
29.03.1976 12:00,0.0,0.366
29.03.1976 12:00,1.0,0.366
29.03.1976 12:00,2.5,0.366
29.03.1976 12:00,5.0,0.366
29.03.1976 12:00,10.0,0.367
29.03.1976 12:00,15.0,0.367
29.03.1976 12:00,20.0,0.369
29.03.1976 12:00,22.5,0.369
29.03.1976 12:00,25.0,0.369
29.03.1976 12:00,27.5,0.377
29.03.1976 12:00,30.0,0.389
26.04.1976 12:00,0.0,0.352
26.04.1976 12:00,1.0,0.352
26.04.1976 12:00,2.5,0.352
26.04.1976 12:00,5.0,0.36
26.04.1976 12:00,10.0,0.367
26.04.1976 12:00,15.0,0.37
26.04.1976 12:00,20.0,0.367
26.04.1976 12:00,22.5,0.368
26.04.1976 12:00,25.0,0.369
26.04.1976 12:00,27.5,0.37
26.04.1976 12:00,30.0,0.385
24.05.1976 12:00,0.0,0.344
24.05.1976 12:00,1.0,0.345
24.05.1976 12:00,2.5,0.345
24.05.1976 12:00,5.0,0.356
24.05.1976 12:00,10.0,0.367
24.05.1976 12:00,15.0,0.366
24.05.1976 12:00,20.0,0.366
24.05.1976 12:00,22.5,0.368
24.05.1976 12:00,25.0,0.37
24.05.1976 12:00,27.5,0.371
24.05.1976 12:00,30.0,0.374
21.06.1976 12:00,0.0,0.311
21.06.1976 12:00,1.0,0.309
21.06.1976 12:00,2.5,0.323
21.06.1976 12:00,5.0,0.359
21.06.1976 12:00,10.0,0.376
