date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-11 12:00:00,0.02,16.6,11.32,8.48,9.45,8.1467,2.9,277.0,,0.08,1.57,1.17,0.003,0.052,8.2,,11.2,,,,5.3,
2011-02-16 12:00:00,0.02,15.3,5.74,5.29,5.68,5.7535,2.5,224.0,,0.079,1.59,1.21,0.002,0.055,8.1,,10.4,,,,5.4,
2011-03-17 12:00:00,0.02,17.8,5.46,4.94,5.12,5.0955,2.95,289.0,,0.079,2.03,1.66,0.003,0.052,8.2,,10.5,,,,6.2,
2011-04-29 12:00:00,0.03,18.8,4.82,4.28,4.51,4.6024,3.1,279.0,,0.083,1.9,1.37,0.004,0.029,8.3,,10.0,,,,14.2,
2011-05-14 12:00:00,0.04,19.4,4.93,3.37,4.22,4.5514,3.4,266.0,,0.113,1.7,1.58,0.006,0.054,8.3,,9.9,,,,18.9,
2011-06-19 12:00:00,0.168,18.7,6.76,4.11,5.21,4.5644,3.8,273.0,,0.116,2.1,1.5,0.009,0.048,8.3,,9.6,,,,19.1,
2011-07-18 12:00:00,0.06,13.7,14.01,10.54,11.92,11.533,3.9,240.0,,0.092,1.7,0.88,0.005,0.025,8.3,,9.4,,,,21.1,
2011-08-23 12:00:00,0.03,13.3,8.97,8.37,8.68,8.6318,3.1,221.0,,0.062,1.8,0.83,0.003,0.006,8.3,,9.0,,,,25.4,
2011-09-21 12:00:00,0.019,13.6,8.96,8.37,8.6,8.4117,2.8,234.0,,0.05,2.07,0.99,0.003,0.011,8.3,,10.0,,,,19.1,
2011-10-20 12:00:00,0.187,20.6,8.86,5.76,6.88,6.6436,3.1,272.0,,0.095,3.04,1.82,0.009,0.035,8.2,,10.3,,,,14.4,
2011-11-18 12:00:00,0.032,19.8,4.76,3.96,4.44,4.3804,2.7,276.0,,0.032,2.84,1.98,0.003,0.012,8.2,,11.3,,,,10.2,
2011-12-17 12:00:00,0.06,26.3,5.88,3.55,4.48,4.6704,3.2,334.0,,,4.53,3.1,0.013,0.064,8.2,,10.7,,,,7.8,
2012-01-16 08:00:00,0.01,13.1,9.46,9.04,9.26,8.8908,2.3,254.0,,0.049,1.49,0.92,0.002,0.029,8.2,,12.3,,,,4.8,
2012-02-14 07:45:00,0.02,19.1,6.03,5.43,5.7,5.6825,2.6,289.0,,0.072,3.44,1.49,0.002,0.03,8.0,,12.4,,,,2.8,
2012-03-14 07:50:00,0.03,19.3,5.18,4.81,4.96,4.8294,2.8,280.0,,0.072,1.95,1.41,0.006,0.047,8.3,,10.9,,,,6.7,
2012-04-19 07:50:00,0.02,14.8,8.28,7.68,8.02,8.0187,2.6,273.0,,0.08,1.63,1.14,0.009,0.035,8.4,,10.5,,,,8.2,
