date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-18 08:15:00,0.057,12.4,,,,1154.5345,1.7,369.0,368.0,0.03,1.6,1.68,0.011,0.016,8.2,8.14,12.7,12.525,102.9241,,5.76,5.72
2011-02-15 08:15:00,0.053,16.0,,,,524.0372,1.7,410.0,409.8,0.029,1.9,1.71,0.013,0.013,8.2,8.16,12.5,12.545,104.2521,,6.16,6.16
2011-03-15 08:00:00,0.063,19.7,,,,492.9022,1.7,421.0,421.0,0.034,1.9,1.74,0.015,0.01,8.2,8.15,12.3,12.27,105.7527,,7.63,7.61
2011-04-12 08:15:00,0.058,13.2,,,,582.3248,1.6,382.0,382.5,0.03,1.6,1.31,0.015,0.011,8.1,8.09,10.2,10.24,102.0168,,13.8,13.76
2011-05-10 08:15:00,0.07,16.2,,,,435.6432,1.9,388.0,388.0,0.045,1.6,1.38,0.017,0.02,7.9,7.955,8.9,9.165,99.2659,,17.7,17.67
2011-06-07 08:11:00,0.04,11.8,,,,705.6303,1.6,352.0,350.5,0.036,1.4,1.19,0.017,0.02,8.0,7.9,8.5,8.339,92.5259,,18.9,18.86
2011-07-05 08:30:00,0.041,9.42,,,,944.8124,1.7,316.0,316.0,0.039,1.1,0.924,0.012,0.011,8.1,8.03,8.3,8.38,95.495,,20.2,20.21
2011-08-16 08:10:00,0.019,9.3,,,,1281.2426,1.6,310.0,311.8,0.046,1.0,0.83,0.008,0.007,8.1,8.05,8.5,8.85,101.1458,,20.5,20.36
2011-09-13 08:20:00,0.038,10.6,,,,826.4064,1.7,317.0,319.0,0.032,1.0,0.869,0.009,0.01,8.0,7.97,8.1,8.16,94.1116,,20.9,20.83
2011-10-11 08:15:00,0.044,8.55,,,,1698.7043,2.2,314.0,315.0,0.11,1.4,1.06,0.014,0.013,8.0,8.04,10.5,10.53,108.5378,,15.3,15.315
2011-11-08 08:15:00,0.045,12.8,,,,559.4203,1.7,357.0,357.5,0.034,1.3,1.11,0.014,0.013,8.1,8.065,10.0,10.095,98.3398,,12.8,12.76
2011-12-06 08:23:00,0.061,14.2,,,,650.4411,1.7,367.0,363.75,0.052,1.8,1.52,0.023,0.025,8.1,8.07,10.1,10.507,95.2319,,9.72,9.67
2012-01-17 08:24:00,0.043,13.0,,,,884.5572,1.5,378.0,379.6,0.026,1.8,1.53,0.014,0.016,8.4,8.22,12.7,12.716,101.9131,,4.78,4.75
2012-02-14 08:30:00,0.064,14.3,,,,667.7473,1.5,399.0,397.0,0.026,1.6,1.59,0.01,0.011,8.2,8.24,13.8,13.82,103.3522,,2.15,2.13
2012-03-13 08:30:00,0.026,14.1,,,,695.2503,1.7,389.0,389.0,0.017,1.4,1.46,0.008,0.003,8.3,8.31,12.8,12.78,107.5586,,6.68,6.66
2012-04-10 08:20:00,0.045,11.6,,,,905.7044,1.8,358.0,358.8,0.032,1.5,1.36,0.012,0.008,8.2,8.19,11.2,11.29,100.3203,,8.81,8.85
2012-05-08 08:45:00,0.028,8.92,,,,1284.5856,1.6,334.0,335.2,0.038,1.2,1.09,0.011,0.009,8.1,8.125,10.9,10.8,105.6011,,12.9,12.925
2012-06-05 08:00:00,0.048,8.79,,,,1590.0047,1.6,325.0,325.0,0.052,1.3,1.11,0.014,0.018,8.1,8.03,10.9,10.03,105.5793,,16.3,16.3
2012-07-03 08:30:00,0.053,7.78,,,,1768.7318,1.7,305.0,306.0,0.057,1.1,1.15,0.016,0.022,8.0,7.95,9.6,9.58,106.6789,,19.1,19.04
2012-08-14 08:00:00,0.027,9.2,,,,748.3983,1.4,299.0,300.2,0.022,0.91,0.934,0.009,0.011,7.9,7.92,7.9,7.85,93.011,,22.3,22.25
2012-09-11 07:40:00,0.026,9.56,,,,897.9774,1.5,305.0,305.8,0.021,0.97,0.913,0.008,0.011,8.0,7.93,9.1,8.5,96.8058,,20.1,20.18
