date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-04 10:30:00,0.283,2.43,,,,2.8641,0.541,346.0,,0.009,1.07,0.649,0.007,<0.005,8.4,,13.9,,,,0.2,0.82
2011-02-02 10:00:00,0.067,2.46,,,,2.6804,0.498,342.0,,0.012,0.974,0.813,0.006,<0.005,8.5,,12.6,,,,1.3,1.25
2011-03-03 11:30:00,0.311,3.91,,,,2.4673,0.736,348.0,,0.011,1.37,0.959,0.01,<0.005,8.6,,12.7,,,,3.9,3.76
2011-04-11 13:15:00,0.099,0.817,,,,13.4554,0.587,268.0,,0.042,0.523,0.398,<0.005,<0.005,8.3,,10.6,,,,9.2,9.22
2011-05-03 10:05:00,0.047,0.993,,,,11.8681,0.619,242.0,,0.018,0.5,0.368,<0.005,<0.005,8.4,,11.6,,,,7.5,6.815
2011-06-08 10:30:00,0.015,<0.5,,,,30.2185,0.363,169.0,,0.112,0.473,0.286,<0.005,<0.005,8.3,,11.3,,,,8.2,7.63
2011-07-07 12:30:00,0.016,<0.5,,,,28.482,0.333,162.0,,0.133,0.414,0.263,<0.005,<0.005,8.3,,12.0,,,,11.5,9.79
2011-08-08 12:15:00,<0.01,<0.5,,,,36.1954,0.318,167.0,,0.296,0.414,0.23,<0.005,<0.005,8.3,,11.3,,,,9.0,7.995
2011-09-06 11:00:00,<0.01,<0.5,,,,35.4119,0.26,177.0,,0.338,0.306,0.236,<0.005,<0.005,8.4,,11.3,,,,6.8,6.36
2011-10-05 10:25:00,<0.01,0.78,,,,9.5322,0.272,203.0,,0.023,0.38,0.281,<0.005,<0.005,8.4,,11.4,,,,6.1,6.365
2011-11-09 13:05:00,<0.01,1.05,,,,6.052,0.347,288.0,,0.088,0.576,0.411,<0.005,<0.005,8.3,,11.1,,,,7.3,6.075
2011-12-05 13:00:00,<0.01,2.7,,,,4.2028,0.823,306.0,,0.038,0.729,0.608,0.006,<0.005,8.4,,12.1,,,,6.0,5.82
2012-01-04 10:00:00,0.109,6.05,,,,11.1125,0.974,330.0,,0.105,0.93,0.643,<0.005,<0.005,8.3,,14.5,,,,4.4,4.64
2012-02-02 10:10:00,0.064,3.81,,,,3.6192,0.58,361.0,,0.007,1.1,0.929,0.005,<0.005,8.3,,12.6,,,,1.7,2.25
2012-03-05 12:20:00,0.048,4.44,,,,10.399,1.32,320.0,,0.031,0.916,0.708,<0.005,<0.005,8.4,,12.0,,,,4.4,4.32
2012-04-03 12:00:00,0.013,1.67,,,,19.1355,0.87,297.0,,0.052,0.606,0.491,<0.005,<0.005,8.3,,11.7,,,,6.9,7.28
2012-05-09 10:00:00,<0.01,0.671,,,,32.2484,0.729,239.0,,0.047,0.431,0.329,<0.005,<0.005,8.3,,14.4,,,,8.1,7.46
2012-06-07 10:10:00,<0.01,<0.5,,,,38.1918,0.32,195.0,,0.146,0.463,0.267,<0.005,<0.005,8.3,,11.5,,,,8.2,7.83
2012-07-02 12:25:00,0.036,<0.5,,,,120.8645,0.513,141.0,,1.46,0.711,0.19,<0.005,<0.005,8.4,,11.4,,,,8.5,7.175
2012-08-07 13:25:00,0.02,<0.5,,,,40.0496,0.342,160.0,,0.114,0.347,0.206,<0.005,<0.005,8.2,,11.4,,,,9.5,8.82
2012-09-05 10:05:00,0.014,0.526,,,,27.7614,0.376,191.0,,0.037,0.338,0.244,<0.005,<0.005,8.1,,11.6,,,,8.7,7.505
2012-10-04 10:00:00,<0.01,0.747,,,,9.7738,0.375,225.0,,0.019,0.452,0.302,<0.005,<0.005,8.3,,11.0,,,,7.6,6.84
2012-11-12 13:20:00,<0.01,0.894,,,,10.5685,0.782,279.0,,0.023,0.451,0.35,<0.005,<0.005,8.3,,11.8,,,,7.2,6.8
2012-12-11 13:30:00,<0.01,2.51,,,,3.328,0.458,323.0,,0.009,0.514,0.507,<0.005,<0.005,8.5,,13.2,,,,2.6,2.66
2013-01-08 10:45:00,0.015,2.13,,,,4.2637,0.55,333.0,,<0.005,0.76,0.674,0.009,<0.005,8.4,,12.7,,,,2.9,3.125
2013-02-06 11:00:00,0.024,5.75,,,,4.1186,0.84,340.0,,0.152,1.4,0.685,<0.005,<0.005,8.4,,12.5,,,,2.4,2.66
2013-03-07 11:20:00,0.026,3.43,,,,3.6416,0.95,331.0,,0.012,0.85,0.699,<0.005,<0.005,8.5,,12.7,,,,5.5,5.19
2013-04-02 11:15:00,<0.01,4.03,,,,3.9298,0.8,351.0,,0.006,0.86,0.772,0.005,<0.005,8.5,,12.3,,,,5.0,5.705
2013-05-01 11:30:00,0.011,0.59,,,,34.06,0.66,232.0,,0.041,0.52,0.369,<0.005,<0.005,8.2,,11.3,,,,9.2,8.08
2013-06-04 11:10:00,<0.01,0.87,,,,30.5362,0.56,235.0,,0.022,0.56,0.368,<0.005,<0.005,8.3,,11.2,,,,9.9,8.1
2013-07-01 11:50:00,<0.01,0.61,,,,25.4007,0.4,216.0,,0.016,0.38,0.315,<0.005,<0.005,8.2,,11.2,,,,9.7,9.52
2013-08-06 12:20:00,0.015,0.53,,,,48.5877,0.3,144.4,,0.18,0.61,0.206,<0.005,<0.005,8.4,,10.8,,,,11.6,9.15
2013-09-04 11:30:00,0.017,0.61,,,,20.0296,<0.25,166.0,,0.035,0.28,0.244,<0.005,<0.005,8.2,,11.5,,,,9.1,7.78
2013-10-03 11:10:00,<0.01,0.71,,,,14.4333,0.33,206.0,,0.017,0.39,0.283,<0.005,<0.005,8.0,,11.6,,,,8.3,7.81
2013-11-04 12:15:00,0.011,0.99,,,,10.2239,0.62,270.0,,0.01,0.47,0.334,<0.005,<0.005,8.3,,11.1,,,,6.5,6.195
2013-12-10 11:20:00,<0.01,1.45,,,,4.2485,0.44,321.0,,0.005,0.6,0.478,<0.005,<0.005,8.4,,13.1,,,,1.6,2.02
2014-01-07 10:30:00,0.1,3,,,,4.2729,0.64,334.0,,<0.005,1.04,0.654,0.01,<0.005,8.3,,12.4,,,,3.9,3.92
