date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-12 09:00:00,0.041,2.54,21.0,7.5,12.5,13.0298,1.38,251.0,,0.017,,0.641,0.006,0.003,8.4,,,,,,4.6,4.48
2011-02-09 07:30:00,0.159,5.77,20.37,3.41,5.95,2.2561,1.37,302.0,,0.018,,1.47,0.019,0.014,8.3,,,,,,1.8,2.37
2011-03-08 06:45:00,0.069,5.88,18.93,4.54,6.36,3.1052,1.6,304.0,,0.013,,1.27,0.012,0.003,8.0,,,,,,2.9,3.475
2011-04-12 11:45:00,0.063,0.75,73.2,3.15,25.3,28.7367,0.53,182.0,,0.011,,0.417,0.005,0.002,8.5,,,,,,7.3,7.0
2011-05-03 08:50:00,0.218,<0.5,29.03,2.81,14.13,30.5988,1.32,183.0,,0.068,,0.389,0.006,0.034,8.2,,,,,,7.3,6.96
2011-06-15 09:20:00,<0.016,0.543,28.81,4.35,17.1,22.5524,0.78,202.0,,0.006,,0.349,0.001,0.002,8.2,,,,,,8.1,8.4
2011-07-05 07:00:00,0.025,4.25,30.02,7.52,17.2,7.5135,1.78,227.0,,0.016,,0.71,0.008,0.003,8.3,,,,,,14.8,14.97
2011-08-17 08:00:00,0.166,1.21,29.96,3.5,15.64,26.7466,1.7,227.0,,0.023,,0.366,0.003,0.021,8.1,,,,,,9.9,8.94
2011-09-14 08:40:00,0.028,3.58,27.71,6.46,11.58,5.6003,1.74,266.0,,0.02,,0.695,0.012,0.01,8.2,,,,,,14.2,14.15
2011-10-11 08:00:00,0.026,0.88,274.79,60.0,161.05,80.8579,1.29,197.0,,0.23,,0.364,0.002,0.002,8.3,,,,,,7.7,7.7
2011-11-08 08:30:00,<0.016,0.69,17.37,3.11,6.16,7.5525,0.59,226.0,,0.004,,0.327,0.01,0.002,8.3,,,,,,8.3,8.25
2011-12-02 09:15:00,0.037,3.21,2.25,1.7,2.1,1.4751,0.88,282.0,,0.005,,1.07,0.012,0.002,8.2,,,,,,0.9,4.155
2012-01-10 07:50:00,0.031,5.6,19.26,6.9,10.94,9.0785,1.7,302.0,,0.029,,0.99,0.012,0.009,8.2,,,,,,3.0,4.9
2012-02-14 07:50:00,0.1,6.5,4.62,1.12,2.41,1.5981,1.6,311.0,,0.019,,1.4,0.012,0.007,8.1,,,,,,1.0,1.71
2012-03-13 07:50:00,0.039,6.3,15.74,3.82,6.64,4.1072,1.6,294.0,,0.019,,1.1,0.006,0.006,8.2,,,,,,0.0,4.98
2012-04-10 07:50:00,0.016,4.3,27.1,4.3,14.8,22.9194,1.4,270.0,,0.017,,0.81,0.006,0.003,8.2,,,,,,6.5,6.18
2012-05-03 07:50:00,0.016,<0.5,53.0,26.9,38.3,35.8241,0.6,308.0,,0.012,,0.36,<0.001,0.004,8.2,,,,,,6.3,6.5
2012-06-12 07:50:00,0.07,0.5,92.3,20.0,60.51,59.2026,0.8,171.0,,0.05,,0.27,0.003,0.016,8.2,,,,,,7.1,7.48
2012-07-10 07:50:00,0.016,<0.5,41.43,28.2,35.39,30.0178,<0.2,185.0,,0.008,,0.27,0.005,0.002,8.2,,,,,,8.4,8.36
2012-08-06 07:50:00,<0.016,1,39.0,14.8,28.0,20.3332,1.8,212.0,,0.018,,0.41,<0.001,0.006,8.2,,,,,,9.9,8.69
2012-09-10 07:50:00,0.016,2.3,31.3,3.0,16.5,14.2119,1.4,244.0,,0.009,,0.63,0.005,<0.002,8.3,,,,,,10.7,9.73
2012-10-02 07:50:00,0.039,1.6,28.0,9.8,15.8,16.234,1,231.0,,0.007,,0.54,0.005,<0.002,8.4,,,,,,10.2,9.89
2012-11-12 07:50:00,0.031,2.5,31.0,3.0,20.0,8.0025,1.3,253.0,,0.016,,0.63,0.01,0.005,8.3,,,,,,7.85,7.64
2012-12-11 07:50:00,0.047,11.7,16.1,2.2,7.8,6.7724,1.3,294.0,,0.018,,0.88,0.013,0.005,8.0,,,,,,2.7,2.64
2013-01-09 07:50:00,<0.016,4.7,17.6,1.9,9.8,6.8354,1.9,276.0,,0.021,,1.1,0.002,0.005,8.3,,,,,,3.8,3.76
2013-02-12 07:50:00,0.062,9.3,17.2,7.0,9.5,6.3544,1.6,293.0,,0.011,,1.1,0.009,0.008,8.0,,,,,,2.8,2.75
2013-03-12 07:50:00,0.023,6.9,33.6,7.7,16.0,6.6124,1.9,283.0,,0.017,,1.2,0.007,0.002,8.1,,,,,,5.2,5.16
2013-04-09 08:30:00,0.086,8,17.68,4.9,6.01,3.7652,1.4,289.0,,0.032,,1.2,0.011,0.011,8.4,,,,,,6.0,6.18
2013-05-01 07:50:00,0.016,<0.5,94.02,42.0,57.35,50.274,0.9,165.0,,0.025,,0.38,0.001,0.002,8.8,,,,,,7.7,6.77
2013-06-11 07:50:00,0.023,<0.5,52.5,46.1,49.2,52.8462,1.1,155.0,,0.021,,0.27,0.001,0.002,8.6,,,,,,8.6,7.13
2013-07-08 07:50:00,0.023,<0.5,33.2,24.8,28.0,33.322,0.6,168.0,,0.009,,0.29,0.003,<0.002,8.5,,,,,,8.7,8.0
2013-08-13 09:00:00,<0.016,1.2,25.1,5.0,14.0,14.6559,0.6,209.0,,0.009,,0.43,0.011,<0.002,8.1,,,,,,11.8,9.86
