date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-31 08:20:00,0.159,8.72,,,1.3,1.4174,2.98,459.0,,0.016,,2.2,0.024,0.01,8.3,,,,,,,4.12
2011-02-07 08:30:00,0.236,12.8,,,0.31,0.9793,2.52,500.0,,0.018,,2.58,0.032,0.013,8.3,,,,,,,3.27
2011-03-07 08:15:00,0.338,12.6,,,0.33,1.2838,2.74,419.0,,0.025,,2.61,0.02,0.01,8.3,,,,,,,4.3
2011-04-04 08:20:00,0.151,4.52,,,5.36,4.6593,3.37,319.0,,0.042,,0.89,0.015,0.012,8.3,,,,,,,8.21
2011-05-02 09:00:00,0.024,17.9,,,0.93,0.6022,2.93,507.0,,0.033,,2.95,0.026,0.01,8.4,,,,,,,10.74
2011-06-06 08:30:00,0.033,12.8,,,0.49,0.5642,3.3,420.0,,0.054,,2.31,0.032,0.023,8.5,,,,,,,13.77
2011-07-04 08:25:00,0.166,16.0,,,2.97,0.3241,4.1,470.0,,0.033,,2.22,0.133,0.021,8.3,,,,,,,13.14
2011-08-02 11:30:00,<0.01,10.1,,,0.87,0.7542,3.44,422.0,,0.016,,1.43,0.012,<0.01,8.5,,,,,,,12.9
2011-09-05 08:35:00,0.049,6.85,,,0.27,3.4619,3.83,383.0,,0.14,,1.46,0.016,0.033,8.4,,,,,,,11.64
2011-10-03 08:45:00,0.022,18.0,,,1.37,0.3246,3.61,489.0,,0.017,,2.85,<0.01,<0.01,8.3,,,,,,,12.145
2011-11-07 08:40:00,0.028,10.2,,,0.79,0.9002,3.15,455.0,,0.016,,1.71,<0.01,<0.01,8.4,,,,,,9.0,8.78
2011-12-05 08:25:00,0.015,,,,0.42,16.0818,3.28,405.0,,0.232,,1.23,<0.01,0.02,8.4,,,,,,8.0,7.865
2012-01-16 08:10:00,0.078,6.91,,,3.99,4.0791,2.39,438.0,,0.015,,1.8,0.011,0.01,8.5,,,,,,5.0,5.07
2012-02-06 08:45:00,0.171,8.76,,,1.2,2.7517,2.85,454.0,,0.017,,1.89,0.015,<0.01,8.5,,,,,,0.0,2.68
2012-03-05 08:40:00,0.047,6.51,,,12.3,8.2112,3.87,355.0,,0.027,,0.81,<0.01,<0.01,8.5,,,,,,7.0,6.66
2012-04-02 08:15:00,0.026,2.7,,,2.97,9.0039,3.31,321.0,,0.013,,0.53,<0.01,<0.01,8.4,,,,,,7.0,6.745
2012-05-07 09:20:00,0.021,2.64,,,2.63,9.1455,2.98,309.0,,0.019,,0.49,<0.01,<0.01,8.3,,,,,,6.2,7.66
2012-06-04 08:45:00,0.041,7.24,,,11.66,2.8033,3.32,406.0,,0.045,,1.77,0.024,0.019,8.3,,,,,,11.0,10.82
