date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-04 15:00:00,0.021,11.6,,,,9.6494,1.65,538.0,,0.025,3.58,3.53,0.009,0.015,8.3,,13.7,,,,3.8,
2011-02-02 14:45:00,<0.01,11.5,,,,8.0484,1.6,533.0,,0.031,3.71,3.62,0.007,0.016,8.4,,13.4,,,,4.7,
2011-03-03 08:15:00,0.013,11.8,,,,10.3588,2.1,512.0,,0.028,3.12,3.12,0.009,0.012,8.2,,12.4,,,,4.7,
2011-04-11 08:30:00,0.013,11.0,,,,8.0015,2.09,477.0,,0.026,2.85,2.73,0.009,0.013,8.2,,10.6,,,,11.0,
2011-05-03 15:25:00,0.139,12.6,,,,11.6273,2.47,,,0.062,3.49,3.01,0.024,0.022,8.3,,10.6,,,,13.9,
2011-06-08 15:10:00,0.075,11.2,,,,12.5642,2.8,446.0,,0.106,3.29,2.71,0.029,0.036,8.3,,9.8,,,,14.8,
2011-07-07 08:50:00,0.024,14.4,,,,5.5712,2.22,505.0,,0.045,3.51,3.2,0.009,0.03,8.1,,9.2,,,,17.2,
2011-08-08 09:00:00,0.015,6.35,,,,18.2765,3.11,401.0,,0.038,2.14,1.89,0.008,0.019,8.3,,9.7,,,,15.5,
2011-09-06 15:20:00,0.015,5.53,,,,16.8704,3.7,394.0,,0.039,1.87,1.66,0.005,0.018,8.4,,10.0,,,,16.2,
2011-10-05 15:45:00,0.031,15.2,,,,5.6708,2.92,529.0,,0.1,3.34,2.9,0.016,0.023,8.4,,10.7,,,,15.7,
2011-11-09 08:15:00,0.027,16.4,,,,5.0023,2.47,561.0,,0.071,3.81,3.81,0.014,0.058,8.1,,9.8,,,,11.3,
2011-12-05 09:15:00,0.2,13.6,,,,13.6008,3.23,450.0,,0.15,4.34,3.72,0.042,0.069,8.0,,10.6,,,,8.9,
2012-01-04 14:40:00,0.041,6.22,,,,67.0423,2.9,305.0,,0.225,2.18,1.4,0.008,0.044,8.3,,12.3,,,,5.5,
2012-02-02 15:30:00,0.039,13.7,,,,13.9022,1.72,516.0,,0.031,3.41,3.13,0.011,0.02,8.4,,13.1,,,,1.9,
2012-03-05 08:30:00,0.017,7.17,,,,22.6112,2.58,386.0,,0.022,2.38,1.99,0.007,0.005,8.3,,,,,,5.6,
2012-04-03 09:00:00,<0.01,6.83,,,,17.344,2.23,391.0,,0.02,2.01,1.73,0.006,<0.005,8.3,,,,,,9.1,
