date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-26 12:45:00,0.014,4.4,,,11.0,10.1759,<1.0,235.0,,<0.01,,<0.1,0.002,<0.01,8.0,,,,,,2.8,
2011-02-14 17:10:00,0.033,2.4,,,21.7,28.1548,<1.0,247.0,,<0.01,,0.4,0.002,<0.01,8.0,,,,,,3.0,
2011-03-27 14:20:00,0.206,5.3,,,11.9,9.4036,<1.0,450.0,,0.012,,0.79,0.008,<0.01,8.1,,,,,,7.4,
2011-04-26 18:55:00,0.038,2.9,,,15.7,23.6672,<1.0,414.0,,0.025,,0.52,<0.002,<0.01,7.9,,,,,,9.5,
2011-05-24 21:10:00,0.062,1.5,,,43.9,64.9009,<1.0,227.0,,2.69,,0.35,0.002,<0.01,8.4,,,,,,10.0,
2011-06-29 18:40:00,0.011,1.9,,,63.4,78.7441,<1.0,196.0,,<0.01,,0.26,<0.002,<0.01,8.1,,,,,,10.3,
2011-07-19 13:25:00,<0.01,1.2,,,116.0,125.4065,<1.0,209.0,,0.032,,0.13,<0.002,<0.01,8.3,,,,,,9.6,
2011-08-18 07:30:00,<0.01,2.5,,,65.7,99.5696,<1.0,336.0,,0.032,,0.52,0.002,<0.01,8.0,,,,,,11.7,
2011-09-27 10:25:00,0.018,1.2,,,92.4,125.5051,<1.0,253.0,,0.058,,0.18,<0.002,<0.01,8.2,,,,,,9.6,
2011-10-17 18:00:00,0.047,1.7,,,44.7,76.9537,<1.0,264.0,,0.022,,0.32,0.003,<0.01,7.9,,,,,,7.0,
2011-11-17 15:10:00,<0.01,3.2,,,21.7,14.2652,<1.0,385.0,,0.02,,0.44,0.003,<0.01,8.2,,,,,,4.4,
2011-12-13 15:00:00,<0.01,4.8,,,17.9,11.1075,<1.0,408.0,,<0.01,,0.52,0.003,<0.01,8.4,,,,,,4.1,
2012-01-18 15:10:00,0.046,4.8,,,9.48,9.6895,1.3,354.0,,<0.01,,0.89,0.003,<0.01,8.1,,,,,,2.8,
2012-02-12 09:30:00,0.064,6.7,,,8.79,9.029,<1.0,453.0,,<0.01,,0.63,0.004,<0.01,8.0,,,,,,0.6,
2012-03-20 13:40:00,<0.01,12.5,,,8.81,13.7535,<1.0,490.0,,0.016,,1.02,0.003,<0.01,8.6,,,,,,6.4,
2012-04-17 13:30:00,0.014,8.5,,,15.5,18.0127,<1.0,457.0,,0.03,,0.755,0.003,<0.01,8.3,,,,,,7.3,
2012-05-21 18:55:00,0.01,2.1,,,66.0,117.8429,<1.0,269.0,,<0.01,,0.78,<0.002,<0.01,8.3,,,,,,7.1,
2012-06-20 13:40:00,0.011,1.3,,,129.0,136.7144,<1.0,209.0,,0.015,,0.15,<0.002,<0.01,8.3,,,,,,9.5,
