date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-21 16:30:00,0.044,33.3,4.39,3.58,3.94,4.1589,2.1,696.0,,0.053,4.85,4.3,0.024,0.028,8.2,,15.5,,,,4.2,4.19
2011-02-23 17:00:00,0.034,44.2,2.47,1.37,1.9,1.817,2.4,742.0,,0.125,5.6,4.58,0.016,0.024,8.2,,15.2,,,,2.9,3.12
2011-03-24 16:37:00,0.016,29.1,2.85,1.3,1.88,2.0088,2.6,638.0,,0.063,4.74,4.22,0.016,0.008,8.4,,15.2,,,,9.3,9.358
2011-04-18 15:28:00,0.027,36,1.49,0.98,1.23,1.368,2.9,658.0,,0.11,5.55,4.64,0.018,0.011,8.3,,14.9,,,,12.7,12.566
2011-05-30 16:43:00,0.034,33.2,1.31,0.85,0.88,0.7983,3.1,677.0,,0.134,5.62,5.27,0.041,0.071,8.4,,10.6,,,,18.6,18.965
2011-07-04 16:55:00,0.078,33,1.28,0.86,0.97,0.852,2.8,656.0,,0.098,6.04,5.27,0.022,0.072,8.5,,9.4,,,,19.3,19.025
2011-07-17 14:00:00,0.029,21.8,4.58,1.85,2.84,3.3579,2.7,617.0,,0.076,4.2,3.7,0.008,0.046,8.4,,10.1,,,,15.9,15.97
2011-08-23 10:00:00,0.079,30.5,6.39,0.89,1.36,1.13,2.8,670.0,,0.073,5.26,4.3,0.016,0.05,8.2,,12.5,,,,18.4,19.78
2011-09-29 10:20:00,0.016,39.3,2.83,0.9,1.25,1.172,3.0,725.0,,0.131,5.59,5.13,0.012,0.063,8.3,,8.3,,,,14.2,14.4
2011-10-18 18:29:00,0.014,32.7,1.63,1.29,1.51,1.5362,2.8,684.0,,0.042,5.13,4.31,0.009,0.035,8.4,,10.4,,,,11.6,11.002
2011-11-24 15:45:00,0.021,20,0.99,0.85,0.87,0.804,3.1,789.0,,0.079,9.06,6.53,0.009,0.047,8.4,,12.7,,,,5.4,5.485
2011-12-15 11:15:00,0.028,12.9,9.54,5.32,6.7,6.6628,3.7,616.0,,0.088,4.86,3.87,0.013,0.065,8.4,,12.3,,,,7.2,6.995
