date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-18 10:45:00,<0.01,8.76,,,16.3,16.6774,1.4,498.0,,0.029,2.6,2.62,0.034,0.021,8.4,,11.8,,,,6.5,6.33
2011-02-15 10:45:00,<0.01,11.8,,,6.78,6.7783,1.3,498.0,,0.017,3.1,2.97,0.009,0.007,8.4,,12.1,,,,6.8,6.865
2011-03-15 10:40:00,<0.01,10.6,,,6.84,7.1533,1.5,476.0,,0.017,2.9,2.82,0.007,0.004,8.4,,12.0,,,,9.8,9.04
2011-04-12 14:55:00,0.015,12.4,,,6.36,6.746,1.8,465.0,,0.079,2.7,2.49,0.011,0.003,8.5,,11.7,,,,13.6,13.3
2011-05-10 09:50:00,0.013,14.2,,,3.77,3.8713,1.8,486.0,,0.024,3.4,3.16,0.013,0.005,8.4,,10.9,,,,16.4,15.31
2011-06-07 10:40:00,0.03,14.3,,,5.14,4.8164,2.8,481.0,,0.077,4.4,3.97,0.053,0.049,8.3,,10.3,,,,17.5,17.29
2011-07-05 10:15:00,0.015,14.0,,,3.48,3.6211,1.7,498.0,,0.03,2.8,2.72,0.007,0.015,8.3,,10.5,,,,17.3,16.705
2011-08-16 10:30:00,<0.01,10.8,,,7.8,7.3919,2.3,444.0,,0.047,2.7,2.37,0.011,0.025,8.5,,10.1,,,,17.4,17.27
2011-09-13 10:20:00,0.012,12.8,,,4.86,4.405,1.8,566.0,,0.032,3.0,2.93,0.006,0.018,8.1,,10.3,,,,17.0,16.02
2011-10-11 10:10:00,0.019,6.13,,,23.5,22.9964,3.3,491.0,,0.1,2.7,2.39,0.007,0.033,8.4,,10.3,,,,12.6,11.97
2011-11-08 10:40:00,<0.01,13.4,,,4.9,4.9134,1.6,522.0,,0.053,3.3,3.14,0.008,0.021,8.3,,11.2,,,,11.0,10.73
2011-12-06 10:40:00,0.051,7.28,,,22.3,20.4492,3.4,500.0,,0.13,3.3,2.86,0.017,0.038,8.4,,11.4,,,,7.4,7.4
2012-01-03 10:30:00,0.023,6.23,,,52.2,53.3048,2.5,478.0,,0.077,2.7,2.15,0.009,0.03,8.3,,11.7,,,,7.3,7.49
2012-02-14 10:40:00,0.023,12.2,,,8.36,8.3117,1.2,547.0,,0.025,2.8,3.0,0.026,0.015,8.4,,13.5,,,,1.6,1.5
2012-03-13 12:10:00,<0.01,10.2,,,10.3,10.7305,1.7,467.0,,0.018,2.3,2.5,0.012,0.003,8.3,,12.5,,,,8.9,8.35
2012-04-10 11:10:00,<0.01,10.1,,,9.15,8.9798,1.6,501.0,,0.025,2.6,2.6,0.013,0.016,7.6,,11.0,,,,9.1,8.89
2012-05-08 10:30:00,0.01,9.2,,,9.86,10.3808,1.5,481.0,,0.021,2.5,2.39,0.009,0.01,8.2,,11.0,,,,12.3,11.91
2012-06-05 10:20:00,0.043,12.4,,,6.39,6.9593,2.2,491.0,,0.053,2.9,2.65,0.034,0.035,8.2,,10.3,,,,14.6,14.5
2012-07-03 13:15:00,0.074,7.36,,,18.2,20.2339,3.1,485.0,,0.087,2.2,2.05,0.021,0.042,8.3,,9.6,,,,14.9,14.3
2012-08-14 10:00:00,0.013,12.4,,,4.35,4.4758,1.4,480.0,,0.019,2.7,2.82,0.007,0.007,8.1,,10.3,,,,18.2,17.23
2012-09-11 10:10:00,0.013,9.85,,,8.2,7.0644,1.5,504.0,,0.03,2.8,2.98,0.005,0.019,8.1,,9.8,,,,16.1,15.67
2012-10-09 10:00:00,0.16,9.59,,,24.3,18.7662,2.4,426.0,,0.11,2.5,2.51,0.014,0.05,8.2,,9.7,,,,13.2,12.61
2012-11-06 11:15:00,0.03,5.39,,,46.5,48.2139,2.4,505.0,,0.063,2.3,2.36,0.012,0.024,8.1,,11.2,,,,9.3,9.26
2012-12-03 11:35:00,0.028,7.78,,,30.3,31.6911,1.6,555.0,,0.033,2.5,2.77,0.013,0.021,8.1,,12.4,,,,6.2,6.51
2013-01-15 10:50:00,0.011,8.36,,,17.1,17.3976,1.3,522.0,,0.029,2.5,2.85,0.012,0.02,8.0,,12.4,,,,5.52,5.81
2013-02-12 10:35:00,0.011,14.5,,,22.6,22.8063,1.3,579.0,,0.029,2.3,2.32,0.011,0.017,8.1,,12.5,,,,5.0,5.545
2013-03-12 10:00:00,0.013,8.11,,,33.0,33.8269,1.9,474.0,,0.041,2.2,2.09,0.014,0.014,8.0,,11.8,,,,7.87,7.8
2013-04-09 14:20:00,<0.01,12.1,,,14.6,14.3966,1.7,479.0,,0.034,2.2,2.25,0.014,<0.003,8.1,,12.4,,,,7.8,8.02
2013-05-07 11:25:00,<0.01,8.7,,,16.2,15.5231,1.4,495.0,,0.019,2.0,2.01,0.008,0.009,8.2,,11.4,,,,13.0,12.335
2013-06-04 10:15:00,0.069,6.03,,,40.8,42.1118,1.6,498.0,,0.045,2.2,1.89,0.008,0.019,8.0,,11.0,,,,10.8,9.53
