date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-17 10:40:00,0.226,4.94,,,48.7,66.8557,0.87,256.0,,0.017,,0.85,0.055,0.008,7.7,,,,,,5.0,4.78
2011-02-21 10:35:00,0.144,4.39,,,43.0,58.3248,0.96,311.0,,0.012,,0.75,0.061,0.009,7.9,,,,,,6.3,5.515
2011-03-21 10:40:00,0.084,7.68,,,38.3,50.021,0.7,256.0,,0.013,,0.78,0.135,<0.005,7.9,,,,,,4.7,5.81
2011-04-18 10:55:00,<0.01,2.98,,,49.5,68.9596,0.59,276.0,,0.008,,0.82,0.08,<0.005,7.9,,,,,,7.1,8.115
2011-05-16 12:30:00,<0.01,5.51,,,67.0,96.1591,0.76,171.0,,0.006,,0.83,0.027,<0.005,7.8,,,,,,10.8,9.73
2011-06-14 08:20:00,0.01,6.69,,,57.9,57.2289,0.69,226.0,,0.007,,<0.65,0.002,<0.005,7.7,,,,,,9.8,11.0
2011-07-11 10:15:00,0.01,1.9,,,78.4,109.6928,1.07,171.0,,0.007,,0.66,0.002,<0.005,7.8,,,,,,13.0,13.685
2011-08-08 08:30:00,0.016,<1.0,,,250.0,316.8057,2.06,97.0,,,,0.808,<0.001,<0.005,7.3,,,,,,12.8,13.19
2011-09-05 13:00:00,0.047,2.18,,,109.0,114.4427,1.3,161.0,,,,<0.65,0.003,<0.005,7.8,,,,,,13.1,14.28
2011-10-03 09:20:00,<0.01,3.91,,,43.7,51.449,0.56,350.0,,,,0.915,0.002,<0.005,7.9,,,,,,10.5,11.68
2011-11-14 11:15:00,0.15,5.12,,,63.9,96.1591,0.72,240.0,,,,0.801,0.011,<0.005,7.7,,,,,,5.8,6.79
2011-12-12 12:00:00,0.624,4.21,,,25.6,30.8194,0.66,275.0,,0.008,,1.02,0.019,<0.005,7.8,,,,,,5.1,6.38
2012-01-16 12:20:00,0.571,5.6,33.49,19.24,24.8,29.9234,0.7,365.0,,0.01,,0.807,0.016,<0.005,7.9,,,,,,3.8,3.17
2012-02-13 12:10:00,0.509,8.6,36.33,16.74,26.1,36.8213,0.6,357.0,,0.009,,0.669,0.019,0.008,7.9,,,,,,4.5,2.87
2012-03-12 12:00:00,0.558,5.3,29.57,20.77,25.2,31.4824,0.9,348.0,,0.016,,0.855,0.021,0.006,8.3,,,,,,9.0,7.9
2012-04-16 12:10:00,0.193,5.7,56.22,33.59,42.5,62.5178,1.1,240.0,,0.011,,1.1,0.009,<0.005,7.6,,,,,,8.5,8.49
2012-05-14 12:15:00,0.024,2.5,148.65,100.21,109.0,109.2178,0.9,165.0,,<0.006,,<0.65,0.003,<0.005,7.7,,,,,,10.4,8.945
2012-06-11 11:40:00,0.016,2.3,200.08,121.04,151.0,201.338,1.0,138.0,,0.01,,0.733,0.003,<0.005,7.2,,,,,,11.3,10.78
2012-07-09 11:00:00,0.018,2.2,129.75,61.07,102.0,121.8456,1.0,187.0,,<0.006,,<0.65,0.009,<0.005,7.7,,,,,,14.0,13.39
2012-08-06 13:00:00,0.025,2,459.23,119.22,194.0,163.8738,1.4,169.0,,0.107,,0.687,0.004,<0.005,7.6,,,,,,15.4,14.05
2012-09-03 12:10:00,0.014,4.7,93.26,34.17,61.6,94.7121,0.6,263.0,,0.016,,0.806,0.003,<0.005,7.9,,,,,,12.9,12.16
2012-10-15 12:00:00,0.104,2,218.83,47.8,152.0,240.4082,2.1,133.0,138.5,0.172,,0.802,0.003,<0.005,7.5,7.6,,10.98,97.6414,,8.3,9.08
2012-11-12 11:30:00,0.044,3.3,151.24,71.32,121.0,148.8781,1.5,150.0,151.5,0.011,,0.871,0.008,<0.005,7.6,7.62,,11.65,100.5485,,8.3,7.86
2012-12-10 12:00:00,0.266,4.3,113.12,30.26,58.2,86.9913,0.6,239.0,244.0,0.012,,0.922,0.041,<0.005,7.8,7.91,,12.71,100.6665,,5.1,4.48
2013-01-14 14:30:00,0.225,4.68,85.97,21.07,47.8,64.4347,0.62,390.0,376.7,0.006,,<0.65,0.01,<0.005,8.1,8.4,,13.65,108.4499,,5.5,4.6
2013-02-04 14:15:00,0.261,9.18,75.32,15.83,34.7,33.4893,0.63,454.0,424.5,0.009,,0.745,0.021,<0.005,8.1,8.31,,13.29,107.1468,,4.9,5.165
2013-03-11 08:00:00,0.204,4.98,42.78,22.71,35.7,23.2065,0.69,386.0,361.2,<0.006,,0.985,0.018,<0.005,7.6,7.88,,11.71,97.2895,,6.3,6.34
2013-04-15 15:30:00,0.282,3.57,49.26,37.65,42.3,47.8311,0.61,305.0,295.8,0.018,,0.721,0.017,<0.005,8.6,8.72,,13.2,123.0834,,12.6,11.07
2013-05-13 07:30:00,0.033,2.36,144.12,98.74,112.0,130.4094,0.81,202.0,198.0,<0.006,,0.725,0.009,<0.005,7.7,7.69,,11.79,100.751,,7.4,7.46
2013-06-10 13:10:00,0.029,1.99,211.54,108.61,179.0,213.5828,1.21,142.0,150.7,0.018,,<0.65,0.011,<0.005,7.7,7.81,,11.7,105.8144,,11.0,9.78
2013-07-08 12:40:00,0.052,2.95,119.33,62.12,87.4,125.3175,0.73,203.0,201.0,0.01,,<0.65,0.035,<0.005,7.9,8.06,,11.24,111.2684,,14.6,13.69
2013-08-05 12:15:00,<0.01,4.63,73.37,42.58,60.3,115.8017,0.56,253.0,227.4,0.012,,0.75,0.04,<0.005,8.0,8.08,,10.855,109.5761,,14.6,14.575
2013-09-02 13:50:00,<0.01,7,45.73,21.49,39.7,62.4008,0.61,338.0,295.5,0.055,,0.868,0.012,<0.005,8.1,8.2,,10.91,108.4344,,14.2,13.87
2013-10-14 14:30:00,<0.01,4.03,62.57,46.87,59.9,72.9186,1.09,216.0,262.2,0.023,,0.724,0.001,<0.005,7.7,7.92,,11.76,103.0342,,8.2,8.47
2013-11-11 13:30:00,<0.01,3.99,71.87,58.14,63.9,75.7085,0.88,185.0,193.2,<0.006,,0.824,0.001,<0.005,7.7,7.88,,12.06,101.6751,,7.1,6.92
