date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-04 12:00:00,0.016,11.1,,,,134.3614,1.63,409.0,,0.026,2.21,1.98,0.005,0.017,8.1,,11.3,,,,4.0,
2011-02-02 11:55:00,0.014,11.3,,,,126.4124,1.75,414.0,,0.025,2.28,2.02,0.008,0.013,8.3,,11.7,,,,3.7,
2011-03-03 08:00:00,<0.01,12.3,,,,126.8774,1.96,416.0,,0.019,2.17,1.98,0.008,0.007,8.2,,12.6,,,,4.7,
2011-04-11 08:45:00,0.018,11.7,,,,118.8305,1.96,398.0,,0.019,1.85,1.66,0.013,0.005,8.2,,11.4,,,,12.4,
2011-05-03 13:30:00,0.127,10.1,,,,115.1195,1.96,378.0,,0.032,1.8,1.45,0.018,0.015,8.0,,8.7,,,,15.6,
2011-06-08 13:20:00,0.05,7.93,,,,247.9529,1.63,337.0,,0.043,1.34,1.04,0.011,0.014,8.1,,8.7,,,,18.3,
2011-07-07 08:15:00,0.038,6.55,,,,225.9325,1.6,323.0,,0.024,1.23,0.971,0.013,0.009,8.0,,8.4,,,,20.0,
2011-08-08 09:00:00,0.044,6.38,,,,260.9928,1.78,309.0,,0.026,1.19,0.974,0.013,0.014,8.2,,8.7,,,,19.7,
2011-09-06 13:20:00,0.045,5.47,,,,256.9649,2.01,295.0,,0.048,1.14,0.865,0.009,0.013,8.1,,8.1,,,,20.2,
2011-10-05 13:20:00,0.015,7.68,,,,112.4535,1.44,321.0,,0.018,1.25,1.04,0.009,0.01,8.2,,9.2,,,,18.6,
2011-11-09 07:30:00,0.043,8.36,,,,101.1135,1.74,345.0,,0.026,1.55,1.24,0.01,0.015,8.0,,9.4,,,,12.3,
2011-12-05 08:45:00,0.113,9.59,,,,180.2567,1.76,352.0,,0.046,1.77,1.4,0.018,0.023,8.0,,9.9,,,,9.2,
2012-01-04 13:20:00,0.03,9.61,,,,596.0933,1.9,371.0,,0.052,1.98,1.5,0.006,0.016,8.1,,12.0,,,,6.5,
2012-02-02 12:10:00,0.021,11.5,,,,242.6289,1.82,395.0,,0.026,2.18,1.72,0.007,0.013,8.2,,12.0,,,,3.4,
2012-03-05 08:30:00,0.01,11.1,,,,198.0691,2.14,411.0,,0.017,2.15,1.71,0.01,<0.005,8.3,,12.5,,,,5.0,
2012-04-03 07:45:00,<0.01,10.5,,,,204.1591,1.91,384.0,,0.009,1.64,1.49,0.01,<0.005,8.1,,12.1,,,,7.4,
2012-05-09 11:40:00,0.02,7.49,,,,325.6435,1.61,357.0,,0.02,1.47,1.14,0.008,<0.005,8.3,,10.4,,,,13.4,
2012-06-07 11:20:00,0.034,5.73,,,,328.0245,1.26,327.0,,0.019,1.2,0.947,0.008,0.006,8.1,,9.8,,,,15.8,
2012-07-02 08:30:00,0.075,5.02,,,,405.1982,1.58,300.0,,0.036,1.39,0.865,0.013,0.019,7.9,,8.6,,,,19.0,
2012-08-07 09:30:00,0.055,4.76,,,,296.0937,1.47,288.0,,0.033,1.07,0.77,0.011,0.013,7.9,,8.2,,,,21.4,
2012-09-05 11:45:00,0.036,5.29,,,,275.3938,1.36,297.0,,0.024,1.2,0.897,0.01,0.01,8.0,,8.4,,,,18.4,
2012-10-04 14:30:00,0.027,6.29,,,,228.278,1.42,309.0,,0.015,1.18,0.95,0.011,0.007,8.0,,9.3,,,,16.4,
2012-11-12 09:00:00,0.03,7.03,,,,545.5986,2.47,346.0,,0.062,1.79,1.42,0.011,0.021,8.0,,11.0,,,,10.7,
2012-12-11 10:00:00,0.029,12.7,,,,321.9446,1.8,394.0,,0.023,1.89,1.75,0.008,0.015,8.1,,11.0,,,,6.5,
2013-01-08 11:20:00,0.014,10.6,,,,355.3994,1.78,397.0,,0.021,2.0,1.88,0.007,0.016,8.0,,10.7,,,,6.3,
2013-02-06 11:55:00,0.026,12.1,,,,543.1326,2.06,396.0,,0.051,2.03,1.83,0.007,0.017,8.2,,12.4,,,,4.8,
2013-03-07 09:50:00,<0.01,13.7,,,,173.7632,1.76,426.0,,0.012,2.32,2.1,0.009,0.007,8.3,,13.3,,,,5.1,
2013-04-02 09:50:00,<0.01,12.3,,,,305.2806,1.87,411.0,,0.021,2.18,1.91,0.011,0.005,8.3,,11.9,,,,5.1,
2013-05-01 11:47:00,0.058,9.26,,,,527.8043,1.66,373.0,,0.019,1.91,1.47,0.011,0.005,8.2,,11.3,,,,9.7,
2013-06-04 13:30:00,0.033,6.8,,,,718.1828,1.63,347.0,,0.049,1.71,1.28,0.007,0.008,8.2,,11.2,,,,12.7,
2013-07-01 09:45:00,0.036,6.55,,,,291.3892,1.47,334.0,,0.012,1.38,1.14,0.008,0.006,8.2,,9.7,,,,17.0,
2013-08-06 10:05:00,0.028,5.98,,,,320.4591,1.33,306.0,,0.019,1.2,0.999,0.009,0.01,8.2,,8.5,,,,22.5,
2013-09-04 11:30:00,0.063,7.1,,,,144.0214,1.27,323.0,,0.018,1.43,1.16,0.009,0.011,8.1,,9.5,,,,19.4,
2013-10-03 12:35:00,0.029,7.25,,,,214.1585,1.45,342.0,,0.014,1.45,1.12,0.013,0.009,8.1,,9.1,,,,15.9,
2013-11-04 10:00:00,0.034,7.25,,,,476.3449,2.39,342.0,,0.054,1.71,1.35,0.013,0.022,8.0,,9.8,,,,12.1,
2013-12-10 10:15:00,0.025,10.3,,,,169.3752,1.71,397.0,,0.02,2.01,1.74,<0.005,0.015,8.0,,10.9,,,,5.5,
2014-01-07 12:15:00,0.018,9.78,,,,404.0302,1.72,391.0,,0.011,2.15,1.66,0.007,0.011,8.1,,10.9,,,,6.5,
2014-02-05 11:25:00,0.014,11.9,,,,173.8467,1.83,418.0,,0.015,2.21,2.0,0.008,0.015,8.2,,11.1,,,,5.7,
2014-03-06 10:15:00,0.021,11.6,,,,251.4489,1.92,414.0,,0.012,2.16,1.89,0.008,0.01,8.2,,11.9,,,,6.4,
2014-03-31 10:15:00,0.014,11.2,,,,184.0412,1.83,411.0,,0.017,2.13,1.78,0.011,<0.005,8.2,,11.6,,,,9.4,
2014-05-05 13:00:00,0.027,9.95,,,,384.8513,1.71,392.0,,0.023,1.92,1.62,0.006,0.009,8.2,,10.9,,,,10.1,
2014-06-04 13:40:00,0.037,7.8,,,,256.2339,1.72,362.0,,0.014,1.58,1.27,0.012,0.009,8.3,,10.0,,,,15.8,
2014-06-30 09:55:00,0.057,6.78,,,,266.9538,1.46,328.0,,0.026,1.56,1.04,0.019,0.012,8.1,,8.2,,,,19.8,
2014-08-05 10:10:00,0.022,4.79,,,,691.2209,1.6,320.0,,0.031,1.28,0.968,0.012,0.007,8.1,,9.6,,,,18.2,
2014-09-03 13:22:00,0.023,5.55,,,,346.5713,1.53,331.0,,0.018,1.35,1.07,0.007,0.007,8.2,,9.0,,,,16.4,
2014-10-02 12:30:00,0.029,7.59,,,,152.4433,1.45,343.0,,0.014,1.48,1.2,0.012,0.01,8.1,,8.8,,,,17.6,
2014-11-03 10:05:00,0.017,7.57,,,,189.7922,1.51,352.0,,0.016,1.61,1.25,0.009,0.009,8.0,,9.3,,,,13.3,
2014-12-02 13:10:00,0.017,8.56,,,,189.3012,1.67,381.0,,0.022,2.0,1.57,0.005,0.017,8.2,,10.0,,,,9.8,
2015-01-06 12:20:00,0.019,9.45,,,,286.8407,1.7,399.0,,0.031,2.0,1.63,0.005,0.017,8.1,,10.7,,,,5.9,
2015-02-04 15:20:00,0.024,14.5,,,,201.3151,1.68,429.0,,0.02,2.12,1.74,0.008,0.013,8.3,,11.9,,,,4.5,
