date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-10 08:55:00,0.013,10.1,,,4.48,4.5755,2.58,433.0,,0.062,,3.38,<0.01,0.023,8.4,,,,,,6.6,
2011-02-07 07:20:00,0.01,10.3,,,0.51,0.5439,1.74,499.0,,<0.01,,3.43,<0.01,<0.01,8.3,,,,,,1.0,
2011-03-07 09:15:00,<0.01,10.8,,,0.55,0.5749,2.17,492.0,,<0.01,,2.87,<0.01,<0.01,8.3,,,,,,4.4,
2011-04-04 09:35:00,0.041,6.15,,,0.88,0.8283,3.7,359.0,,0.041,,1.4,0.01,<0.01,8.3,,,,,,9.3,
2011-05-02 10:10:00,0.027,9.22,,,0.27,0.2709,2.43,469.0,,0.026,,2.05,0.01,0.011,8.3,,,,,,10.2,
2011-06-06 09:40:00,0.033,7.88,,,0.35,0.6109,3.32,388.0,,0.03,,1.24,0.015,0.011,8.4,,,,,,13.1,
2011-07-04 10:00:00,0.018,7.82,,,0.21,1.4257,3.25,428.0,,0.021,,1.53,<0.01,0.016,8.4,,,,,,13.1,
2011-08-02 11:10:00,0.015,5.35,,,0.25,0.191,2.62,387.0,,0.013,,1.0,<0.01,<0.01,8.4,,,,,,13.4,
2011-09-05 09:40:00,0.046,7.87,,,0.54,0.5709,3.64,376.0,,0.12,,1.49,<0.01,0.031,8.3,,,,,,15.6,
2011-10-03 09:45:00,<0.01,9.31,,,0.23,0.6404,2.63,468.0,,0.016,,1.72,<0.01,<0.01,8.3,,,,,,,13.055
2011-11-07 09:45:00,<0.01,7.78,,,0.42,0.3499,3.06,463.0,,0.015,,1.28,<0.01,<0.01,8.4,,,,,,10.0,9.785
2011-12-05 09:25:00,<0.01,9.15,,,2.38,2.3295,4.1,423.0,,0.128,,1.58,0.015,0.012,8.2,,,,,,2.0,8.1
2012-01-16 09:40:00,0.017,9.44,,,1.96,1.9196,1.78,503.0,,0.012,,3.23,<0.01,0.01,8.4,,,,,,4.0,3.95
2012-02-06 09:15:00,0.012,10.4,,,0.56,1.0408,1.77,499.0,,0.019,,3.18,<0.01,<0.01,8.4,,,,,,0.0,1.37
2012-03-05 10:00:00,0.41,9.66,,,3.32,1.2357,2.26,434.0,,0.077,,1.75,<0.01,<0.01,8.3,,,,,,6.0,6.13
2012-04-02 09:30:00,0.031,3.79,,,1.15,1.9406,2.99,350.0,,0.015,,0.71,<0.01,<0.01,8.4,,,,,,7.0,7.1
2012-05-07 10:15:00,0.014,5.61,,,0.57,2.6719,2.65,376.0,,0.017,,1.15,<0.01,<0.01,8.4,,,,,,7.3,9.04
2012-06-04 10:10:00,0.037,8.86,,,2.61,0.7758,4.03,450.0,,0.031,,1.79,0.011,0.015,8.3,,,,,,11.5,11.61
2012-07-02 09:50:00,0.194,6.86,,,0.97,0.7458,3.55,429.0,,0.056,,1.56,<0.01,0.036,8.3,,,,,,13.5,12.17
