date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-05 11:00:00,0.03,13.4,,,1.84,2.1739,1.4,492.0,,0.034,3.2,2.79,0.009,0.013,8.6,,13.3,,,,3.8,
2011-02-02 09:45:00,0.014,16.5,,,1.15,1.3839,1.5,502.0,,0.038,3.4,3.2,0.007,0.017,8.2,,13.2,,,,2.7,
2011-02-03 10:40:00,0.06,14.0,,,1.5,1.3779,1.9,492.0,,0.04,2.7,2.44,0.013,0.013,8.4,,12.5,,,,5.2,
2011-04-11 11:10:00,0.015,17.6,,,0.72,0.855,2.2,446.0,,0.044,3.5,3.05,0.019,0.016,8.5,,12.6,,,,12.3,
2011-05-03 10:15:00,1.37,34.9,,,1.66,1.8184,6.1,491.0,,0.388,6.4,3.91,0.113,0.248,7.9,,7.9,,,,12.4,
2011-06-08 11:20:00,0.089,38.9,,,0.94,1.1419,4.1,505.0,,0.398,5.9,4.53,0.058,0.133,8.2,,8.4,,,,16.6,
2011-07-07 10:45:00,0.033,43.2,,,0.27,0.2465,4.2,580.0,,0.112,6.1,5.29,0.018,0.074,8.4,,11.3,,,,19.8,
2011-08-08 09:40:00,0.017,12.0,,,0.53,0.675,2.5,384.0,,0.084,2.0,1.69,0.011,0.054,9.3,,10.5,,,,16.5,
2011-09-06 10:55:00,0.026,14.1,,,0.72,1.0034,3.7,464.0,,0.086,2.6,2.26,0.008,0.051,8.4,,10.0,,,,14.8,
2011-10-04 10:37:00,0.014,39.6,,,0.3,0.3333,2.9,603.0,,0.102,7.7,7.15,0.009,0.076,8.5,,11.1,,,,13.9,
2011-11-10 10:30:00,0.014,32.2,,,0.05,0.408,2.7,563.0,,0.096,4.6,4.19,0.009,0.069,8.3,,10.2,,,,8.8,
2011-12-05 11:20:00,0.106,6.3,,,15.16,14.7553,6.8,376.0,,0.565,5.5,2.92,0.012,0.101,8.1,,10.6,,,,7.9,
