date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-10 11:30:00,0.059,7.72,134.08,76.75,106.59,129.6221,1.8,328.0,,0.055,,1.19,0.009,0.024,8.2,,,,,,5.9,5.88
2011-02-15 11:30:00,0.055,7.3,47.4,42.67,44.35,43.8186,1.9,324.0,,0.025,,1.26,0.017,0.013,8.2,,,,,,5.7,5.81
2011-03-16 12:20:00,0.004,6.9,78.35,47.19,53.77,51.1904,1.8,311.0,,0.02,,1.03,0.012,0.003,8.5,,,,,,8.1,8.37
2011-04-28 11:30:00,0.031,6.0,75.3,70.64,72.09,72.1157,1.5,280.0,,0.025,,0.89,0.01,0.009,8.5,,,,,,14.0,14.19
2011-05-13 12:00:00,0.083,6.7,136.37,98.73,111.15,107.5128,1.6,277.0,,0.037,,1.0,0.021,0.019,8.2,,,,,,17.3,17.37
2011-06-18 09:00:00,0.03,3.8,213.15,139.01,167.52,147.7723,1.5,247.0,,0.03,,0.67,0.01,0.008,8.3,,,,,,19.3,19.22
2011-07-17 11:25:00,0.005,3.4,260.85,209.81,225.93,217.3279,1.3,249.0,,0.023,,0.59,0.006,0.004,8.3,,,,,,20.2,20.06
2011-08-22 12:25:00,0.006,4.0,141.67,99.47,129.17,136.3701,1.5,243.0,,0.016,,0.62,0.007,0.003,8.3,,,,,,23.7,23.43
2011-09-20 12:00:00,0.059,4.6,149.05,126.46,134.64,138.2102,1.8,264.0,,0.05,,0.73,0.011,0.02,8.2,,,,,,17.1,17.24
2011-10-19 11:50:00,0.024,3.6,164.84,145.35,150.62,148.0258,1.3,244.0,,0.016,,0.6,0.009,0.004,8.1,,,,,,13.8,14.03
2011-11-17 11:25:00,0.057,6.1,47.4,43.95,45.16,45.935,1.5,285.0,,0.017,,0.9,0.024,0.009,8.1,,,,,,8.9,9.225
2011-12-16 11:50:00,0.098,6.9,185.9,63.3,88.39,65.4086,2.2,310.0,,0.044,,1.2,0.02,0.025,8.1,,,,,,7.5,6.95
2012-01-16 11:35:00,0.032,5.68,96.24,85.71,91.98,90.2638,1.4,302.0,,0.021,,1.13,0.01,0.01,8.2,,,,,,4.4,4.315
2012-02-14 11:50:00,0.052,6.97,59.83,48.24,52.98,52.9138,1.5,320.0,,0.024,,1.19,0.008,0.013,8.0,,,,,,1.8,2.3
2012-03-14 12:00:00,0.027,6.42,75.04,70.51,72.77,75.0312,1.7,295.0,,0.019,,0.93,0.006,0.009,8.3,,,,,,8.2,8.15
2012-04-19 10:40:00,0.029,5.36,141.17,132.28,136.57,138.0365,1.8,291.0,,0.026,,0.96,0.011,0.008,8.2,,,,,,9.0,8.56
2012-05-11 11:20:00,0.014,3.7,228.31,218.74,223.49,224.3017,1.3,260.0,,0.022,,0.69,0.008,0.004,8.2,,,,,,15.4,14.26
2012-06-16 10:00:00,0.017,3.72,294.63,278.82,285.32,292.8613,1.3,255.0,,0.018,,0.68,0.011,0.004,8.1,,,,,,17.3,16.94
2012-07-22 12:00:00,<0.004,3.5,166.59,158.27,162.74,166.076,1.3,230.0,,0.016,,0.63,0.006,0.003,8.5,,,,,,18.3,18.26
2012-08-20 13:05:00,0.013,4.1,118.83,111.83,114.27,114.7846,1.5,232.0,,0.02,,0.61,0.006,0.006,8.3,,,,,,24.3,24.3
2012-09-18 12:10:00,0.039,4.58,150.92,136.7,143.6,143.7777,1.6,243.0,,0.017,,0.59,0.006,0.011,8.4,,,,,,18.5,18.44
2012-10-17 12:20:00,0.014,3.61,223.23,187.88,201.77,210.6815,1.5,259.0,,0.017,,0.67,<0.005,0.006,8.1,,,,,,13.5,13.24
2012-11-15 12:10:00,0.027,5.1,131.63,123.26,127.41,127.8077,1.6,297.0,,0.02,,0.99,0.008,0.011,8.3,,,,,,9.8,9.75
2012-12-14 11:45:00,0.033,9.17,90.07,87.67,88.8,88.4908,1.8,326.0,,0.017,,1.15,0.008,0.008,8.4,,,,,,5.4,5.265
2013-01-14 11:45:00,0.041,7.3,100.0,94.0,96.0,96.0162,1.6,330.0,,0.023,,1.2,0.007,0.013,8.3,,,,,,5.7,5.59
2013-02-05 11:00:00,0.053,18.0,165.0,154.0,158.0,156.9352,1.6,366.0,,0.033,,1.15,0.014,0.014,8.2,,,,,,6.1,5.46
