date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-26 08:00:00,0.153,3.6,,,7.18,6.6275,<1.0,303.0,,<0.01,,0.4,0.011,<0.01,7.9,,,,,,2.1,1.8
2011-02-14 15:50:00,0.125,3.1,,,5.82,6.1025,<1.0,317.0,,<0.01,,0.72,0.011,<0.01,8.5,,,,,,4.3,4.13
2011-03-27 10:00:00,0.034,2,,,10.5,11.0219,<1.0,321.0,,0.024,,0.88,0.003,<0.01,8.2,,,,,,5.5,5.47
2011-04-26 09:45:00,<0.01,<1.0,,,22.7,27.0871,<1.0,218.0,,0.055,,0.32,<0.002,<0.01,7.9,,,,,,6.7,6.77
2011-05-24 06:05:00,<0.01,<1.0,,,27.4,27.2731,<1.0,173.0,,0.082,,0.4,<0.002,<0.01,8.1,,,,,,9.1,8.645
2011-06-29 06:30:00,0.013,1.2,,,20.5,19.4555,<1.0,124.0,,0.144,,0.39,0.002,<0.01,8.1,,,,,,11.7,11.47
2011-07-19 07:40:00,<0.01,<1.0,,,36.9,33.6026,<1.0,229.0,,0.127,,0.24,<0.002,<0.01,8.2,,,,,,9.1,9.07
2011-08-18 20:10:00,<0.01,1.3,,,18.3,22.6198,<1.0,225.0,,0.11,,0.45,<0.002,<0.01,8.2,,,,,,14.8,15.48
2011-09-27 17:15:00,0.02,1.2,,,15.0,16.1052,<1.0,225.0,,0.032,,0.34,<0.002,<0.01,8.3,,,,,,11.7,11.79
2011-10-17 07:55:00,0.01,1.6,,,27.0,20.7671,<1.0,255.0,,<0.01,,0.47,<0.002,<0.01,7.8,,,,,,5.2,5.2
2011-11-17 08:10:00,0.111,2.2,,,10.1,4.7354,<1.0,332.0,,0.015,,0.49,0.021,<0.01,8.2,,,,,,2.0,2.1
2011-12-13 08:20:00,0.175,6.3,,,8.74,4.4523,<1.0,358.0,,<0.01,,0.9,0.005,<0.01,8.3,,,,,,2.0,2.11
2012-01-18 08:30:00,0.314,5.6,,,7.88,5.4004,1.6,373.0,,<0.01,,0.69,0.004,<0.01,8.3,,,,,,0.4,0.23
2012-02-12 15:15:00,0.165,7.3,,,6.59,6.347,<1.0,373.0,,<0.01,,0.67,0.003,<0.01,8.8,,,,,,0.1,0.08
2012-03-20 07:40:00,0.059,5.4,,,19.9,16.0882,<1.0,365.0,,0.044,,1.2,0.002,<0.01,8.5,,,,,,3.2,3.27
2012-04-17 08:00:00,0.088,3.3,,,19.3,21.0926,<1.0,328.0,,0.041,,0.843,0.002,<0.01,8.4,,,,,,4.4,4.51
