date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-17 14:25:00,0.038,8.9,,,23.7,23.1523,1.38,255.0,,0.035,1.65,1.28,0.007,0.03,7.9,,8.6,,,,5.8,5.78
2011-02-21 09:25:00,0.023,8.69,,,15.0,15.0459,1.35,259.0,,0.031,1.6,1,0.005,0.009,7.9,,10.3,,,,5.6,5.555
2011-03-21 13:50:00,0.052,8.83,,,16.9,14.1549,1.61,255.0,,0.03,1.57,1.1,0.011,0.011,8.4,,11.8,,,,8.5,8.51
2011-04-18 10:15:00,0.028,8.17,,,16.1,9.9369,1.59,260.0,,0.016,1.16,0.91,0.01,<0.005,8.5,,10.1,,,,12.2,12.545
2011-05-16 10:00:00,0.048,8.55,,,15.6,7.0749,1.7,257.0,,0.013,1.45,1.03,0.019,<0.005,8.6,,8.8,,,,18.2,18.29
2011-06-14 10:15:00,0.015,8.54,,,21.1,12.0089,1.6,241.0,,0.015,1.36,0.79,0.021,<0.005,8.8,,9.9,,,,20.8,20.975
2011-07-11 10:00:00,0.02,8.33,,,24.5,15.4699,1.75,215.0,,0.01,1.11,<0.65,0.011,<0.005,8.7,,9.7,,,,23.6,23.74
2011-08-08 09:55:00,0.052,7.42,,,23.7,25.6593,2.07,203.0,,0.015,1.1,<0.65,0.011,<0.005,8.8,,8.0,,,,23.3,23.48
2011-09-05 09:55:00,0.036,7.38,,,14.1,17.2534,2.08,189.0,,,0.97,<0.65,0.012,<0.005,8.8,,8.4,,,,23.5,23.735
2011-10-03 09:55:00,0.018,7.87,,,12.2,13.4999,2.0,207.0,,,1.16,<0.65,0.012,<0.005,8.9,,8.2,,,,21.0,21.09
2011-11-14 10:10:00,0.01,7.91,,,41.6,38.1357,1.69,223.0,,,1.38,0.832,0.007,<0.005,8.2,,9.0,,,,12.4,12.43
2011-12-12 10:30:00,0.012,7.92,,,7.22,7.8159,1.66,224.0,,0.013,1.34,0.91,0.004,<0.005,8.1,,9.2,,,,9.4,9.46
2012-01-16 14:25:00,0.019,8.1,6.47,6.35,6.41,6.9379,1.5,256.0,,0.016,1.45,1.08,0.004,0.005,7.9,,10.5,,,,5.6,6.55
2012-02-13 09:25:00,0.036,9.2,5.13,4.8,4.96,5.361,1.4,259.0,,0.042,1.44,1.43,0.002,0.01,7.8,,11.2,,,,4.5,4.55
2012-03-12 13:50:00,0.019,8.4,7.67,7.02,7.31,7.3539,1.6,268.0,,0.034,1.33,0.967,0.02,0.005,8.1,,11.4,,,,6.7,7.2
2012-04-16 10:15:00,0.011,8.7,35.6,35.01,35.4,37.4582,1.6,264.0,,0.025,1.43,1.11,0.007,<0.005,8.2,,11.3,,,,9.0,8.98
2012-05-14 10:00:00,0.033,7.5,56.34,40.57,46.5,42.6317,0.8,233.0,,0.013,1.38,0.922,0.011,<0.005,8.4,,10.7,,,,14.5,14.39
2012-06-11 10:15:00,0.057,7.4,46.83,45.61,46.3,45.7026,1.7,237.0,,0.016,1.34,0.86,0.012,<0.005,8.7,,9.8,,,,19.5,19.37
2012-07-09 10:00:00,0.033,7.3,14.8,13.99,14.5,14.0429,1.6,226.0,,0.019,1.16,0.739,0.01,<0.005,8.7,,8.9,,,,25.3,25.16
2012-08-06 09:55:00,0.028,8.1,7.41,6.92,7.14,7.3679,2.0,198.0,,0.013,1.22,0.672,0.011,<0.005,8.4,,8.5,,,,26.0,25.64
2012-09-03 09:55:00,0.048,8.3,7.11,6.69,6.87,7.3369,0.7,217.0,,0.019,1.02,<0.65,0.012,<0.005,8.5,,9.2,,,,23.1,22.72
2012-10-15 09:55:00,0.058,8.5,10.97,6.02,9.45,10.2139,1.9,234.0,,0.023,1.21,<0.65,0.039,<0.005,8.1,,8.5,,,,18.0,16.51
2012-11-12 10:10:00,0.016,8.6,41.05,40.06,40.9,42.6437,1.5,239.0,,0.015,1.31,0.833,0.013,<0.005,8.0,,9.2,,,,12.8,12.56
2012-12-10 10:30:00,0.025,8.4,29.24,27.69,28.5,29.7618,1.6,243.0,,0.015,1.2,0.863,0.008,<0.005,8.1,,9.6,,,,11.7,8.72
2013-01-14 10:15:00,0.015,7.8,10.65,10.43,10.54,11.4619,1.4,264.0,,0.021,,1.11,0.004,0.006,8.0,,,,,,6.4,6.325
2013-02-04 10:00:00,0.024,8.9,10.14,9.96,10.1,10.0379,1.4,275.0,,0.031,,1.07,0.007,0.014,7.9,,,,,,5.6,5.54
2013-03-11 10:20:00,0.013,9.6,13.78,12.96,13.2,13.0569,1.4,278.0,,0.03,,0.996,0.008,0.005,8.1,,,,,,6.7,6.7
2013-04-15 10:10:00,0.016,10.0,20.19,19.7,20.0,21.2508,1.2,265.0,,0.038,,0.951,0.01,<0.005,8.6,,,,,,7.9,9.84
2013-05-14 10:20:00,0.025,7.6,40.11,39.37,39.2,38.8637,1.6,229.0,,0.013,,0.935,0.01,<0.005,8.6,,,,,,15.8,15.74
2013-06-10 10:10:00,0.015,7.0,38.86,37.92,38.5,32.2597,1.7,230.0,,0.019,,0.766,0.015,<0.005,8.8,,,,,,17.5,17.33
