date,NH4_N,Cl,q_max_kanton,q_min_kanton,q_mean_kanton,q_mean_sensor,doc,ec25_lab,ec25_sensor,tp,tn,NO3_N,NO2_N,drp,pH_lab,pH_sensor,O2_lab,O2_sensor,O2S_sensor,turbidity_sensor,temp_lab,temp_sensor
2011-01-24 11:00:00,0.026,5.59,,,,5.9036,1.71,361.0,,0.025,1.75,1.65,<0.009,0.024,7.9,,12.5,,,,4.2,
2011-02-07 15:10:00,0.028,6.31,,,,2.7468,1.49,426.0,,0.025,1.75,1.84,0.012,0.018,8.5,,13.0,,,,7.2,
2011-03-07 15:30:00,0.02,10.4,,,,3.4628,2.41,425.0,,0.028,1.71,1.63,0.011,0.016,8.3,,13.6,,,,6.3,
2011-04-04 15:00:00,0.012,5.93,,,,6.7086,2.41,459.0,,0.041,1.46,1.09,0.011,0.017,8.4,,11.9,,,,11.0,
2011-05-02 15:35:00,0.027,7.11,,,,1.6829,2.03,406.0,,0.032,1.45,1.46,0.012,0.021,8.5,,11.8,,,,13.0,
2011-06-07 14:25:00,0.016,6.83,,,,2.5183,1.84,428.0,,0.07,1.49,1.35,0.014,0.05,8.5,,10.3,,,,14.2,
2011-07-04 15:15:00,0.034,6.72,,,,1.8064,2.48,408.0,,0.042,1.43,1.28,0.011,0.024,8.3,,,,,,15.5,
2011-08-09 14:30:00,0.012,5.25,,,,4.6727,3.6,458.0,,0.033,1.34,1.35,<0.009,0.024,8.3,,11.0,,,,13.9,
2011-09-05 14:05:00,0.023,5.08,,,,18.3658,3.39,446.0,,0.082,1.66,1.55,0.009,0.041,8.4,,10.4,,,,11.9,
2011-10-10 15:15:00,0.016,4.31,,,,34.3657,5.1,472.0,,0.126,1.71,1.51,<0.009,0.041,8.3,,11.0,,,,9.7,
2011-11-14 14:30:00,0.011,7.02,,,,1.7479,2.62,476.0,,0.053,1.47,1.53,<0.009,0.025,8.5,,11.6,,,,7.1,
2011-12-06 11:30:00,0.037,4.92,,,,22.9025,4.55,453.0,,0.098,1.97,1.77,<0.009,0.042,8.4,,11.1,,,,7.5,
